,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-07-27,2020-08-03,1185,1269,1353
1,Albania,2020-07-27,2020-08-03,113,144,175
2,Algeria,2020-07-27,2020-08-03,1087,1163,1239
3,Andorra,2020-07-27,2020-08-03,52,52,52
4,Angola,2020-07-27,2020-08-03,29,41,53
5,Antigua and Barbuda,2020-07-27,2020-08-03,3,3,3
6,Argentina,2020-07-27,2020-08-03,2373,3059,3745
7,Armenia,2020-07-27,2020-08-03,650,711,772
8,Australia,2020-07-27,2020-08-03,126,167,208
9,Austria,2020-07-27,2020-08-03,711,713,715
10,Azerbaijan,2020-07-27,2020-08-03,363,423,483
11,Bahamas,2020-07-27,2020-08-03,11,11,11
12,Bahrain,2020-07-27,2020-08-03,128,141,154
13,Bangladesh,2020-07-27,2020-08-03,2668,2965,3262
14,Barbados,2020-07-27,2020-08-03,7,7,7
15,Belarus,2020-07-27,2020-08-03,503,538,573
16,Belgium,2020-07-27,2020-08-03,9805,9822,9839
17,Benin,2020-07-27,2020-08-03,31,35,39
18,Bhutan,2020-07-27,2020-08-03,0,0,0
19,Bolivia,2020-07-27,2020-08-03,2218,2647,3076
20,Bosnia and Herzegovina,2020-07-27,2020-08-03,255,294,333
21,Brazil,2020-07-27,2020-08-03,80120,87618,95116
22,Brunei,2020-07-27,2020-08-03,3,3,3
23,Bulgaria,2020-07-27,2020-08-03,308,347,386
24,Burkina Faso,2020-07-27,2020-08-03,53,53,53
25,Cabo Verde,2020-07-27,2020-08-03,21,22,23
26,Cambodia,2020-07-27,2020-08-03,0,0,0
27,Cameroon,2020-07-27,2020-08-03,373,391,409
28,Canada,2020-07-27,2020-08-03,8902,8945,8988
29,Central African Republic,2020-07-27,2020-08-03,55,59,63
30,Chad,2020-07-27,2020-08-03,75,75,75
31,Chile,2020-07-27,2020-08-03,8633,9187,9741
32,China,2020-07-27,2020-08-03,4646,4656,4666
33,Colombia,2020-07-27,2020-08-03,6929,8777,10625
34,Congo (Brazzaville),2020-07-27,2020-08-03,50,54,58
35,Congo (Kinshasa),2020-07-27,2020-08-03,194,208,222
36,Costa Rica,2020-07-27,2020-08-03,66,115,164
37,Cote d'Ivoire,2020-07-27,2020-08-03,92,96,100
38,Croatia,2020-07-27,2020-08-03,122,139,156
39,Diamond Princess,2020-07-27,2020-08-03,13,13,13
40,Cuba,2020-07-27,2020-08-03,87,87,87
41,Cyprus,2020-07-27,2020-08-03,19,19,19
42,Czechia,2020-07-27,2020-08-03,359,373,387
43,Denmark,2020-07-27,2020-08-03,611,613,615
44,Djibouti,2020-07-27,2020-08-03,56,58,60
45,Dominican Republic,2020-07-27,2020-08-03,993,1083,1173
46,Ecuador,2020-07-27,2020-08-03,5318,5532,5746
47,Egypt,2020-07-27,2020-08-03,4352,4652,4952
48,El Salvador,2020-07-27,2020-08-03,344,408,472
49,Equatorial Guinea,2020-07-27,2020-08-03,51,51,51
50,Eritrea,2020-07-27,2020-08-03,0,0,0
51,Estonia,2020-07-27,2020-08-03,69,69,69
52,Eswatini,2020-07-27,2020-08-03,23,34,45
53,Ethiopia,2020-07-27,2020-08-03,170,228,286
54,Fiji,2020-07-27,2020-08-03,0,0,0
55,Finland,2020-07-27,2020-08-03,328,329,330
56,France,2020-07-27,2020-08-03,30180,30212,30244
57,Gabon,2020-07-27,2020-08-03,46,49,52
58,Gambia,2020-07-27,2020-08-03,4,8,12
59,Georgia,2020-07-27,2020-08-03,16,16,16
60,Germany,2020-07-27,2020-08-03,9094,9125,9156
61,Ghana,2020-07-27,2020-08-03,153,168,183
62,Greece,2020-07-27,2020-08-03,195,202,209
63,Guatemala,2020-07-27,2020-08-03,1502,1761,2020
64,Guinea,2020-07-27,2020-08-03,40,45,50
65,Guyana,2020-07-27,2020-08-03,19,20,21
66,Haiti,2020-07-27,2020-08-03,146,158,170
67,Holy See,2020-07-27,2020-08-03,0,0,0
68,Honduras,2020-07-27,2020-08-03,935,1166,1397
69,Hungary,2020-07-27,2020-08-03,596,596,596
70,Iceland,2020-07-27,2020-08-03,10,10,10
71,India,2020-07-27,2020-08-03,28082,33408,38734
72,Indonesia,2020-07-27,2020-08-03,4239,4838,5437
73,Iran,2020-07-27,2020-08-03,14405,15912,17419
74,Iraq,2020-07-27,2020-08-03,3869,4458,5047
75,Ireland,2020-07-27,2020-08-03,1753,1764,1775
76,Israel,2020-07-27,2020-08-03,415,474,533
77,Italy,2020-07-27,2020-08-03,35058,35112,35166
