,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-08-21,2020-08-28,1363,1385,1407
1,Albania,2020-08-21,2020-08-28,219,240,261
2,Algeria,2020-08-21,2020-08-28,1351,1418,1485
3,Andorra,2020-08-21,2020-08-28,53,53,53
4,Angola,2020-08-21,2020-08-28,86,94,102
5,Antigua and Barbuda,2020-08-21,2020-08-28,3,3,3
6,Argentina,2020-08-21,2020-08-28,5527,6730,7933
7,Armenia,2020-08-21,2020-08-28,814,842,870
8,Australia,2020-08-21,2020-08-28,379,485,591
9,Austria,2020-08-21,2020-08-28,725,730,735
10,Azerbaijan,2020-08-21,2020-08-28,504,512,520
11,Bahamas,2020-08-21,2020-08-28,17,27,37
12,Bahrain,2020-08-21,2020-08-28,168,181,194
13,Bangladesh,2020-08-21,2020-08-28,3591,3861,4131
14,Barbados,2020-08-21,2020-08-28,7,7,7
15,Belarus,2020-08-21,2020-08-28,603,632,661
16,Belgium,2020-08-21,2020-08-28,9924,9985,10046
17,Benin,2020-08-21,2020-08-28,38,39,40
18,Bhutan,2020-08-21,2020-08-28,0,0,0
19,Bolivia,2020-08-21,2020-08-28,3939,4366,4793
20,Bosnia and Herzegovina,2020-08-21,2020-08-28,469,526,583
21,Brazil,2020-08-21,2020-08-28,106523,113358,120193
22,Brunei,2020-08-21,2020-08-28,3,3,3
23,Bulgaria,2020-08-21,2020-08-28,492,539,586
24,Burkina Faso,2020-08-21,2020-08-28,54,55,56
25,Cabo Verde,2020-08-21,2020-08-28,33,37,41
26,Cambodia,2020-08-21,2020-08-28,0,0,0
27,Cameroon,2020-08-21,2020-08-28,401,408,415
28,Canada,2020-08-21,2020-08-28,9068,9110,9152
29,Central African Republic,2020-08-21,2020-08-28,61,61,61
30,Chad,2020-08-21,2020-08-28,76,76,76
31,Chile,2020-08-21,2020-08-28,10340,10723,11106
32,China,2020-08-21,2020-08-28,4701,4709,4717
33,Colombia,2020-08-21,2020-08-28,14492,16568,18644
34,Congo (Brazzaville),2020-08-21,2020-08-28,60,77,94
35,Congo (Kinshasa),2020-08-21,2020-08-28,238,248,258
36,Costa Rica,2020-08-21,2020-08-28,281,340,399
37,Cote d'Ivoire,2020-08-21,2020-08-28,108,112,116
38,Croatia,2020-08-21,2020-08-28,163,169,175
39,Diamond Princess,2020-08-21,2020-08-28,13,13,13
40,Cuba,2020-08-21,2020-08-28,88,89,90
41,Cyprus,2020-08-21,2020-08-28,20,20,20
42,Czechia,2020-08-21,2020-08-28,394,411,428
43,Denmark,2020-08-21,2020-08-28,621,621,621
44,Djibouti,2020-08-21,2020-08-28,59,60,61
45,Dominican Republic,2020-08-21,2020-08-28,1409,1533,1657
46,Ecuador,2020-08-21,2020-08-28,6030,6248,6466
47,Egypt,2020-08-21,2020-08-28,5124,5231,5338
48,El Salvador,2020-08-21,2020-08-28,595,646,697
49,Equatorial Guinea,2020-08-21,2020-08-28,83,83,83
50,Eritrea,2020-08-21,2020-08-28,0,0,0
51,Estonia,2020-08-21,2020-08-28,63,63,63
52,Eswatini,2020-08-21,2020-08-28,68,81,94
53,Ethiopia,2020-08-21,2020-08-28,492,637,782
54,Fiji,2020-08-21,2020-08-28,1,1,1
55,Finland,2020-08-21,2020-08-28,333,334,335
56,France,2020-08-21,2020-08-28,30410,30508,30606
57,Gabon,2020-08-21,2020-08-28,51,53,55
58,Gambia,2020-08-21,2020-08-28,50,84,118
59,Georgia,2020-08-21,2020-08-28,17,17,17
60,Germany,2020-08-21,2020-08-28,9230,9266,9302
61,Ghana,2020-08-21,2020-08-28,223,261,299
62,Greece,2020-08-21,2020-08-28,223,238,253
63,Guatemala,2020-08-21,2020-08-28,2341,2532,2723
64,Guinea,2020-08-21,2020-08-28,50,53,56
65,Guyana,2020-08-21,2020-08-28,22,30,38
66,Haiti,2020-08-21,2020-08-28,192,196,200
67,Holy See,2020-08-21,2020-08-28,0,0,0
