,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-11-10,2020-11-17,1544,1577,1610
1,Albania,2020-11-10,2020-11-17,532,579,626
2,Algeria,2020-11-10,2020-11-17,1980,2077,2174
3,Andorra,2020-11-10,2020-11-17,75,75,75
4,Angola,2020-11-10,2020-11-17,291,308,325
5,Antigua and Barbuda,2020-11-10,2020-11-17,3,3,3
6,Argentina,2020-11-10,2020-11-17,32052,34183,36314
7,Armenia,2020-11-10,2020-11-17,1413,1609,1805
8,Australia,2020-11-10,2020-11-17,907,907,907
9,Austria,2020-11-10,2020-11-17,1192,1499,1806
10,Azerbaijan,2020-11-10,2020-11-17,768,867,966
11,Bahamas,2020-11-10,2020-11-17,149,154,159
12,Bahrain,2020-11-10,2020-11-17,324,331,338
13,Bangladesh,2020-11-10,2020-11-17,5983,6108,6233
14,Barbados,2020-11-10,2020-11-17,7,7,7
15,Belarus,2020-11-10,2020-11-17,992,1016,1040
16,Belgium,2020-11-10,2020-11-17,12126,13561,14996
17,Benin,2020-11-10,2020-11-17,41,43,45
18,Bhutan,2020-11-10,2020-11-17,0,0,0
19,Bolivia,2020-11-10,2020-11-17,8751,8808,8865
20,Bosnia and Herzegovina,2020-11-10,2020-11-17,1317,1629,1941
21,Brazil,2020-11-10,2020-11-17,160496,162802,165108
22,Brunei,2020-11-10,2020-11-17,3,3,3
23,Bulgaria,2020-11-10,2020-11-17,1412,1851,2290
24,Burkina Faso,2020-11-10,2020-11-17,67,67,67
25,Cabo Verde,2020-11-10,2020-11-17,95,101,107
26,Cambodia,2020-11-10,2020-11-17,0,0,0
27,Cameroon,2020-11-10,2020-11-17,429,433,437
28,Canada,2020-11-10,2020-11-17,10334,10693,11052
29,Central African Republic,2020-11-10,2020-11-17,62,62,62
30,Chad,2020-11-10,2020-11-17,98,99,100
31,Chile,2020-11-10,2020-11-17,14319,14611,14903
32,China,2020-11-10,2020-11-17,4739,4742,4745
33,Colombia,2020-11-10,2020-11-17,31847,33128,34409
34,Congo (Brazzaville),2020-11-10,2020-11-17,92,92,92
35,Congo (Kinshasa),2020-11-10,2020-11-17,315,316,317
36,Costa Rica,2020-11-10,2020-11-17,1419,1502,1585
37,Cote d'Ivoire,2020-11-10,2020-11-17,126,126,126
38,Croatia,2020-11-10,2020-11-17,628,865,1102
39,Diamond Princess,2020-11-10,2020-11-17,13,13,13
40,Cuba,2020-11-10,2020-11-17,129,130,131
41,Cyprus,2020-11-10,2020-11-17,27,29,31
42,Czechia,2020-11-10,2020-11-17,3913,5323,6733
43,Denmark,2020-11-10,2020-11-17,728,750,772
44,Djibouti,2020-11-10,2020-11-17,61,61,61
45,Dominican Republic,2020-11-10,2020-11-17,2252,2269,2286
46,Ecuador,2020-11-10,2020-11-17,12698,12849,13000
47,Egypt,2020-11-10,2020-11-17,6305,6394,6483
48,El Salvador,2020-11-10,2020-11-17,987,1020,1053
49,Equatorial Guinea,2020-11-10,2020-11-17,83,85,87
50,Eritrea,2020-11-10,2020-11-17,0,0,0
51,Estonia,2020-11-10,2020-11-17,73,76,79
52,Eswatini,2020-11-10,2020-11-17,117,117,117
53,Ethiopia,2020-11-10,2020-11-17,1494,1537,1580
54,Fiji,2020-11-10,2020-11-17,2,2,2
55,Finland,2020-11-10,2020-11-17,359,363,367
56,France,2020-11-10,2020-11-17,37915,41062,44209
57,Gabon,2020-11-10,2020-11-17,55,57,59
58,Gambia,2020-11-10,2020-11-17,120,122,124
59,Georgia,2020-11-10,2020-11-17,362,521,680
60,Germany,2020-11-10,2020-11-17,10717,11781,12845
61,Ghana,2020-11-10,2020-11-17,320,320,320
62,Greece,2020-11-10,2020-11-17,655,866,1077
63,Guatemala,2020-11-10,2020-11-17,3748,3832,3916
64,Guinea,2020-11-10,2020-11-17,73,74,75
65,Guyana,2020-11-10,2020-11-17,128,135,142
66,Haiti,2020-11-10,2020-11-17,232,232,232
67,Holy See,2020-11-10,2020-11-17,0,0,0
68,Honduras,2020-11-10,2020-11-17,2706,2780,2854
69,Hungary,2020-11-10,2020-11-17,1973,2596,3219
70,Iceland,2020-11-10,2020-11-17,17,24,31
71,India,2020-11-10,2020-11-17,123611,127571,131531
72,Indonesia,2020-11-10,2020-11-17,14146,14761,15376
73,Iran,2020-11-10,2020-11-17,36160,39202,42244
74,Iraq,2020-11-10,2020-11-17,11068,11432,11796
75,Ireland,2020-11-10,2020-11-17,1922,1963,2004
76,Israel,2020-11-10,2020-11-17,2592,2684,2776
77,Italy,2020-11-10,2020-11-17,39412,42330,45248
78,Jamaica,2020-11-10,2020-11-17,214,224,234
79,Japan,2020-11-10,2020-11-17,1794,1840,1886
