,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2021-01-17,2021-01-24,2277,2339,2401
1,Albania,2021-01-17,2021-01-24,1241,1277,1313
2,Algeria,2021-01-17,2021-01-24,2807,2836,2865
3,Andorra,2021-01-17,2021-01-24,85,91,97
4,Angola,2021-01-17,2021-01-24,416,436,456
5,Antigua and Barbuda,2021-01-17,2021-01-24,5,6,7
6,Argentina,2021-01-17,2021-01-24,44495,45407,46319
7,Armenia,2021-01-17,2021-01-24,2929,2992,3055
8,Australia,2021-01-17,2021-01-24,909,909,909
9,Austria,2021-01-17,2021-01-24,6723,7082,7441
10,Azerbaijan,2021-01-17,2021-01-24,2909,3009,3109
11,Bahamas,2021-01-17,2021-01-24,175,175,175
12,Bahrain,2021-01-17,2021-01-24,356,360,364
13,Bangladesh,2021-01-17,2021-01-24,7781,7906,8031
14,Barbados,2021-01-17,2021-01-24,7,7,7
15,Belarus,2021-01-17,2021-01-24,1517,1582,1647
16,Belgium,2021-01-17,2021-01-24,20078,20435,20792
17,Benin,2021-01-17,2021-01-24,44,46,48
18,Bhutan,2021-01-17,2021-01-24,1,1,1
19,Bolivia,2021-01-17,2021-01-24,9376,9636,9896
20,Bosnia and Herzegovina,2021-01-17,2021-01-24,4330,4411,4492
21,Brazil,2021-01-17,2021-01-24,203100,209847,216594
22,Brunei,2021-01-17,2021-01-24,3,3,3
23,Bulgaria,2021-01-17,2021-01-24,8126,8483,8840
24,Burkina Faso,2021-01-17,2021-01-24,89,102,115
25,Cabo Verde,2021-01-17,2021-01-24,114,119,124
26,Cambodia,2021-01-17,2021-01-24,0,0,0
27,Cameroon,2021-01-17,2021-01-24,448,455,462
28,Canada,2021-01-17,2021-01-24,16960,18024,19088
29,Central African Republic,2021-01-17,2021-01-24,63,63,63
30,Chad,2021-01-17,2021-01-24,107,111,115
31,Chile,2021-01-17,2021-01-24,17096,17477,17858
32,China,2021-01-17,2021-01-24,4792,4797,4802
33,Colombia,2021-01-17,2021-01-24,46114,48631,51148
34,Congo (Brazzaville),2021-01-17,2021-01-24,108,114,120
35,Congo (Kinshasa),2021-01-17,2021-01-24,611,631,651
36,Costa Rica,2021-01-17,2021-01-24,2305,2416,2527
37,Cote d'Ivoire,2021-01-17,2021-01-24,139,141,143
38,Croatia,2021-01-17,2021-01-24,4368,4616,4864
39,Diamond Princess,2021-01-17,2021-01-24,13,13,13
40,Cuba,2021-01-17,2021-01-24,151,170,189
