,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-06-30,2020-07-07,618,746,874
1,Albania,2020-06-30,2020-07-07,45,62,79
2,Algeria,2020-06-30,2020-07-07,861,912,963
3,Andorra,2020-06-30,2020-07-07,52,52,52
4,Angola,2020-06-30,2020-07-07,10,13,16
5,Antigua and Barbuda,2020-06-30,2020-07-07,3,3,3
6,Argentina,2020-06-30,2020-07-07,1078,1307,1536
7,Armenia,2020-06-30,2020-07-07,372,443,514
8,Australia,2020-06-30,2020-07-07,103,104,105
9,Austria,2020-06-30,2020-07-07,693,705,717
10,Azerbaijan,2020-06-30,2020-07-07,167,213,259
11,Bahamas,2020-06-30,2020-07-07,11,11,11
12,Bahrain,2020-06-30,2020-07-07,67,87,107
13,Bangladesh,2020-06-30,2020-07-07,1545,1847,2149
14,Barbados,2020-06-30,2020-07-07,7,7,7
15,Belarus,2020-06-30,2020-07-07,357,392,427
16,Belgium,2020-06-30,2020-07-07,9713,9747,9781
17,Benin,2020-06-30,2020-07-07,13,21,29
18,Bhutan,2020-06-30,2020-07-07,0,0,0
19,Bolivia,2020-06-30,2020-07-07,846,1123,1400
20,Bosnia and Herzegovina,2020-06-30,2020-07-07,172,186,200
21,Brazil,2020-06-30,2020-07-07,52645,59594,66543
22,Brunei,2020-06-30,2020-07-07,3,3,3
23,Bulgaria,2020-06-30,2020-07-07,208,230,252
24,Burkina Faso,2020-06-30,2020-07-07,53,53,53
25,Cabo Verde,2020-06-30,2020-07-07,8,15,22
26,Cambodia,2020-06-30,2020-07-07,0,0,0
27,Cameroon,2020-06-30,2020-07-07,313,313,313
28,Canada,2020-06-30,2020-07-07,8512,8650,8788
29,Central African Republic,2020-06-30,2020-07-07,37,47,57
30,Chad,2020-06-30,2020-07-07,74,74,74
31,Chile,2020-06-30,2020-07-07,4505,5688,6871
32,China,2020-06-30,2020-07-07,4640,4641,4642
33,Colombia,2020-06-30,2020-07-07,2524,3376,4228
34,Congo (Brazzaville),2020-06-30,2020-07-07,37,37,37
