,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-08-09,2020-08-16,1284,1312,1340
1,Albania,2020-08-09,2020-08-16,166,199,232
2,Algeria,2020-08-09,2020-08-16,1231,1302,1373
3,Andorra,2020-08-09,2020-08-16,52,52,52
4,Angola,2020-08-09,2020-08-16,55,75,95
5,Antigua and Barbuda,2020-08-09,2020-08-16,3,3,3
6,Argentina,2020-08-09,2020-08-16,3648,4606,5564
7,Armenia,2020-08-09,2020-08-16,754,791,828
8,Australia,2020-08-09,2020-08-16,221,313,405
9,Austria,2020-08-09,2020-08-16,718,721,724
10,Azerbaijan,2020-08-09,2020-08-16,462,490,518
11,Bahamas,2020-08-09,2020-08-16,14,15,16
12,Bahrain,2020-08-09,2020-08-16,147,162,177
13,Bangladesh,2020-08-09,2020-08-16,3154,3399,3644
14,Barbados,2020-08-09,2020-08-16,7,7,7
15,Belarus,2020-08-09,2020-08-16,567,587,607
16,Belgium,2020-08-09,2020-08-16,9845,9872,9899
17,Benin,2020-08-09,2020-08-16,36,38,40
18,Bhutan,2020-08-09,2020-08-16,0,0,0
19,Bolivia,2020-08-09,2020-08-16,3153,3640,4127
20,Bosnia and Herzegovina,2020-08-09,2020-08-16,352,394,436
21,Brazil,2020-08-09,2020-08-16,94104,101049,107994
22,Brunei,2020-08-09,2020-08-16,3,3,3
23,Bulgaria,2020-08-09,2020-08-16,388,447,506
24,Burkina Faso,2020-08-09,2020-08-16,53,54,55
25,Cabo Verde,2020-08-09,2020-08-16,24,32,40
26,Cambodia,2020-08-09,2020-08-16,0,0,0
27,Cameroon,2020-08-09,2020-08-16,391,395,399
28,Canada,2020-08-09,2020-08-16,8990,9028,9066
29,Central African Republic,2020-08-09,2020-08-16,59,60,61
30,Chad,2020-08-09,2020-08-16,75,76,77
31,Chile,2020-08-09,2020-08-16,9608,10077,10546
32,China,2020-08-09,2020-08-16,4669,4686,4703
33,Colombia,2020-08-09,2020-08-16,10650,12842,15034
34,Congo (Brazzaville),2020-08-09,2020-08-16,54,58,62
35,Congo (Kinshasa),2020-08-09,2020-08-16,215,224,233
36,Costa Rica,2020-08-09,2020-08-16,162,235,308
37,Cote d'Ivoire,2020-08-09,2020-08-16,102,105,108
38,Croatia,2020-08-09,2020-08-16,149,157,165
39,Diamond Princess,2020-08-09,2020-08-16,13,13,13
40,Cuba,2020-08-09,2020-08-16,87,88,89
41,Cyprus,2020-08-09,2020-08-16,19,19,19
42,Czechia,2020-08-09,2020-08-16,384,390,396
43,Denmark,2020-08-09,2020-08-16,615,617,619
44,Djibouti,2020-08-09,2020-08-16,59,59,59
45,Dominican Republic,2020-08-09,2020-08-16,1178,1309,1440
46,Ecuador,2020-08-09,2020-08-16,5736,5922,6108
47,Egypt,2020-08-09,2020-08-16,4865,5009,5153
48,El Salvador,2020-08-09,2020-08-16,467,549,631
49,Equatorial Guinea,2020-08-09,2020-08-16,83,83,83
50,Eritrea,2020-08-09,2020-08-16,0,0,0
51,Estonia,2020-08-09,2020-08-16,63,63,63
52,Eswatini,2020-08-09,2020-08-16,43,58,73
53,Ethiopia,2020-08-09,2020-08-16,310,407,504
54,Fiji,2020-08-09,2020-08-16,1,1,1
55,Finland,2020-08-09,2020-08-16,329,331,333
56,France,2020-08-09,2020-08-16,30268,30327,30386
57,Gabon,2020-08-09,2020-08-16,50,51,52
58,Gambia,2020-08-09,2020-08-16,9,23,37
59,Georgia,2020-08-09,2020-08-16,17,17,17
60,Germany,2020-08-09,2020-08-16,9154,9202,9250
61,Ghana,2020-08-09,2020-08-16,182,215,248
