,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2021-01-02,2021-01-09,2149,2191,2233
1,Albania,2021-01-02,2021-01-09,1143,1190,1237
2,Algeria,2021-01-02,2021-01-09,2722,2769,2816
3,Andorra,2021-01-02,2021-01-09,83,84,85
4,Angola,2021-01-02,2021-01-09,399,407,415
5,Antigua and Barbuda,2021-01-02,2021-01-09,5,5,5
6,Argentina,2021-01-02,2021-01-09,42501,43375,44249
7,Armenia,2021-01-02,2021-01-09,2752,2836,2920
8,Australia,2021-01-02,2021-01-09,908,909,910
9,Austria,2021-01-02,2021-01-09,5843,6275,6707
10,Azerbaijan,2021-01-02,2021-01-09,2454,2703,2952
11,Bahamas,2021-01-02,2021-01-09,169,171,173
12,Bahrain,2021-01-02,2021-01-09,351,352,353
13,Bangladesh,2021-01-02,2021-01-09,7428,7599,7770
14,Barbados,2021-01-02,2021-01-09,7,7,7
15,Belarus,2021-01-02,2021-01-09,1376,1442,1508
16,Belgium,2021-01-02,2021-01-09,19158,19644,20130
17,Benin,2021-01-02,2021-01-09,44,44,44
18,Bhutan,2021-01-02,2021-01-09,0,0,0
19,Bolivia,2021-01-02,2021-01-09,9093,9186,9279
20,Bosnia and Herzegovina,2021-01-02,2021-01-09,3923,4086,4249
21,Brazil,2021-01-02,2021-01-09,190795,195725,200655
22,Brunei,2021-01-02,2021-01-09,3,3,3
23,Bulgaria,2021-01-02,2021-01-09,7123,7644,8165
24,Burkina Faso,2021-01-02,2021-01-09,77,86,95
25,Cabo Verde,2021-01-02,2021-01-09,112,113,114
26,Cambodia,2021-01-02,2021-01-09,0,0,0
27,Cameroon,2021-01-02,2021-01-09,448,448,448
28,Canada,2021-01-02,2021-01-09,14834,15707,16580
29,Central African Republic,2021-01-02,2021-01-09,63,63,63
30,Chad,2021-01-02,2021-01-09,103,104,105
31,Chile,2021-01-02,2021-01-09,16404,16724,17044
32,China,2021-01-02,2021-01-09,4770,4784,4798
33,Colombia,2021-01-02,2021-01-09,41943,43765,45587
34,Congo (Brazzaville),2021-01-02,2021-01-09,107,108,109
35,Congo (Kinshasa),2021-01-02,2021-01-09,573,595,617
36,Costa Rica,2021-01-02,2021-01-09,2086,2185,2284
37,Cote d'Ivoire,2021-01-02,2021-01-09,133,138,143
38,Croatia,2021-01-02,2021-01-09,3613,4016,4419
