,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-08-11,2020-08-18,1288,1344,1400
1,Albania,2020-08-11,2020-08-18,176,205,234
2,Algeria,2020-08-11,2020-08-18,1248,1322,1396
3,Andorra,2020-08-11,2020-08-18,52,52,52
4,Angola,2020-08-11,2020-08-18,59,80,101
5,Antigua and Barbuda,2020-08-11,2020-08-18,3,3,3
6,Argentina,2020-08-11,2020-08-18,3979,5004,6029
7,Armenia,2020-08-11,2020-08-18,768,803,838
8,Australia,2020-08-11,2020-08-18,247,352,457
9,Austria,2020-08-11,2020-08-18,719,723,727
10,Azerbaijan,2020-08-11,2020-08-18,473,495,517
11,Bahamas,2020-08-11,2020-08-18,14,15,16
12,Bahrain,2020-08-11,2020-08-18,151,165,179
13,Bangladesh,2020-08-11,2020-08-18,3234,3471,3708
14,Barbados,2020-08-11,2020-08-18,7,7,7
15,Belarus,2020-08-11,2020-08-18,574,592,610
16,Belgium,2020-08-11,2020-08-18,9852,9885,9918
17,Benin,2020-08-11,2020-08-18,38,38,38
18,Bhutan,2020-08-11,2020-08-18,0,0,0
19,Bolivia,2020-08-11,2020-08-18,3320,3761,4202
20,Bosnia and Herzegovina,2020-08-11,2020-08-18,373,447,521
21,Brazil,2020-08-11,2020-08-18,95819,101752,107685
22,Brunei,2020-08-11,2020-08-18,3,3,3
23,Bulgaria,2020-08-11,2020-08-18,415,471,527
24,Burkina Faso,2020-08-11,2020-08-18,54,54,54
25,Cabo Verde,2020-08-11,2020-08-18,26,33,40
26,Cambodia,2020-08-11,2020-08-18,0,0,0
27,Cameroon,2020-08-11,2020-08-18,391,398,405
28,Canada,2020-08-11,2020-08-18,9005,9038,9071
29,Central African Republic,2020-08-11,2020-08-18,59,61,63
30,Chad,2020-08-11,2020-08-18,75,76,77
31,Chile,2020-08-11,2020-08-18,9745,10178,10611
32,China,2020-08-11,2020-08-18,4676,4691,4706
33,Colombia,2020-08-11,2020-08-18,11315,13475,15635
34,Congo (Brazzaville),2020-08-11,2020-08-18,58,60,62
35,Congo (Kinshasa),2020-08-11,2020-08-18,215,225,235
36,Costa Rica,2020-08-11,2020-08-18,181,255,329
37,Cote d'Ivoire,2020-08-11,2020-08-18,103,105,107
38,Croatia,2020-08-11,2020-08-18,154,160,166
39,Diamond Princess,2020-08-11,2020-08-18,13,13,13
40,Cuba,2020-08-11,2020-08-18,88,88,88
41,Cyprus,2020-08-11,2020-08-18,19,20,21
42,Czechia,2020-08-11,2020-08-18,383,391,399
43,Denmark,2020-08-11,2020-08-18,616,621,626
44,Djibouti,2020-08-11,2020-08-18,59,59,59
45,Dominican Republic,2020-08-11,2020-08-18,1213,1346,1479
46,Ecuador,2020-08-11,2020-08-18,5808,5951,6094
47,Egypt,2020-08-11,2020-08-18,4912,5059,5206
48,El Salvador,2020-08-11,2020-08-18,486,570,654
49,Equatorial Guinea,2020-08-11,2020-08-18,83,83,83
50,Eritrea,2020-08-11,2020-08-18,0,0,0
51,Estonia,2020-08-11,2020-08-18,63,63,63
52,Eswatini,2020-08-11,2020-08-18,49,63,77
53,Ethiopia,2020-08-11,2020-08-18,343,440,537
54,Fiji,2020-08-11,2020-08-18,1,1,1
55,Finland,2020-08-11,2020-08-18,331,333,335
56,France,2020-08-11,2020-08-18,30297,30328,30359
57,Gabon,2020-08-11,2020-08-18,51,51,51
58,Gambia,2020-08-11,2020-08-18,14,32,50
59,Georgia,2020-08-11,2020-08-18,17,17,17
60,Germany,2020-08-11,2020-08-18,9163,9208,9253
61,Ghana,2020-08-11,2020-08-18,191,215,239
62,Greece,2020-08-11,2020-08-18,209,214,219
63,Guatemala,2020-08-11,2020-08-18,2037,2233,2429
64,Guinea,2020-08-11,2020-08-18,48,50,52
65,Guyana,2020-08-11,2020-08-18,22,22,22
66,Haiti,2020-08-11,2020-08-18,166,183,200
67,Holy See,2020-08-11,2020-08-18,0,0,0
68,Honduras,2020-08-11,2020-08-18,1400,1515,1630
69,Hungary,2020-08-11,2020-08-18,598,605,612
70,Iceland,2020-08-11,2020-08-18,10,10,10
71,India,2020-08-11,2020-08-18,39795,46091,52387
72,Indonesia,2020-08-11,2020-08-18,5388,5824,6260
73,Iran,2020-08-11,2020-08-18,17617,18800,19983
74,Iraq,2020-08-11,2020-08-18,5017,5531,6045
75,Ireland,2020-08-11,2020-08-18,1763,1773,1783
76,Israel,2020-08-11,2020-08-18,561,622,683
77,Italy,2020-08-11,2020-08-18,35171,35215,35259
78,Jamaica,2020-08-11,2020-08-18,12,14,16
79,Japan,2020-08-11,2020-08-18,1023,1058,1093
80,Jordan,2020-08-11,2020-08-18,11,11,11
81,Kazakhstan,2020-08-11,2020-08-18,1058,1269,1480
82,Kenya,2020-08-11,2020-08-18,388,438,488
83,"Korea, South",2020-08-11,2020-08-18,302,305,308
84,Kuwait,2020-08-11,2020-08-18,465,486,507
85,Kyrgyzstan,2020-08-11,2020-08-18,1427,1478,1529
86,Latvia,2020-08-11,2020-08-18,32,32,32
87,Lebanon,2020-08-11,2020-08-18,65,87,109
88,Liberia,2020-08-11,2020-08-18,78,81,84
89,Liechtenstein,2020-08-11,2020-08-18,1,1,1
90,Lithuania,2020-08-11,2020-08-18,80,81,82
91,Luxembourg,2020-08-11,2020-08-18,118,122,126
92,Madagascar,2020-08-11,2020-08-18,123,152,181
93,Malaysia,2020-08-11,2020-08-18,125,125,125
94,Maldives,2020-08-11,2020-08-18,19,20,21
95,Malta,2020-08-11,2020-08-18,9,9,9
96,Mauritania,2020-08-11,2020-08-18,157,157,157
97,Mauritius,2020-08-11,2020-08-18,10,10,10
98,Mexico,2020-08-11,2020-08-18,48869,53929,58989
99,Moldova,2020-08-11,2020-08-18,810,857,904
100,Monaco,2020-08-11,2020-08-18,4,4,4
101,Mongolia,2020-08-11,2020-08-18,0,0,0
102,Montenegro,2020-08-11,2020-08-18,53,71,89
103,Morocco,2020-08-11,2020-08-18,417,533,649
104,Namibia,2020-08-11,2020-08-18,12,19,26
105,Nepal,2020-08-11,2020-08-18,58,83,108
106,Netherlands,2020-08-11,2020-08-18,6170,6161,6152
107,New Zealand,2020-08-11,2020-08-18,22,22,22
108,Nicaragua,2020-08-11,2020-08-18,123,128,133
109,Niger,2020-08-11,2020-08-18,69,69,69
110,Nigeria,2020-08-11,2020-08-18,910,956,1002
111,North Macedonia,2020-08-11,2020-08-18,505,529,553
112,Norway,2020-08-11,2020-08-18,256,256,256
113,Oman,2020-08-11,2020-08-18,421,533,645
114,Pakistan,2020-08-11,2020-08-18,5999,6112,6225
115,Panama,2020-08-11,2020-08-18,1522,1680,1838
116,Papua New Guinea,2020-08-11,2020-08-18,2,3,4
117,Paraguay,2020-08-11,2020-08-18,59,86,113
118,Peru,2020-08-11,2020-08-18,20007,21276,22545
119,Philippines,2020-08-11,2020-08-18,2115,2312,2509
120,Poland,2020-08-11,2020-08-18,1738,1821,1904
121,Portugal,2020-08-11,2020-08-18,1739,1761,1783
122,Qatar,2020-08-11,2020-08-18,177,188,199
123,Romania,2020-08-11,2020-08-18,2480,2764,3048
124,Russia,2020-08-11,2020-08-18,14327,15103,15879
125,Rwanda,2020-08-11,2020-08-18,5,7,9
126,Saint Lucia,2020-08-11,2020-08-18,0,0,0
127,Saint Vincent and the Grenadines,2020-08-11,2020-08-18,0,0,0
128,San Marino,2020-08-11,2020-08-18,42,42,42
129,Saudi Arabia,2020-08-11,2020-08-18,2984,3233,3482
130,Senegal,2020-08-11,2020-08-18,214,238,262
131,Serbia,2020-08-11,2020-08-18,605,652,699
132,Seychelles,2020-08-11,2020-08-18,0,0,0
133,Singapore,2020-08-11,2020-08-18,27,27,27
134,Slovakia,2020-08-11,2020-08-18,29,31,33
135,Slovenia,2020-08-11,2020-08-18,123,129,135
136,Somalia,2020-08-11,2020-08-18,93,93,93
137,South Africa,2020-08-11,2020-08-18,8884,10751,12618
138,Spain,2020-08-11,2020-08-18,28498,28581,28664
139,Sri Lanka,2020-08-11,2020-08-18,11,11,11
140,Sudan,2020-08-11,2020-08-18,763,786,809
141,Suriname,2020-08-11,2020-08-18,27,39,51
142,Sweden,2020-08-11,2020-08-18,5747,5770,5793
143,Switzerland,2020-08-11,2020-08-18,1981,1990,1999
144,Tanzania,2020-08-11,2020-08-18,21,21,21
145,Thailand,2020-08-11,2020-08-18,58,58,58
146,Togo,2020-08-11,2020-08-18,19,26,33
147,Trinidad and Tobago,2020-08-11,2020-08-18,8,8,8
148,Tunisia,2020-08-11,2020-08-18,51,52,53
149,Turkey,2020-08-11,2020-08-18,5765,5873,5981
150,Uganda,2020-08-11,2020-08-18,5,9,13
151,Ukraine,2020-08-11,2020-08-18,1788,1979,2170
152,United Arab Emirates,2020-08-11,2020-08-18,351,358,365
153,United Kingdom,2020-08-11,2020-08-18,46314,46611,46908
154,Uruguay,2020-08-11,2020-08-18,37,37,37
155,US,2020-08-11,2020-08-18,157482,164537,171592
156,Uzbekistan,2020-08-11,2020-08-18,165,204,243
157,Venezuela,2020-08-11,2020-08-18,187,238,289
158,Vietnam,2020-08-11,2020-08-18,8,16,24
159,Zambia,2020-08-11,2020-08-18,173,241,309
160,Zimbabwe,2020-08-11,2020-08-18,81,104,127
161,Dominica,2020-08-11,2020-08-18,0,0,0
162,Grenada,2020-08-11,2020-08-18,0,0,0
163,Mozambique,2020-08-11,2020-08-18,15,17,19
164,Syria,2020-08-11,2020-08-18,46,53,60
165,Timor-Leste,2020-08-11,2020-08-18,0,0,0
166,Belize,2020-08-11,2020-08-18,2,2,2
167,Laos,2020-08-11,2020-08-18,0,0,0
168,Libya,2020-08-11,2020-08-18,96,132,168
169,West Bank and Gaza,2020-08-11,2020-08-18,86,104,122
170,Guinea-Bissau,2020-08-11,2020-08-18,27,29,31
171,Mali,2020-08-11,2020-08-18,124,125,126
172,Saint Kitts and Nevis,2020-08-11,2020-08-18,0,0,0
173,Kosovo,2020-08-11,2020-08-18,296,341,386
