,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2021-02-28,2021-03-07,2432,2443,2454
1,Albania,2021-02-28,2021-03-07,1666,1796,1926
2,Algeria,2021-02-28,2021-03-07,2961,2983,3005
3,Andorra,2021-02-28,2021-03-07,107,110,113
4,Angola,2021-02-28,2021-03-07,499,508,517
5,Antigua and Barbuda,2021-02-28,2021-03-07,13,14,15
6,Argentina,2021-02-28,2021-03-07,51198,51965,52732
7,Armenia,2021-02-28,2021-03-07,3164,3192,3220
8,Australia,2021-02-28,2021-03-07,909,909,909
9,Austria,2021-02-28,2021-03-07,8386,8561,8736
10,Azerbaijan,2021-02-28,2021-03-07,3198,3220,3242
11,Bahamas,2021-02-28,2021-03-07,179,179,179
12,Bahrain,2021-02-28,2021-03-07,423,449,475
13,Bangladesh,2021-02-28,2021-03-07,8349,8408,8467
14,Barbados,2021-02-28,2021-03-07,31,33,35
15,Belarus,2021-02-28,2021-03-07,1912,1976,2040
16,Belgium,2021-02-28,2021-03-07,21903,22077,22251
17,Benin,2021-02-28,2021-03-07,70,70,70
18,Bhutan,2021-02-28,2021-03-07,1,1,1
19,Bolivia,2021-02-28,2021-03-07,11441,11649,11857
20,Bosnia and Herzegovina,2021-02-28,2021-03-07,4979,5071,5163
21,Brazil,2021-02-28,2021-03-07,246504,254942,263380
22,Brunei,2021-02-28,2021-03-07,3,3,3
23,Bulgaria,2021-02-28,2021-03-07,9854,10191,10528
24,Burkina Faso,2021-02-28,2021-03-07,139,142,145
25,Cabo Verde,2021-02-28,2021-03-07,144,147,150
26,Cambodia,2021-02-28,2021-03-07,0,0,0
27,Cameroon,2021-02-28,2021-03-07,523,551,579
28,Canada,2021-02-28,2021-03-07,21675,21990,22305
29,Central African Republic,2021-02-28,2021-03-07,63,63,63
30,Chad,2021-02-28,2021-03-07,134,140,146
31,Chile,2021-02-28,2021-03-07,20042,20572,21102
32,China,2021-02-28,2021-03-07,4833,4835,4837
33,Colombia,2021-02-28,2021-03-07,58834,59766,60698
34,Congo (Brazzaville),2021-02-28,2021-03-07,127,128,129
35,Congo (Kinshasa),2021-02-28,2021-03-07,700,707,714
36,Costa Rica,2021-02-28,2021-03-07,2763,2800,2837
37,Cote d'Ivoire,2021-02-28,2021-03-07,186,192,198
38,Croatia,2021-02-28,2021-03-07,5429,5526,5623
39,Diamond Princess,2021-02-28,2021-03-07,13,13,13
40,Cuba,2021-02-28,2021-03-07,296,322,348
41,Cyprus,2021-02-28,2021-03-07,229,231,233
42,Czechia,2021-02-28,2021-03-07,19214,20339,21464
43,Denmark,2021-02-28,2021-03-07,2339,2362,2385
44,Djibouti,2021-02-28,2021-03-07,63,63,63
45,Dominican Republic,2021-02-28,2021-03-07,3038,3100,3162
46,Ecuador,2021-02-28,2021-03-07,15536,15811,16086
47,Egypt,2021-02-28,2021-03-07,10353,10688,11023
48,El Salvador,2021-02-28,2021-03-07,1799,1854,1909
49,Equatorial Guinea,2021-02-28,2021-03-07,89,91,93
50,Eritrea,2021-02-28,2021-03-07,7,7,7
51,Estonia,2021-02-28,2021-03-07,535,589,643
52,Eswatini,2021-02-28,2021-03-07,645,652,659
53,Ethiopia,2021-02-28,2021-03-07,2279,2365,2451
54,Fiji,2021-02-28,2021-03-07,2,2,2
55,Finland,2021-02-28,2021-03-07,726,742,758
56,France,2021-02-28,2021-03-07,84430,85741,87052
57,Gabon,2021-02-28,2021-03-07,75,83,91
58,Gambia,2021-02-28,2021-03-07,144,150,156
59,Georgia,2021-02-28,2021-03-07,3435,3510,3585
60,Germany,2021-02-28,2021-03-07,67946,70152,72358
61,Ghana,2021-02-28,2021-03-07,577,607,637
62,Greece,2021-02-28,2021-03-07,6297,6504,6711
63,Guatemala,2021-02-28,2021-03-07,6282,6393,6504
64,Guinea,2021-02-28,2021-03-07,86,89,92
65,Guyana,2021-02-28,2021-03-07,189,195,201
66,Haiti,2021-02-28,2021-03-07,247,250,253
67,Holy See,2021-02-28,2021-03-07,0,0,0
68,Honduras,2021-02-28,2021-03-07,3996,4151,4306
69,Hungary,2021-02-28,2021-03-07,14299,14974,15649
70,Iceland,2021-02-28,2021-03-07,29,29,29
71,India,2021-02-28,2021-03-07,156385,157157,157929
72,Indonesia,2021-02-28,2021-03-07,34489,36166,37843
73,Iran,2021-02-28,2021-03-07,59483,60073,60663
74,Iraq,2021-02-28,2021-03-07,13272,13406,13540
75,Ireland,2021-02-28,2021-03-07,4136,4319,4502
76,Israel,2021-02-28,2021-03-07,5577,5752,5927
77,Italy,2021-02-28,2021-03-07,95718,97699,99680
78,Jamaica,2021-02-28,2021-03-07,396,422,448
79,Japan,2021-02-28,2021-03-07,7485,7889,8293
80,Jordan,2021-02-28,2021-03-07,4554,4701,4848
81,Kazakhstan,2021-02-28,2021-03-07,3152,3162,3172
82,Kenya,2021-02-28,2021-03-07,1823,1856,1889
83,"Korea, South",2021-02-28,2021-03-07,1562,1605,1648
84,Kuwait,2021-02-28,2021-03-07,1044,1083,1122
85,Kyrgyzstan,2021-02-28,2021-03-07,1458,1466,1474
86,Latvia,2021-02-28,2021-03-07,1542,1618,1694
87,Lebanon,2021-02-28,2021-03-07,4340,4692,5044
88,Liberia,2021-02-28,2021-03-07,85,85,85
89,Liechtenstein,2021-02-28,2021-03-07,54,54,54
90,Lithuania,2021-02-28,2021-03-07,3171,3244,3317
91,Luxembourg,2021-02-28,2021-03-07,622,637,652
92,Madagascar,2021-02-28,2021-03-07,297,297,297
93,Malaysia,2021-02-28,2021-03-07,1056,1130,1204
94,Maldives,2021-02-28,2021-03-07,60,62,64
95,Malta,2021-02-28,2021-03-07,304,315,326
96,Mauritania,2021-02-28,2021-03-07,434,441,448
97,Mauritius,2021-02-28,2021-03-07,10,10,10
98,Mexico,2021-02-28,2021-03-07,180107,185715,191323
99,Moldova,2021-02-28,2021-03-07,3780,3949,4118
100,Monaco,2021-02-28,2021-03-07,22,24,26
101,Mongolia,2021-02-28,2021-03-07,2,2,2
102,Montenegro,2021-02-28,2021-03-07,950,1003,1056
103,Morocco,2021-02-28,2021-03-07,8554,8623,8692
104,Namibia,2021-02-28,2021-03-07,402,424,446
105,Nepal,2021-02-28,2021-03-07,2061,2774,3487
106,Netherlands,2021-02-28,2021-03-07,15340,15688,16036
107,New Zealand,2021-02-28,2021-03-07,26,26,26
108,Nicaragua,2021-02-28,2021-03-07,172,173,174
109,Niger,2021-02-28,2021-03-07,170,172,174
110,Nigeria,2021-02-28,2021-03-07,1839,1907,1975
111,North Macedonia,2021-02-28,2021-03-07,3063,3137,3211
112,Norway,2021-02-28,2021-03-07,607,622,637
113,Oman,2021-02-28,2021-03-07,1552,1570,1588
114,Pakistan,2021-02-28,2021-03-07,12617,12896,13175
115,Panama,2021-02-28,2021-03-07,5742,5845,5948
116,Papua New Guinea,2021-02-28,2021-03-07,10,12,14
117,Paraguay,2021-02-28,2021-03-07,3065,3181,3297
118,Peru,2021-02-28,2021-03-07,45097,46299,47501
119,Philippines,2021-02-28,2021-03-07,12088,12318,12548
120,Poland,2021-02-28,2021-03-07,42171,43769,45367
121,Portugal,2021-02-28,2021-03-07,15962,16317,16672
122,Qatar,2021-02-28,2021-03-07,256,258,260
123,Romania,2021-02-28,2021-03-07,19847,20350,20853
124,Russia,2021-02-28,2021-03-07,81926,84700,87474
125,Rwanda,2021-02-28,2021-03-07,249,261,273
126,Saint Lucia,2021-02-28,2021-03-07,31,35,39
127,Saint Vincent and the Grenadines,2021-02-28,2021-03-07,6,8,10
128,San Marino,2021-02-28,2021-03-07,72,74,76
129,Saudi Arabia,2021-02-28,2021-03-07,6461,6494,6527
130,Senegal,2021-02-28,2021-03-07,808,872,936
131,Serbia,2021-02-28,2021-03-07,4337,4443,4549
132,Seychelles,2021-02-28,2021-03-07,10,11,12
133,Singapore,2021-02-28,2021-03-07,29,29,29
134,Slovakia,2021-02-28,2021-03-07,6505,7189,7873
135,Slovenia,2021-02-28,2021-03-07,3776,3836,3896
136,Somalia,2021-02-28,2021-03-07,202,239,276
137,South Africa,2021-02-28,2021-03-07,49053,49993,50933
138,Spain,2021-02-28,2021-03-07,67101,69142,71183
139,Sri Lanka,2021-02-28,2021-03-07,445,464,483
140,Sudan,2021-02-28,2021-03-07,1864,1880,1896
141,Suriname,2021-02-28,2021-03-07,168,172,176
142,Sweden,2021-02-28,2021-03-07,12649,12826,13003
143,Switzerland,2021-02-28,2021-03-07,9887,9966,10045
144,Tanzania,2021-02-28,2021-03-07,21,21,21
145,Thailand,2021-02-28,2021-03-07,83,83,83
146,Togo,2021-02-28,2021-03-07,81,84,87
147,Trinidad and Tobago,2021-02-28,2021-03-07,139,139,139
148,Tunisia,2021-02-28,2021-03-07,7793,8001,8209
149,Turkey,2021-02-28,2021-03-07,28060,28569,29078
150,Uganda,2021-02-28,2021-03-07,333,334,335
151,Ukraine,2021-02-28,2021-03-07,26470,27404,28338
152,United Arab Emirates,2021-02-28,2021-03-07,1125,1221,1317
153,United Kingdom,2021-02-28,2021-03-07,120810,123083,125356
154,Uruguay,2021-02-28,2021-03-07,574,608,642
155,US,2021-02-28,2021-03-07,499009,513091,527173
156,Uzbekistan,2021-02-28,2021-03-07,622,622,622
157,Venezuela,2021-02-28,2021-03-07,1316,1344,1372
158,Vietnam,2021-02-28,2021-03-07,35,35,35
159,Zambia,2021-02-28,2021-03-07,1020,1091,1162
160,Zimbabwe,2021-02-28,2021-03-07,1436,1463,1490
161,Dominica,2021-02-28,2021-03-07,0,0,0
162,Grenada,2021-02-28,2021-03-07,1,1,1
163,Mozambique,2021-02-28,2021-03-07,595,641,687
164,Syria,2021-02-28,2021-03-07,998,1027,1056
165,Timor-Leste,2021-02-28,2021-03-07,0,0,0
166,Belize,2021-02-28,2021-03-07,314,315,316
167,Laos,2021-02-28,2021-03-07,0,0,0
168,Libya,2021-02-28,2021-03-07,2114,2179,2244
169,West Bank and Gaza,2021-02-28,2021-03-07,1976,2042,2108
170,Guinea-Bissau,2021-02-28,2021-03-07,47,48,49
171,Mali,2021-02-28,2021-03-07,348,353,358
172,Saint Kitts and Nevis,2021-02-28,2021-03-07,0,0,0
173,Kosovo,2021-02-28,2021-03-07,1572,1592,1612
174,Burma,2021-02-28,2021-03-07,3196,3199,3202
175,MS Zaandam,2021-02-28,2021-03-07,2,2,2
176,Botswana,2021-02-28,2021-03-07,254,310,366
177,Burundi,2021-02-28,2021-03-07,3,3,3
178,Sierra Leone,2021-02-28,2021-03-07,79,79,79
179,Malawi,2021-02-28,2021-03-07,1013,1044,1075
180,South Sudan,2021-02-28,2021-03-07,86,93,100
181,Western Sahara,2021-02-28,2021-03-07,0,0,0
182,Sao Tome and Principe,2021-02-28,2021-03-07,21,29,37
183,Yemen,2021-02-28,2021-03-07,619,634,649
