,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2021-01-18,2021-01-25,2288,2343,2398
1,Albania,2021-01-18,2021-01-25,1247,1281,1315
2,Algeria,2021-01-18,2021-01-25,2812,2840,2868
3,Andorra,2021-01-18,2021-01-25,85,91,97
4,Angola,2021-01-18,2021-01-25,420,439,458
5,Antigua and Barbuda,2021-01-18,2021-01-25,5,6,7
6,Argentina,2021-01-18,2021-01-25,44654,45832,47010
7,Armenia,2021-01-18,2021-01-25,2931,2998,3065
8,Australia,2021-01-18,2021-01-25,909,909,909
9,Austria,2021-01-18,2021-01-25,6747,7122,7497
10,Azerbaijan,2021-01-18,2021-01-25,2926,3022,3118
11,Bahamas,2021-01-18,2021-01-25,175,175,175
12,Bahrain,2021-01-18,2021-01-25,356,360,364
13,Bangladesh,2021-01-18,2021-01-25,7803,7922,8041
14,Barbados,2021-01-18,2021-01-25,7,7,7
15,Belarus,2021-01-18,2021-01-25,1526,1591,1656
16,Belgium,2021-01-18,2021-01-25,20122,20472,20822
17,Benin,2021-01-18,2021-01-25,46,46,46
18,Bhutan,2021-01-18,2021-01-25,1,1,1
19,Bolivia,2021-01-18,2021-01-25,9415,9680,9945
20,Bosnia and Herzegovina,2021-01-18,2021-01-25,4330,4486,4642
21,Brazil,2021-01-18,2021-01-25,203580,210299,217018
22,Brunei,2021-01-18,2021-01-25,3,3,3
23,Bulgaria,2021-01-18,2021-01-25,8232,8565,8898
24,Burkina Faso,2021-01-18,2021-01-25,89,105,121
25,Cabo Verde,2021-01-18,2021-01-25,115,120,125
26,Cambodia,2021-01-18,2021-01-25,0,0,0
27,Cameroon,2021-01-18,2021-01-25,448,455,462
28,Canada,2021-01-18,2021-01-25,17096,18130,19164
29,Central African Republic,2021-01-18,2021-01-25,63,63,63
30,Chad,2021-01-18,2021-01-25,107,113,119
31,Chile,2021-01-18,2021-01-25,17162,17547,17932
32,China,2021-01-18,2021-01-25,4793,4798,4803
33,Colombia,2021-01-18,2021-01-25,46451,49004,51557
34,Congo (Brazzaville),2021-01-18,2021-01-25,108,114,120
35,Congo (Kinshasa),2021-01-18,2021-01-25,619,634,649
36,Costa Rica,2021-01-18,2021-01-25,2353,2458,2563
37,Cote d'Ivoire,2021-01-18,2021-01-25,139,142,145
38,Croatia,2021-01-18,2021-01-25,4403,4655,4907
39,Diamond Princess,2021-01-18,2021-01-25,13,13,13
40,Cuba,2021-01-18,2021-01-25,153,173,193
41,Cyprus,2021-01-18,2021-01-25,153,175,197
42,Czechia,2021-01-18,2021-01-25,13272,14449,15626
43,Denmark,2021-01-18,2021-01-25,1598,1806,2014
44,Djibouti,2021-01-18,2021-01-25,61,61,61
45,Dominican Republic,2021-01-18,2021-01-25,2427,2448,2469
46,Ecuador,2021-01-18,2021-01-25,14184,14322,14460
47,Egypt,2021-01-18,2021-01-25,8249,8638,9027
48,El Salvador,2021-01-18,2021-01-25,1428,1498,1568
49,Equatorial Guinea,2021-01-18,2021-01-25,86,86,86
50,Eritrea,2021-01-18,2021-01-25,6,6,6
51,Estonia,2021-01-18,2021-01-25,287,333,379
52,Eswatini,2021-01-18,2021-01-25,298,384,470
53,Ethiopia,2021-01-18,2021-01-25,2003,2033,2063
54,Fiji,2021-01-18,2021-01-25,2,2,2
55,Finland,2021-01-18,2021-01-25,597,618,639
56,France,2021-01-18,2021-01-25,68197,70826,73455
57,Gabon,2021-01-18,2021-01-25,66,66,66
58,Gambia,2021-01-18,2021-01-25,125,128,131
59,Georgia,2021-01-18,2021-01-25,2796,2958,3120
60,Germany,2021-01-18,2021-01-25,41799,47263,52727
61,Ghana,2021-01-18,2021-01-25,338,352,366
62,Greece,2021-01-18,2021-01-25,5302,5488,5674
63,Guatemala,2021-01-18,2021-01-25,5025,5278,5531
64,Guinea,2021-01-18,2021-01-25,81,81,81
65,Guyana,2021-01-18,2021-01-25,170,170,170
66,Haiti,2021-01-18,2021-01-25,238,240,242
67,Holy See,2021-01-18,2021-01-25,0,0,0
68,Honduras,2021-01-18,2021-01-25,3285,3368,3451
69,Hungary,2021-01-18,2021-01-25,10725,11409,12093
70,Iceland,2021-01-18,2021-01-25,29,29,29
71,India,2021-01-18,2021-01-25,151327,152556,153785
72,Indonesia,2021-01-18,2021-01-25,24343,26282,28221
73,Iran,2021-01-18,2021-01-25,56262,56886,57510
74,Iraq,2021-01-18,2021-01-25,12906,12953,13000
75,Ireland,2021-01-18,2021-01-25,2352,2616,2880
76,Israel,2021-01-18,2021-01-25,3704,4044,4384
77,Italy,2021-01-18,2021-01-25,79203,82554,85905
78,Jamaica,2021-01-18,2021-01-25,313,326,339
79,Japan,2021-01-18,2021-01-25,3898,4366,4834
80,Jordan,2021-01-18,2021-01-25,4043,4153,4263
81,Kazakhstan,2021-01-18,2021-01-25,2845,2891,2937
82,Kenya,2021-01-18,2021-01-25,1713,1734,1755
83,"Korea, South",2021-01-18,2021-01-25,1165,1283,1401
84,Kuwait,2021-01-18,2021-01-25,945,948,951
85,Kyrgyzstan,2021-01-18,2021-01-25,1371,1387,1403
86,Latvia,2021-01-18,2021-01-25,864,983,1102
87,Lebanon,2021-01-18,2021-01-25,1629,1959,2289
88,Liberia,2021-01-18,2021-01-25,83,84,85
89,Liechtenstein,2021-01-18,2021-01-25,49,50,51
90,Lithuania,2021-01-18,2021-01-25,2232,2469,2706
91,Luxembourg,2021-01-18,2021-01-25,535,557,579
92,Madagascar,2021-01-18,2021-01-25,267,273,279
93,Malaysia,2021-01-18,2021-01-25,555,605,655
94,Maldives,2021-01-18,2021-01-25,49,49,49
95,Malta,2021-01-18,2021-01-25,233,241,249
96,Mauritania,2021-01-18,2021-01-25,387,403,419
97,Mauritius,2021-01-18,2021-01-25,10,10,10
98,Mexico,2021-01-18,2021-01-25,134368,141248,148128
99,Moldova,2021-01-18,2021-01-25,3156,3267,3378
100,Monaco,2021-01-18,2021-01-25,4,7,10
101,Mongolia,2021-01-18,2021-01-25,2,2,2
102,Montenegro,2021-01-18,2021-01-25,729,746,763
103,Morocco,2021-01-18,2021-01-25,7767,7977,8187
104,Namibia,2021-01-18,2021-01-25,261,293,325
105,Nepal,2021-01-18,2021-01-25,1927,1965,2003
106,Netherlands,2021-01-18,2021-01-25,12512,13157,13802
107,New Zealand,2021-01-18,2021-01-25,25,25,25
108,Nicaragua,2021-01-18,2021-01-25,166,167,168
109,Niger,2021-01-18,2021-01-25,128,145,162
110,Nigeria,2021-01-18,2021-01-25,1361,1449,1537
111,North Macedonia,2021-01-18,2021-01-25,2635,2715,2795
