,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-06-10,2020-06-17,294,405,516
1,Albania,2020-06-10,2020-06-17,33,34,35
2,Algeria,2020-06-10,2020-06-17,673,732,791
3,Andorra,2020-06-10,2020-06-17,51,51,51
4,Angola,2020-06-10,2020-06-17,4,4,4
5,Antigua and Barbuda,2020-06-10,2020-06-17,3,3,3
6,Argentina,2020-06-10,2020-06-17,583,735,887
7,Armenia,2020-06-10,2020-06-17,170,227,284
8,Australia,2020-06-10,2020-06-17,102,102,102
9,Austria,2020-06-10,2020-06-17,670,673,676
10,Azerbaijan,2020-06-10,2020-06-17,76,102,128
11,Bahamas,2020-06-10,2020-06-17,11,11,11
12,Bahrain,2020-06-10,2020-06-17,20,31,42
13,Bangladesh,2020-06-10,2020-06-17,746,1012,1278
14,Barbados,2020-06-10,2020-06-17,7,7,7
15,Belarus,2020-06-10,2020-06-17,248,288,328
16,Belgium,2020-06-10,2020-06-17,9522,9629,9736
17,Benin,2020-06-10,2020-06-17,3,4,5
18,Bhutan,2020-06-10,2020-06-17,0,0,0
19,Bolivia,2020-06-10,2020-06-17,400,512,624
20,Bosnia and Herzegovina,2020-06-10,2020-06-17,157,161,165
21,Brazil,2020-06-10,2020-06-17,32548,39680,46812
22,Brunei,2020-06-10,2020-06-17,2,2,2
23,Bulgaria,2020-06-10,2020-06-17,146,167,188
24,Burkina Faso,2020-06-10,2020-06-17,53,53,53
25,Cabo Verde,2020-06-10,2020-06-17,5,5,5
26,Cambodia,2020-06-10,2020-06-17,0,0,0
27,Cameroon,2020-06-10,2020-06-17,200,212,224
28,Canada,2020-06-10,2020-06-17,7579,8038,8497
29,Central African Republic,2020-06-10,2020-06-17,4,5,6
30,Chad,2020-06-10,2020-06-17,66,72,78
31,Chile,2020-06-10,2020-06-17,1275,2475,3675
32,China,2020-06-10,2020-06-17,4638,4638,4638
33,Colombia,2020-06-10,2020-06-17,1057,1439,1821
34,Congo (Brazzaville),2020-06-10,2020-06-17,20,24,28
35,Congo (Kinshasa),2020-06-10,2020-06-17,75,96,117
36,Costa Rica,2020-06-10,2020-06-17,10,12,14
37,Cote d'Ivoire,2020-06-10,2020-06-17,35,41,47
38,Croatia,2020-06-10,2020-06-17,103,106,109
39,Diamond Princess,2020-06-10,2020-06-17,13,13,13
40,Cuba,2020-06-10,2020-06-17,83,83,83
41,Cyprus,2020-06-10,2020-06-17,17,18,19
42,Czechia,2020-06-10,2020-06-17,325,330,335
43,Denmark,2020-06-10,2020-06-17,580,593,606
44,Djibouti,2020-06-10,2020-06-17,26,34,42
45,Dominican Republic,2020-06-10,2020-06-17,516,550,584
46,Ecuador,2020-06-10,2020-06-17,3486,3720,3954
47,Egypt,2020-06-10,2020-06-17,1088,1342,1596
48,El Salvador,2020-06-10,2020-06-17,51,64,77
49,Equatorial Guinea,2020-06-10,2020-06-17,12,12,12
50,Eritrea,2020-06-10,2020-06-17,0,0,0
51,Estonia,2020-06-10,2020-06-17,69,69,69
52,Eswatini,2020-06-10,2020-06-17,3,3,3
53,Ethiopia,2020-06-10,2020-06-17,17,35,53
54,Fiji,2020-06-10,2020-06-17,0,0,0
55,Finland,2020-06-10,2020-06-17,321,324,327
56,France,2020-06-10,2020-06-17,29024,29322,29620
57,Gabon,2020-06-10,2020-06-17,20,22,24
58,Gambia,2020-06-10,2020-06-17,1,1,1
59,Georgia,2020-06-10,2020-06-17,13,13,13
60,Germany,2020-06-10,2020-06-17,8602,8752,8902
61,Ghana,2020-06-10,2020-06-17,38,48,58
62,Greece,2020-06-10,2020-06-17,179,183,187
63,Guatemala,2020-06-10,2020-06-17,143,316,489
64,Guinea,2020-06-10,2020-06-17,23,23,23
65,Guyana,2020-06-10,2020-06-17,12,12,12
66,Haiti,2020-06-10,2020-06-17,48,58,68
67,Holy See,2020-06-10,2020-06-17,0,0,0
68,Honduras,2020-06-10,2020-06-17,234,290,346
69,Hungary,2020-06-10,2020-06-17,534,551,568
70,Iceland,2020-06-10,2020-06-17,10,10,10
71,India,2020-06-10,2020-06-17,6088,7745,9402
72,Indonesia,2020-06-10,2020-06-17,1698,1959,2220
73,Iran,2020-06-10,2020-06-17,8012,8506,9000
74,Iraq,2020-06-10,2020-06-17,256,426,596
75,Ireland,2020-06-10,2020-06-17,1659,1695,1731
76,Israel,2020-06-10,2020-06-17,291,299,307
77,Italy,2020-06-10,2020-06-17,33601,34114,34627
78,Jamaica,2020-06-10,2020-06-17,10,10,10
79,Japan,2020-06-10,2020-06-17,905,922,939
80,Jordan,2020-06-10,2020-06-17,9,9,9
81,Kazakhstan,2020-06-10,2020-06-17,48,67,86
82,Kenya,2020-06-10,2020-06-17,74,89,104
83,"Korea, South",2020-06-10,2020-06-17,273,276,279
84,Kuwait,2020-06-10,2020-06-17,230,275,320
85,Kyrgyzstan,2020-06-10,2020-06-17,20,26,32
86,Latvia,2020-06-10,2020-06-17,24,26,28
87,Lebanon,2020-06-10,2020-06-17,27,30,33
88,Liberia,2020-06-10,2020-06-17,28,31,34
89,Liechtenstein,2020-06-10,2020-06-17,1,1,1
90,Lithuania,2020-06-10,2020-06-17,71,74,77
91,Luxembourg,2020-06-10,2020-06-17,110,110,110
92,Madagascar,2020-06-10,2020-06-17,6,10,14
93,Malaysia,2020-06-10,2020-06-17,115,118,121
94,Maldives,2020-06-10,2020-06-17,7,8,9
95,Malta,2020-06-10,2020-06-17,9,9,9
96,Mauritania,2020-06-10,2020-06-17,34,71,108
97,Mauritius,2020-06-10,2020-06-17,10,10,10
98,Mexico,2020-06-10,2020-06-17,11729,15357,18985
99,Moldova,2020-06-10,2020-06-17,310,371,432
100,Monaco,2020-06-10,2020-06-17,4,4,4
101,Mongolia,2020-06-10,2020-06-17,0,0,0
102,Montenegro,2020-06-10,2020-06-17,9,9,9
103,Morocco,2020-06-10,2020-06-17,206,211,216
104,Namibia,2020-06-10,2020-06-17,0,0,0
105,Nepal,2020-06-10,2020-06-17,9,15,21
106,Netherlands,2020-06-10,2020-06-17,5996,6061,6126
107,New Zealand,2020-06-10,2020-06-17,22,22,22
108,Nicaragua,2020-06-10,2020-06-17,46,55,64
109,Niger,2020-06-10,2020-06-17,65,65,65
110,Nigeria,2020-06-10,2020-06-17,315,382,449
111,North Macedonia,2020-06-10,2020-06-17,145,164,183
