,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-12-21,2020-12-28,1969,2082,2195
1,Albania,2020-12-21,2020-12-28,1016,1098,1180
2,Algeria,2020-12-21,2020-12-28,2609,2675,2741
3,Andorra,2020-12-21,2020-12-28,79,81,83
4,Angola,2020-12-21,2020-12-28,372,390,408
5,Antigua and Barbuda,2020-12-21,2020-12-28,5,5,5
6,Argentina,2020-12-21,2020-12-28,41041,41997,42953
7,Armenia,2020-12-21,2020-12-28,2503,2656,2809
8,Australia,2020-12-21,2020-12-28,908,908,908
9,Austria,2020-12-21,2020-12-28,4530,5435,6340
10,Azerbaijan,2020-12-21,2020-12-28,1966,2253,2540
11,Bahamas,2020-12-21,2020-12-28,163,164,165
12,Bahrain,2020-12-21,2020-12-28,348,350,352
13,Bangladesh,2020-12-21,2020-12-28,7089,7312,7535
14,Barbados,2020-12-21,2020-12-28,7,7,7
15,Belarus,2020-12-21,2020-12-28,1273,1333,1393
16,Belgium,2020-12-21,2020-12-28,18054,18697,19340
17,Benin,2020-12-21,2020-12-28,44,44,44
18,Bhutan,2020-12-21,2020-12-28,0,0,0
19,Bolivia,2020-12-21,2020-12-28,9024,9043,9062
20,Bosnia and Herzegovina,2020-12-21,2020-12-28,3391,3706,4021
21,Brazil,2020-12-21,2020-12-28,181835,187291,192747
22,Brunei,2020-12-21,2020-12-28,3,3,3
23,Bulgaria,2020-12-21,2020-12-28,5838,6765,7692
24,Burkina Faso,2020-12-21,2020-12-28,71,76,81
25,Cabo Verde,2020-12-21,2020-12-28,110,111,112
26,Cambodia,2020-12-21,2020-12-28,0,0,0
27,Cameroon,2020-12-21,2020-12-28,443,448,453
28,Canada,2020-12-21,2020-12-28,13570,14346,15122
29,Central African Republic,2020-12-21,2020-12-28,63,63,63
30,Chad,2020-12-21,2020-12-28,102,102,102
31,Chile,2020-12-21,2020-12-28,15931,16197,16463
32,China,2020-12-21,2020-12-28,4754,4765,4776
33,Colombia,2020-12-21,2020-12-28,39195,40680,42165
34,Congo (Brazzaville),2020-12-21,2020-12-28,100,100,100
35,Congo (Kinshasa),2020-12-21,2020-12-28,356,370,384
36,Costa Rica,2020-12-21,2020-12-28,1936,2037,2138
37,Cote d'Ivoire,2020-12-21,2020-12-28,133,133,133
38,Croatia,2020-12-21,2020-12-28,2705,3257,3809
39,Diamond Princess,2020-12-21,2020-12-28,13,13,13
40,Cuba,2020-12-21,2020-12-28,137,137,137
41,Cyprus,2020-12-21,2020-12-28,82,96,110
42,Czechia,2020-12-21,2020-12-28,9609,10411,11213
43,Denmark,2020-12-21,2020-12-28,950,1053,1156
44,Djibouti,2020-12-21,2020-12-28,61,61,61
45,Dominican Republic,2020-12-21,2020-12-28,2364,2385,2406
46,Ecuador,2020-12-21,2020-12-28,13875,13949,14023
47,Egypt,2020-12-21,2020-12-28,6943,7130,7317
48,El Salvador,2020-12-21,2020-12-28,1205,1257,1309
49,Equatorial Guinea,2020-12-21,2020-12-28,85,85,85
50,Eritrea,2020-12-21,2020-12-28,0,0,0
51,Estonia,2020-12-21,2020-12-28,154,181,208
52,Eswatini,2020-12-21,2020-12-28,130,141,152
