,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-06-15,2020-06-22,369,478,587
1,Albania,2020-06-15,2020-06-22,34,36,38
2,Algeria,2020-06-15,2020-06-22,715,777,839
3,Andorra,2020-06-15,2020-06-22,51,51,51
4,Angola,2020-06-15,2020-06-22,4,6,8
5,Antigua and Barbuda,2020-06-15,2020-06-22,3,3,3
6,Argentina,2020-06-15,2020-06-22,693,854,1015
7,Armenia,2020-06-15,2020-06-22,211,285,359
8,Australia,2020-06-15,2020-06-22,102,102,102
9,Austria,2020-06-15,2020-06-22,672,678,684
10,Azerbaijan,2020-06-15,2020-06-22,93,122,151
11,Bahamas,2020-06-15,2020-06-22,11,11,11
12,Bahrain,2020-06-15,2020-06-22,27,46,65
13,Bangladesh,2020-06-15,2020-06-22,930,1209,1488
14,Barbados,2020-06-15,2020-06-22,7,7,7
15,Belarus,2020-06-15,2020-06-22,276,312,348
16,Belgium,2020-06-15,2020-06-22,9606,9661,9716
17,Benin,2020-06-15,2020-06-22,4,9,14
18,Bhutan,2020-06-15,2020-06-22,0,0,0
19,Bolivia,2020-06-15,2020-06-22,475,632,789
20,Bosnia and Herzegovina,2020-06-15,2020-06-22,160,165,170
21,Brazil,2020-06-15,2020-06-22,37134,43959,50784
22,Brunei,2020-06-15,2020-06-22,2,2,2
23,Bulgaria,2020-06-15,2020-06-22,164,176,188
24,Burkina Faso,2020-06-15,2020-06-22,53,53,53
25,Cabo Verde,2020-06-15,2020-06-22,5,7,9
26,Cambodia,2020-06-15,2020-06-22,0,0,0
27,Cameroon,2020-06-15,2020-06-22,212,276,340
28,Canada,2020-06-15,2020-06-22,7910,8228,8546
29,Central African Republic,2020-06-15,2020-06-22,5,7,9
30,Chad,2020-06-15,2020-06-22,70,73,76
31,Chile,2020-06-15,2020-06-22,2264,3362,4460
32,China,2020-06-15,2020-06-22,4638,4638,4638
33,Colombia,2020-06-15,2020-06-22,1373,1808,2243
34,Congo (Brazzaville),2020-06-15,2020-06-22,22,27,32
35,Congo (Kinshasa),2020-06-15,2020-06-22,88,112,136
36,Costa Rica,2020-06-15,2020-06-22,11,12,13
37,Cote d'Ivoire,2020-06-15,2020-06-22,38,46,54
38,Croatia,2020-06-15,2020-06-22,104,107,110
39,Diamond Princess,2020-06-15,2020-06-22,13,13,13
40,Cuba,2020-06-15,2020-06-22,83,84,85
41,Cyprus,2020-06-15,2020-06-22,18,18,18
42,Czechia,2020-06-15,2020-06-22,328,330,332
43,Denmark,2020-06-15,2020-06-22,593,598,603
44,Djibouti,2020-06-15,2020-06-22,31,43,55
45,Dominican Republic,2020-06-15,2020-06-22,539,605,671
46,Ecuador,2020-06-15,2020-06-22,3642,3929,4216
47,Egypt,2020-06-15,2020-06-22,1271,1672,2073
48,El Salvador,2020-06-15,2020-06-22,56,74,92
49,Equatorial Guinea,2020-06-15,2020-06-22,12,12,12
50,Eritrea,2020-06-15,2020-06-22,0,0,0
51,Estonia,2020-06-15,2020-06-22,69,69,69
52,Eswatini,2020-06-15,2020-06-22,3,4,5
53,Ethiopia,2020-06-15,2020-06-22,27,60,93
54,Fiji,2020-06-15,2020-06-22,0,0,0
55,Finland,2020-06-15,2020-06-22,323,326,329
56,France,2020-06-15,2020-06-22,29212,29439,29666
57,Gabon,2020-06-15,2020-06-22,21,27,33
58,Gambia,2020-06-15,2020-06-22,1,1,1
59,Georgia,2020-06-15,2020-06-22,13,14,15
60,Germany,2020-06-15,2020-06-22,8695,8807,8919
61,Ghana,2020-06-15,2020-06-22,48,54,60
62,Greece,2020-06-15,2020-06-22,182,184,186
63,Guatemala,2020-06-15,2020-06-22,267,399,531
64,Guinea,2020-06-15,2020-06-22,23,26,29
65,Guyana,2020-06-15,2020-06-22,12,12,12
66,Haiti,2020-06-15,2020-06-22,54,76,98
67,Holy See,2020-06-15,2020-06-22,0,0,0
68,Honduras,2020-06-15,2020-06-22,262,322,382
69,Hungary,2020-06-15,2020-06-22,548,563,578
70,Iceland,2020-06-15,2020-06-22,10,10,10
71,India,2020-06-15,2020-06-22,7473,9900,12327
72,Indonesia,2020-06-15,2020-06-22,1883,2198,2513
73,Iran,2020-06-15,2020-06-22,8351,8950,9549
74,Iraq,2020-06-15,2020-06-22,370,652,934
75,Ireland,2020-06-15,2020-06-22,1683,1706,1729
76,Israel,2020-06-15,2020-06-22,298,302,306
77,Italy,2020-06-15,2020-06-22,33964,34371,34778
78,Jamaica,2020-06-15,2020-06-22,10,10,10
79,Japan,2020-06-15,2020-06-22,920,929,938
80,Jordan,2020-06-15,2020-06-22,9,9,9
81,Kazakhstan,2020-06-15,2020-06-22,56,81,106
82,Kenya,2020-06-15,2020-06-22,85,104,123
83,"Korea, South",2020-06-15,2020-06-22,274,278,282
84,Kuwait,2020-06-15,2020-06-22,269,298,327
85,Kyrgyzstan,2020-06-15,2020-06-22,23,28,33
86,Latvia,2020-06-15,2020-06-22,26,28,30
87,Lebanon,2020-06-15,2020-06-22,30,32,34
88,Liberia,2020-06-15,2020-06-22,30,33,36
89,Liechtenstein,2020-06-15,2020-06-22,1,1,1
90,Lithuania,2020-06-15,2020-06-22,71,76,81
91,Luxembourg,2020-06-15,2020-06-22,110,110,110
92,Madagascar,2020-06-15,2020-06-22,9,10,11
93,Malaysia,2020-06-15,2020-06-22,117,121,125
94,Maldives,2020-06-15,2020-06-22,8,8,8
95,Malta,2020-06-15,2020-06-22,9,9,9
96,Mauritania,2020-06-15,2020-06-22,59,91,123
97,Mauritius,2020-06-15,2020-06-22,10,10,10
98,Mexico,2020-06-15,2020-06-22,14053,17580,21107
99,Moldova,2020-06-15,2020-06-22,353,411,469
100,Monaco,2020-06-15,2020-06-22,4,4,4
101,Mongolia,2020-06-15,2020-06-22,0,0,0
102,Montenegro,2020-06-15,2020-06-22,9,9,9
103,Morocco,2020-06-15,2020-06-22,208,212,216
104,Namibia,2020-06-15,2020-06-22,0,0,0
105,Nepal,2020-06-15,2020-06-22,14,19,24
106,Netherlands,2020-06-15,2020-06-22,6035,6084,6133
107,New Zealand,2020-06-15,2020-06-22,22,22,22
108,Nicaragua,2020-06-15,2020-06-22,46,55,64
109,Niger,2020-06-15,2020-06-22,65,66,67
110,Nigeria,2020-06-15,2020-06-22,361,424,487
111,North Macedonia,2020-06-15,2020-06-22,156,193,230
112,Norway,2020-06-15,2020-06-22,239,242,245
113,Oman,2020-06-15,2020-06-22,81,108,135
114,Pakistan,2020-06-15,2020-06-22,2172,2839,3506
115,Panama,2020-06-15,2020-06-22,398,448,498
116,Papua New Guinea,2020-06-15,2020-06-22,0,0,0
117,Paraguay,2020-06-15,2020-06-22,11,12,13
118,Peru,2020-06-15,2020-06-22,5571,6860,8149
119,Philippines,2020-06-15,2020-06-22,1011,1098,1185
120,Poland,2020-06-15,2020-06-22,1166,1256,1346
121,Portugal,2020-06-15,2020-06-22,1485,1520,1555
122,Qatar,2020-06-15,2020-06-22,57,76,95
123,Romania,2020-06-15,2020-06-22,1339,1427,1515
124,Russia,2020-06-15,2020-06-22,5963,7081,8199
125,Rwanda,2020-06-15,2020-06-22,2,2,2
126,Saint Lucia,2020-06-15,2020-06-22,0,0,0
127,Saint Vincent and the Grenadines,2020-06-15,2020-06-22,0,0,0
128,San Marino,2020-06-15,2020-06-22,42,42,42
129,Saudi Arabia,2020-06-15,2020-06-22,746,1011,1276
130,Senegal,2020-06-15,2020-06-22,49,64,79
131,Serbia,2020-06-15,2020-06-22,250,255,260
132,Seychelles,2020-06-15,2020-06-22,0,0,0
133,Singapore,2020-06-15,2020-06-22,25,26,27
134,Slovakia,2020-06-15,2020-06-22,28,28,28
135,Slovenia,2020-06-15,2020-06-22,109,109,109
136,Somalia,2020-06-15,2020-06-22,84,88,92
137,South Africa,2020-06-15,2020-06-22,1080,1568,2056
138,Spain,2020-06-15,2020-06-22,27136,27136,27136
