,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-06-20,2020-06-27,451,569,687
1,Albania,2020-06-20,2020-06-27,36,43,50
2,Algeria,2020-06-20,2020-06-27,760,837,914
3,Andorra,2020-06-20,2020-06-27,51,52,53
4,Angola,2020-06-20,2020-06-27,6,9,12
5,Antigua and Barbuda,2020-06-20,2020-06-27,3,3,3
6,Argentina,2020-06-20,2020-06-27,815,992,1169
7,Armenia,2020-06-20,2020-06-27,264,332,400
8,Australia,2020-06-20,2020-06-27,102,102,102
9,Austria,2020-06-20,2020-06-27,677,688,699
10,Azerbaijan,2020-06-20,2020-06-27,115,148,181
11,Bahamas,2020-06-20,2020-06-27,11,11,11
12,Bahrain,2020-06-20,2020-06-27,37,60,83
13,Bangladesh,2020-06-20,2020-06-27,1139,1425,1711
14,Barbados,2020-06-20,2020-06-27,7,7,7
15,Belarus,2020-06-20,2020-06-27,303,343,383
16,Belgium,2020-06-20,2020-06-27,9650,9696,9742
17,Benin,2020-06-20,2020-06-27,6,11,16
18,Bhutan,2020-06-20,2020-06-27,0,0,0
19,Bolivia,2020-06-20,2020-06-27,585,740,895
20,Bosnia and Herzegovina,2020-06-20,2020-06-27,163,169,175
21,Brazil,2020-06-20,2020-06-27,42720,49976,57232
22,Brunei,2020-06-20,2020-06-27,2,3,4
23,Bulgaria,2020-06-20,2020-06-27,172,199,226
24,Burkina Faso,2020-06-20,2020-06-27,53,53,53
25,Cabo Verde,2020-06-20,2020-06-27,6,8,10
26,Cambodia,2020-06-20,2020-06-27,0,0,0
27,Cameroon,2020-06-20,2020-06-27,212,301,390
28,Canada,2020-06-20,2020-06-27,8183,8466,8749
29,Central African Republic,2020-06-20,2020-06-27,7,19,31
30,Chad,2020-06-20,2020-06-27,72,74,76
31,Chile,2020-06-20,2020-06-27,3101,4295,5489
32,China,2020-06-20,2020-06-27,4638,4639,4640
33,Colombia,2020-06-20,2020-06-27,1623,2148,2673
34,Congo (Brazzaville),2020-06-20,2020-06-27,24,27,30
35,Congo (Kinshasa),2020-06-20,2020-06-27,106,125,144
36,Costa Rica,2020-06-20,2020-06-27,12,12,12
37,Cote d'Ivoire,2020-06-20,2020-06-27,45,52,59
38,Croatia,2020-06-20,2020-06-27,107,107,107
39,Diamond Princess,2020-06-20,2020-06-27,13,13,13
40,Cuba,2020-06-20,2020-06-27,84,85,86
41,Cyprus,2020-06-20,2020-06-27,18,19,20
42,Czechia,2020-06-20,2020-06-27,328,336,344
43,Denmark,2020-06-20,2020-06-27,597,600,603
44,Djibouti,2020-06-20,2020-06-27,41,45,49
45,Dominican Republic,2020-06-20,2020-06-27,577,655,733
46,Ecuador,2020-06-20,2020-06-27,3874,4156,4438
47,Egypt,2020-06-20,2020-06-27,1484,2106,2728
48,El Salvador,2020-06-20,2020-06-27,72,93,114
49,Equatorial Guinea,2020-06-20,2020-06-27,12,32,52
50,Eritrea,2020-06-20,2020-06-27,0,0,0
51,Estonia,2020-06-20,2020-06-27,69,69,69
52,Eswatini,2020-06-20,2020-06-27,3,5,7
53,Ethiopia,2020-06-20,2020-06-27,55,72,89
54,Fiji,2020-06-20,2020-06-27,0,0,0
55,Finland,2020-06-20,2020-06-27,325,326,327
56,France,2020-06-20,2020-06-27,29401,29636,29871
57,Gabon,2020-06-20,2020-06-27,23,34,45
58,Gambia,2020-06-20,2020-06-27,1,2,3
59,Georgia,2020-06-20,2020-06-27,14,14,14
60,Germany,2020-06-20,2020-06-27,8793,8895,8997
61,Ghana,2020-06-20,2020-06-27,48,85,122
62,Greece,2020-06-20,2020-06-27,183,190,197
63,Guatemala,2020-06-20,2020-06-27,367,514,661
64,Guinea,2020-06-20,2020-06-27,25,27,29
65,Guyana,2020-06-20,2020-06-27,12,12,12
66,Haiti,2020-06-20,2020-06-27,70,88,106
67,Holy See,2020-06-20,2020-06-27,0,0,0
68,Honduras,2020-06-20,2020-06-27,310,358,406
69,Hungary,2020-06-20,2020-06-27,559,570,581
70,Iceland,2020-06-20,2020-06-27,10,10,10
71,India,2020-06-20,2020-06-27,9195,13254,17313
72,Indonesia,2020-06-20,2020-06-27,2091,2429,2767
73,Iran,2020-06-20,2020-06-27,8730,9507,10284
74,Iraq,2020-06-20,2020-06-27,549,1013,1477
75,Ireland,2020-06-20,2020-06-27,1705,1715,1725
76,Israel,2020-06-20,2020-06-27,300,305,310
77,Italy,2020-06-20,2020-06-27,34301,34610,34919
78,Jamaica,2020-06-20,2020-06-27,10,10,10
79,Japan,2020-06-20,2020-06-27,927,955,983
80,Jordan,2020-06-20,2020-06-27,9,9,9
81,Kazakhstan,2020-06-20,2020-06-27,73,118,163
82,Kenya,2020-06-20,2020-06-27,100,121,142
83,"Korea, South",2020-06-20,2020-06-27,277,280,283
84,Kuwait,2020-06-20,2020-06-27,289,319,349
85,Kyrgyzstan,2020-06-20,2020-06-27,27,35,43
86,Latvia,2020-06-20,2020-06-27,28,30,32
87,Lebanon,2020-06-20,2020-06-27,32,32,32
88,Liberia,2020-06-20,2020-06-27,32,33,34
89,Liechtenstein,2020-06-20,2020-06-27,1,1,1
90,Lithuania,2020-06-20,2020-06-27,75,76,77
91,Luxembourg,2020-06-20,2020-06-27,110,110,110
92,Madagascar,2020-06-20,2020-06-27,10,13,16
93,Malaysia,2020-06-20,2020-06-27,120,121,122
94,Maldives,2020-06-20,2020-06-27,8,8,8
95,Malta,2020-06-20,2020-06-27,9,9,9
96,Mauritania,2020-06-20,2020-06-27,83,108,133
97,Mauritius,2020-06-20,2020-06-27,10,10,10
98,Mexico,2020-06-20,2020-06-27,16872,20781,24690
99,Moldova,2020-06-20,2020-06-27,398,464,530
100,Monaco,2020-06-20,2020-06-27,4,4,4
101,Mongolia,2020-06-20,2020-06-27,0,0,0
102,Montenegro,2020-06-20,2020-06-27,9,9,9
103,Morocco,2020-06-20,2020-06-27,212,213,214
104,Namibia,2020-06-20,2020-06-27,0,0,0
105,Nepal,2020-06-20,2020-06-27,18,22,26
106,Netherlands,2020-06-20,2020-06-27,6076,6108,6140
107,New Zealand,2020-06-20,2020-06-27,22,22,22
108,Nicaragua,2020-06-20,2020-06-27,55,64,73
109,Niger,2020-06-20,2020-06-27,66,67,68
110,Nigeria,2020-06-20,2020-06-27,407,506,605
111,North Macedonia,2020-06-20,2020-06-27,179,233,287
112,Norway,2020-06-20,2020-06-27,242,244,246
113,Oman,2020-06-20,2020-06-27,99,128,157
114,Pakistan,2020-06-20,2020-06-27,2551,3501,4451
115,Panama,2020-06-20,2020-06-27,429,493,557
116,Papua New Guinea,2020-06-20,2020-06-27,0,0,0
117,Paraguay,2020-06-20,2020-06-27,11,13,15
118,Peru,2020-06-20,2020-06-27,6308,7861,9414
119,Philippines,2020-06-20,2020-06-27,1074,1150,1226
