,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-07-11,2020-07-18,826,994,1162
1,Albania,2020-07-11,2020-07-18,74,89,104
2,Algeria,2020-07-11,2020-07-18,946,1004,1062
3,Andorra,2020-07-11,2020-07-18,52,52,52
4,Angola,2020-07-11,2020-07-18,19,23,27
5,Antigua and Barbuda,2020-07-11,2020-07-18,3,3,3
6,Argentina,2020-07-11,2020-07-18,1481,1810,2139
7,Armenia,2020-07-11,2020-07-18,477,559,641
8,Australia,2020-07-11,2020-07-18,104,108,112
9,Austria,2020-07-11,2020-07-18,705,706,707
10,Azerbaijan,2020-07-11,2020-07-18,241,298,355
11,Bahamas,2020-07-11,2020-07-18,11,11,11
12,Bahrain,2020-07-11,2020-07-18,96,104,112
13,Bangladesh,2020-07-11,2020-07-18,1997,2305,2613
14,Barbados,2020-07-11,2020-07-18,7,7,7
15,Belarus,2020-07-11,2020-07-18,418,459,500
16,Belgium,2020-07-11,2020-07-18,9771,9782,9793
17,Benin,2020-07-11,2020-07-18,21,26,31
18,Bhutan,2020-07-11,2020-07-18,0,0,0
19,Bolivia,2020-07-11,2020-07-18,1378,1754,2130
20,Bosnia and Herzegovina,2020-07-11,2020-07-18,191,219,247
21,Brazil,2020-07-11,2020-07-18,64265,71469,78673
22,Brunei,2020-07-11,2020-07-18,3,3,3
23,Bulgaria,2020-07-11,2020-07-18,241,267,293
24,Burkina Faso,2020-07-11,2020-07-18,53,53,53
25,Cabo Verde,2020-07-11,2020-07-18,16,19,22
26,Cambodia,2020-07-11,2020-07-18,0,0,0
27,Cameroon,2020-07-11,2020-07-18,313,359,405
28,Canada,2020-07-11,2020-07-18,8732,8818,8904
29,Central African Republic,2020-07-11,2020-07-18,48,53,58
30,Chad,2020-07-11,2020-07-18,74,74,74
31,Chile,2020-07-11,2020-07-18,6192,6881,7570
32,China,2020-07-11,2020-07-18,4641,4641,4641
33,Colombia,2020-07-11,2020-07-18,4001,5202,6403
34,Congo (Brazzaville),2020-07-11,2020-07-18,44,47,50
35,Congo (Kinshasa),2020-07-11,2020-07-18,182,189,196
36,Costa Rica,2020-07-11,2020-07-18,18,28,38
37,Cote d'Ivoire,2020-07-11,2020-07-18,72,82,92
38,Croatia,2020-07-11,2020-07-18,113,118,123
39,Diamond Princess,2020-07-11,2020-07-18,13,13,13
40,Cuba,2020-07-11,2020-07-18,86,87,88
41,Cyprus,2020-07-11,2020-07-18,19,19,19
42,Czechia,2020-07-11,2020-07-18,351,352,353
43,Denmark,2020-07-11,2020-07-18,606,609,612
44,Djibouti,2020-07-11,2020-07-18,55,56,57
45,Dominican Republic,2020-07-11,2020-07-18,786,880,974
46,Ecuador,2020-07-11,2020-07-18,4769,5031,5293
47,Egypt,2020-07-11,2020-07-18,3280,3769,4258
48,El Salvador,2020-07-11,2020-07-18,210,254,298
49,Equatorial Guinea,2020-07-11,2020-07-18,51,51,51
50,Eritrea,2020-07-11,2020-07-18,0,0,0
51,Estonia,2020-07-11,2020-07-18,69,69,69
52,Eswatini,2020-07-11,2020-07-18,13,18,23
53,Ethiopia,2020-07-11,2020-07-18,103,124,145
54,Fiji,2020-07-11,2020-07-18,0,0,0
55,Finland,2020-07-11,2020-07-18,329,329,329
56,France,2020-07-11,2020-07-18,29896,30007,30118
57,Gabon,2020-07-11,2020-07-18,44,46,48
58,Gambia,2020-07-11,2020-07-18,2,3,4
59,Georgia,2020-07-11,2020-07-18,15,15,15
60,Germany,2020-07-11,2020-07-18,9020,9070,9120
61,Ghana,2020-07-11,2020-07-18,117,135,153
62,Greece,2020-07-11,2020-07-18,192,193,194
63,Guatemala,2020-07-11,2020-07-18,920,1172,1424
64,Guinea,2020-07-11,2020-07-18,34,37,40
65,Guyana,2020-07-11,2020-07-18,14,17,20
66,Haiti,2020-07-11,2020-07-18,113,139,165
67,Holy See,2020-07-11,2020-07-18,0,0,0
68,Honduras,2020-07-11,2020-07-18,629,771,913
69,Hungary,2020-07-11,2020-07-18,589,595,601
70,Iceland,2020-07-11,2020-07-18,10,10,10
71,India,2020-07-11,2020-07-18,19268,22673,26078
72,Indonesia,2020-07-11,2020-07-18,3089,3535,3981
73,Iran,2020-07-11,2020-07-18,11408,12635,13862
74,Iraq,2020-07-11,2020-07-18,2368,3055,3742
75,Ireland,2020-07-11,2020-07-18,1741,1746,1751
76,Israel,2020-07-11,2020-07-18,330,354,378
77,Italy,2020-07-11,2020-07-18,34854,34945,35036
78,Jamaica,2020-07-11,2020-07-18,10,10,10
79,Japan,2020-07-11,2020-07-18,977,982,987
80,Jordan,2020-07-11,2020-07-18,10,10,10
81,Kazakhstan,2020-07-11,2020-07-18,188,264,340
82,Kenya,2020-07-11,2020-07-18,159,184,209
83,"Korea, South",2020-07-11,2020-07-18,283,289,295
84,Kuwait,2020-07-11,2020-07-18,365,386,407
85,Kyrgyzstan,2020-07-11,2020-07-18,78,129,180
86,Latvia,2020-07-11,2020-07-18,30,30,30
