,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-06-06,2020-06-13,249,327,405
1,Albania,2020-06-06,2020-06-13,33,34,35
2,Algeria,2020-06-06,2020-06-13,646,698,750
3,Andorra,2020-06-06,2020-06-13,51,51,51
4,Angola,2020-06-06,2020-06-13,4,4,4
5,Antigua and Barbuda,2020-06-06,2020-06-13,3,3,3
6,Argentina,2020-06-06,2020-06-13,528,648,768
7,Armenia,2020-06-06,2020-06-13,127,190,253
8,Australia,2020-06-06,2020-06-13,103,102,101
9,Austria,2020-06-06,2020-06-13,668,672,676
10,Azerbaijan,2020-06-06,2020-06-13,61,84,107
11,Bahamas,2020-06-06,2020-06-13,11,11,11
12,Bahrain,2020-06-06,2020-06-13,17,24,31
13,Bangladesh,2020-06-06,2020-06-13,610,846,1082
14,Barbados,2020-06-06,2020-06-13,7,7,7
15,Belarus,2020-06-06,2020-06-13,229,263,297
16,Belgium,2020-06-06,2020-06-13,9453,9580,9707
17,Benin,2020-06-06,2020-06-13,3,3,3
18,Bhutan,2020-06-06,2020-06-13,0,0,0
19,Bolivia,2020-06-06,2020-06-13,310,454,598
20,Bosnia and Herzegovina,2020-06-06,2020-06-13,153,159,165
21,Brazil,2020-06-06,2020-06-13,28834,35930,43026
22,Brunei,2020-06-06,2020-06-13,2,2,2
23,Bulgaria,2020-06-06,2020-06-13,139,160,181
24,Burkina Faso,2020-06-06,2020-06-13,53,53,53
25,Cabo Verde,2020-06-06,2020-06-13,4,5,6
26,Cambodia,2020-06-06,2020-06-13,0,0,0
27,Cameroon,2020-06-06,2020-06-13,191,212,233
28,Canada,2020-06-06,2020-06-13,7159,7850,8541
29,Central African Republic,2020-06-06,2020-06-13,1,5,9
30,Chad,2020-06-06,2020-06-13,65,69,73
31,Chile,2020-06-06,2020-06-13,997,1541,2085
32,China,2020-06-06,2020-06-13,4638,4638,4638
33,Colombia,2020-06-06,2020-06-13,891,1204,1517
34,Congo (Brazzaville),2020-06-06,2020-06-13,19,22,25
35,Congo (Kinshasa),2020-06-06,2020-06-13,69,82,95
36,Costa Rica,2020-06-06,2020-06-13,10,10,10
37,Cote d'Ivoire,2020-06-06,2020-06-13,33,36,39
38,Croatia,2020-06-06,2020-06-13,103,104,105
39,Diamond Princess,2020-06-06,2020-06-13,13,13,13
40,Cuba,2020-06-06,2020-06-13,83,83,83
41,Cyprus,2020-06-06,2020-06-13,17,18,19
42,Czechia,2020-06-06,2020-06-13,319,327,335
43,Denmark,2020-06-06,2020-06-13,571,587,603
44,Djibouti,2020-06-06,2020-06-13,22,26,30
45,Dominican Republic,2020-06-06,2020-06-13,498,536,574
46,Ecuador,2020-06-06,2020-06-13,3334,3608,3882
47,Egypt,2020-06-06,2020-06-13,913,1198,1483
48,El Salvador,2020-06-06,2020-06-13,46,53,60
49,Equatorial Guinea,2020-06-06,2020-06-13,12,12,12
50,Eritrea,2020-06-06,2020-06-13,0,0,0
51,Estonia,2020-06-06,2020-06-13,67,69,71
52,Eswatini,2020-06-06,2020-06-13,2,3,4
53,Ethiopia,2020-06-06,2020-06-13,8,20,32
54,Fiji,2020-06-06,2020-06-13,0,0,0
55,Finland,2020-06-06,2020-06-13,316,322,328
56,France,2020-06-06,2020-06-13,28774,29145,29516
57,Gabon,2020-06-06,2020-06-13,17,21,25
58,Gambia,2020-06-06,2020-06-13,1,1,1
59,Georgia,2020-06-06,2020-06-13,12,13,14
60,Germany,2020-06-06,2020-06-13,8530,8673,8816
61,Ghana,2020-06-06,2020-06-13,35,44,53
62,Greece,2020-06-06,2020-06-13,175,180,185
63,Guatemala,2020-06-06,2020-06-13,102,230,358
64,Guinea,2020-06-06,2020-06-13,23,23,23
65,Guyana,2020-06-06,2020-06-13,12,12,12
66,Haiti,2020-06-06,2020-06-13,41,50,59
67,Holy See,2020-06-06,2020-06-13,0,0,0
68,Honduras,2020-06-06,2020-06-13,201,250,299
69,Hungary,2020-06-06,2020-06-13,524,545,566
70,Iceland,2020-06-06,2020-06-13,10,10,10
71,India,2020-06-06,2020-06-13,5185,6946,8707
72,Indonesia,2020-06-06,2020-06-13,1573,1801,2029
73,Iran,2020-06-06,2020-06-13,7734,8209,8684
74,Iraq,2020-06-06,2020-06-13,195,318,441
75,Ireland,2020-06-06,2020-06-13,1651,1678,1705
76,Israel,2020-06-06,2020-06-13,284,295,306
77,Italy,2020-06-06,2020-06-13,33340,33846,34352
78,Jamaica,2020-06-06,2020-06-13,9,10,11
79,Japan,2020-06-06,2020-06-13,894,915,936
80,Jordan,2020-06-06,2020-06-13,9,9,9
81,Kazakhstan,2020-06-06,2020-06-13,38,53,68
82,Kenya,2020-06-06,2020-06-13,63,83,103
83,"Korea, South",2020-06-06,2020-06-13,270,273,276
84,Kuwait,2020-06-06,2020-06-13,205,254,303
85,Kyrgyzstan,2020-06-06,2020-06-13,16,22,28
86,Latvia,2020-06-06,2020-06-13,24,25,26
87,Lebanon,2020-06-06,2020-06-13,26,29,32
88,Liberia,2020-06-06,2020-06-13,27,30,33
89,Liechtenstein,2020-06-06,2020-06-13,1,1,1
90,Lithuania,2020-06-06,2020-06-13,70,71,72
91,Luxembourg,2020-06-06,2020-06-13,110,110,110
92,Madagascar,2020-06-06,2020-06-13,6,8,10
93,Malaysia,2020-06-06,2020-06-13,115,117,119
94,Maldives,2020-06-06,2020-06-13,5,8,11
95,Malta,2020-06-06,2020-06-13,9,9,9
96,Mauritania,2020-06-06,2020-06-13,20,49,78
97,Mauritius,2020-06-06,2020-06-13,10,10,10
98,Mexico,2020-06-06,2020-06-13,9779,13511,17243
99,Moldova,2020-06-06,2020-06-13,291,331,371
100,Monaco,2020-06-06,2020-06-13,4,4,4
101,Mongolia,2020-06-06,2020-06-13,0,0,0
