,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-06-22,2020-06-29,478,598,718
1,Albania,2020-06-22,2020-06-29,36,44,52
2,Algeria,2020-06-22,2020-06-29,777,852,927
3,Andorra,2020-06-22,2020-06-29,51,52,53
4,Angola,2020-06-22,2020-06-29,6,10,14
5,Antigua and Barbuda,2020-06-22,2020-06-29,3,3,3
6,Argentina,2020-06-22,2020-06-29,854,1043,1232
7,Armenia,2020-06-22,2020-06-29,285,360,435
8,Australia,2020-06-22,2020-06-29,102,102,102
9,Austria,2020-06-22,2020-06-29,678,690,702
10,Azerbaijan,2020-06-22,2020-06-29,122,161,200
11,Bahamas,2020-06-22,2020-06-29,11,11,11
12,Bahrain,2020-06-22,2020-06-29,46,65,84
13,Bangladesh,2020-06-22,2020-06-29,1209,1502,1795
14,Barbados,2020-06-22,2020-06-29,7,7,7
15,Belarus,2020-06-22,2020-06-29,312,351,390
16,Belgium,2020-06-22,2020-06-29,9661,9696,9731
17,Benin,2020-06-22,2020-06-29,9,13,17
18,Bhutan,2020-06-22,2020-06-29,0,0,0
19,Bolivia,2020-06-22,2020-06-29,632,820,1008
20,Bosnia and Herzegovina,2020-06-22,2020-06-29,165,171,177
21,Brazil,2020-06-22,2020-06-29,43959,51271,58583
22,Brunei,2020-06-22,2020-06-29,2,3,4
23,Bulgaria,2020-06-22,2020-06-29,176,207,238
24,Burkina Faso,2020-06-22,2020-06-29,53,53,53
25,Cabo Verde,2020-06-22,2020-06-29,7,8,9
26,Cambodia,2020-06-22,2020-06-29,0,0,0
27,Cameroon,2020-06-22,2020-06-29,276,308,340
28,Canada,2020-06-22,2020-06-29,8228,8494,8760
29,Central African Republic,2020-06-22,2020-06-29,7,30,53
30,Chad,2020-06-22,2020-06-29,73,74,75
31,Chile,2020-06-22,2020-06-29,3362,4502,5642
32,China,2020-06-22,2020-06-29,4638,4639,4640
33,Colombia,2020-06-22,2020-06-29,1808,2426,3044
34,Congo (Brazzaville),2020-06-22,2020-06-29,27,37,47
35,Congo (Kinshasa),2020-06-22,2020-06-29,112,135,158
36,Costa Rica,2020-06-22,2020-06-29,12,12,12
37,Cote d'Ivoire,2020-06-22,2020-06-29,46,56,66
38,Croatia,2020-06-22,2020-06-29,107,107,107
39,Diamond Princess,2020-06-22,2020-06-29,13,13,13
40,Cuba,2020-06-22,2020-06-29,84,85,86
41,Cyprus,2020-06-22,2020-06-29,18,19,20
42,Czechia,2020-06-22,2020-06-29,330,336,342
43,Denmark,2020-06-22,2020-06-29,598,602,606
44,Djibouti,2020-06-22,2020-06-29,43,48,53
45,Dominican Republic,2020-06-22,2020-06-29,605,669,733
46,Ecuador,2020-06-22,2020-06-29,3929,4223,4517
47,Egypt,2020-06-22,2020-06-29,1672,2278,2884
48,El Salvador,2020-06-22,2020-06-29,74,107,140
49,Equatorial Guinea,2020-06-22,2020-06-29,12,32,52
50,Eritrea,2020-06-22,2020-06-29,0,0,0
51,Estonia,2020-06-22,2020-06-29,69,69,69
52,Eswatini,2020-06-22,2020-06-29,4,6,8
53,Ethiopia,2020-06-22,2020-06-29,60,75,90
54,Fiji,2020-06-22,2020-06-29,0,0,0
55,Finland,2020-06-22,2020-06-29,326,327,328
56,France,2020-06-22,2020-06-29,29439,29666,29893
57,Gabon,2020-06-22,2020-06-29,27,39,51
58,Gambia,2020-06-22,2020-06-29,1,2,3
59,Georgia,2020-06-22,2020-06-29,14,14,14
60,Germany,2020-06-22,2020-06-29,8807,8899,8991
61,Ghana,2020-06-22,2020-06-29,54,85,116
62,Greece,2020-06-22,2020-06-29,184,190,196
63,Guatemala,2020-06-22,2020-06-29,399,547,695
64,Guinea,2020-06-22,2020-06-29,26,27,28
65,Guyana,2020-06-22,2020-06-29,12,12,12
66,Haiti,2020-06-22,2020-06-29,76,88,100
67,Holy See,2020-06-22,2020-06-29,0,0,0
68,Honduras,2020-06-22,2020-06-29,322,395,468
69,Hungary,2020-06-22,2020-06-29,563,572,581
70,Iceland,2020-06-22,2020-06-29,10,10,10
71,India,2020-06-22,2020-06-29,9900,14011,18122
72,Indonesia,2020-06-22,2020-06-29,2198,2500,2802
73,Iran,2020-06-22,2020-06-29,8950,9742,10534
74,Iraq,2020-06-22,2020-06-29,652,1167,1682
75,Ireland,2020-06-22,2020-06-29,1706,1717,1728
76,Israel,2020-06-22,2020-06-29,302,307,312
77,Italy,2020-06-22,2020-06-29,34371,34657,34943
78,Jamaica,2020-06-22,2020-06-29,10,10,10
79,Japan,2020-06-22,2020-06-29,929,955,981
80,Jordan,2020-06-22,2020-06-29,9,9,9
81,Kazakhstan,2020-06-22,2020-06-29,81,127,173
82,Kenya,2020-06-22,2020-06-29,104,125,146
83,"Korea, South",2020-06-22,2020-06-29,278,281,284
84,Kuwait,2020-06-22,2020-06-29,298,330,362
85,Kyrgyzstan,2020-06-22,2020-06-29,28,40,52
86,Latvia,2020-06-22,2020-06-29,28,30,32
87,Lebanon,2020-06-22,2020-06-29,32,32,32
88,Liberia,2020-06-22,2020-06-29,33,34,35
89,Liechtenstein,2020-06-22,2020-06-29,1,1,1
90,Lithuania,2020-06-22,2020-06-29,76,76,76
91,Luxembourg,2020-06-22,2020-06-29,110,110,110
92,Madagascar,2020-06-22,2020-06-29,10,15,20
93,Malaysia,2020-06-22,2020-06-29,121,121,121
94,Maldives,2020-06-22,2020-06-29,8,8,8
95,Malta,2020-06-22,2020-06-29,9,9,9
96,Mauritania,2020-06-22,2020-06-29,91,112,133
97,Mauritius,2020-06-22,2020-06-29,10,10,10
98,Mexico,2020-06-22,2020-06-29,17580,22584,27588
99,Moldova,2020-06-22,2020-06-29,411,480,549
100,Monaco,2020-06-22,2020-06-29,4,4,4
101,Mongolia,2020-06-22,2020-06-29,0,0,0
102,Montenegro,2020-06-22,2020-06-29,9,9,9
103,Morocco,2020-06-22,2020-06-29,212,214,216
