,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-06-17,2020-06-24,405,504,603
1,Albania,2020-06-17,2020-06-24,34,38,42
2,Algeria,2020-06-17,2020-06-24,732,799,866
3,Andorra,2020-06-17,2020-06-24,51,52,53
4,Angola,2020-06-17,2020-06-24,4,7,10
5,Antigua and Barbuda,2020-06-17,2020-06-24,3,3,3
6,Argentina,2020-06-17,2020-06-24,735,913,1091
7,Armenia,2020-06-17,2020-06-24,227,302,377
8,Australia,2020-06-17,2020-06-24,102,102,102
9,Austria,2020-06-17,2020-06-24,673,687,701
10,Azerbaijan,2020-06-17,2020-06-24,102,133,164
11,Bahamas,2020-06-17,2020-06-24,11,11,11
12,Bahrain,2020-06-17,2020-06-24,31,49,67
13,Bangladesh,2020-06-17,2020-06-24,1012,1305,1598
14,Barbados,2020-06-17,2020-06-24,7,7,7
15,Belarus,2020-06-17,2020-06-24,288,324,360
16,Belgium,2020-06-17,2020-06-24,9629,9675,9721
17,Benin,2020-06-17,2020-06-24,4,9,14
18,Bhutan,2020-06-17,2020-06-24,0,0,0
19,Bolivia,2020-06-17,2020-06-24,512,679,846
20,Bosnia and Herzegovina,2020-06-17,2020-06-24,161,168,175
21,Brazil,2020-06-17,2020-06-24,39680,46510,53340
22,Brunei,2020-06-17,2020-06-24,2,3,4
23,Bulgaria,2020-06-17,2020-06-24,167,184,201
24,Burkina Faso,2020-06-17,2020-06-24,53,53,53
25,Cabo Verde,2020-06-17,2020-06-24,5,7,9
26,Cambodia,2020-06-17,2020-06-24,0,0,0
27,Cameroon,2020-06-17,2020-06-24,212,276,340
28,Canada,2020-06-17,2020-06-24,8038,8312,8586
29,Central African Republic,2020-06-17,2020-06-24,5,18,31
30,Chad,2020-06-17,2020-06-24,72,74,76
31,Chile,2020-06-17,2020-06-24,2475,3615,4755
32,China,2020-06-17,2020-06-24,4638,4638,4638
33,Colombia,2020-06-17,2020-06-24,1439,1887,2335
34,Congo (Brazzaville),2020-06-17,2020-06-24,24,27,30
35,Congo (Kinshasa),2020-06-17,2020-06-24,96,115,134
36,Costa Rica,2020-06-17,2020-06-24,12,12,12
37,Cote d'Ivoire,2020-06-17,2020-06-24,41,48,55
38,Croatia,2020-06-17,2020-06-24,106,107,108
39,Diamond Princess,2020-06-17,2020-06-24,13,13,13
40,Cuba,2020-06-17,2020-06-24,83,84,85
41,Cyprus,2020-06-17,2020-06-24,18,18,18
42,Czechia,2020-06-17,2020-06-24,330,333,336
43,Denmark,2020-06-17,2020-06-24,593,598,603
44,Djibouti,2020-06-17,2020-06-24,34,43,52
45,Dominican Republic,2020-06-17,2020-06-24,550,633,716
46,Ecuador,2020-06-17,2020-06-24,3720,4007,4294
47,Egypt,2020-06-17,2020-06-24,1342,1850,2358
48,El Salvador,2020-06-17,2020-06-24,64,79,94
49,Equatorial Guinea,2020-06-17,2020-06-24,12,32,52
50,Eritrea,2020-06-17,2020-06-24,0,0,0
51,Estonia,2020-06-17,2020-06-24,69,69,69
52,Eswatini,2020-06-17,2020-06-24,3,4,5
53,Ethiopia,2020-06-17,2020-06-24,35,63,91
54,Fiji,2020-06-17,2020-06-24,0,0,0
55,Finland,2020-06-17,2020-06-24,324,326,328
56,France,2020-06-17,2020-06-24,29322,29578,29834
57,Gabon,2020-06-17,2020-06-24,22,30,38
58,Gambia,2020-06-17,2020-06-24,1,1,1
59,Georgia,2020-06-17,2020-06-24,13,14,15
60,Germany,2020-06-17,2020-06-24,8752,8851,8950
61,Ghana,2020-06-17,2020-06-24,48,66,84
62,Greece,2020-06-17,2020-06-24,183,187,191
63,Guatemala,2020-06-17,2020-06-24,316,432,548
64,Guinea,2020-06-17,2020-06-24,23,26,29
65,Guyana,2020-06-17,2020-06-24,12,12,12
