,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-11-16,2020-11-23,1574,1626,1678
1,Albania,2020-11-16,2020-11-23,571,631,691
2,Algeria,2020-11-16,2020-11-23,2062,2168,2274
3,Andorra,2020-11-16,2020-11-23,75,76,77
4,Angola,2020-11-16,2020-11-23,308,324,340
5,Antigua and Barbuda,2020-11-16,2020-11-23,3,4,5
6,Argentina,2020-11-16,2020-11-23,33907,35727,37547
7,Armenia,2020-11-16,2020-11-23,1580,1788,1996
8,Australia,2020-11-16,2020-11-23,907,907,907
9,Austria,2020-11-16,2020-11-23,1454,1887,2320
10,Azerbaijan,2020-11-16,2020-11-23,852,985,1118
11,Bahamas,2020-11-16,2020-11-23,154,163,172
12,Bahrain,2020-11-16,2020-11-23,329,337,345
13,Bangladesh,2020-11-16,2020-11-23,6092,6215,6338
14,Barbados,2020-11-16,2020-11-23,7,7,7
15,Belarus,2020-11-16,2020-11-23,1011,1053,1095
16,Belgium,2020-11-16,2020-11-23,13216,14616,16016
17,Benin,2020-11-16,2020-11-23,43,43,43
18,Bhutan,2020-11-16,2020-11-23,0,0,0
19,Bolivia,2020-11-16,2020-11-23,8802,8859,8916
20,Bosnia and Herzegovina,2020-11-16,2020-11-23,1583,1973,2363
21,Brazil,2020-11-16,2020-11-23,162628,166014,169400
22,Brunei,2020-11-16,2020-11-23,3,3,3
23,Bulgaria,2020-11-16,2020-11-23,1771,2282,2793
24,Burkina Faso,2020-11-16,2020-11-23,67,68,69
25,Cabo Verde,2020-11-16,2020-11-23,100,103,106
26,Cambodia,2020-11-16,2020-11-23,0,0,0
27,Cameroon,2020-11-16,2020-11-23,433,433,433
28,Canada,2020-11-16,2020-11-23,10620,11075,11530
29,Central African Republic,2020-11-16,2020-11-23,62,63,64
30,Chad,2020-11-16,2020-11-23,99,101,103
31,Chile,2020-11-16,2020-11-23,14588,14863,15138
32,China,2020-11-16,2020-11-23,4741,4742,4743
33,Colombia,2020-11-16,2020-11-23,32974,34223,35472
34,Congo (Brazzaville),2020-11-16,2020-11-23,92,92,92
35,Congo (Kinshasa),2020-11-16,2020-11-23,316,321,326
36,Costa Rica,2020-11-16,2020-11-23,1491,1566,1641
37,Cote d'Ivoire,2020-11-16,2020-11-23,126,128,130
38,Croatia,2020-11-16,2020-11-23,832,1082,1332
39,Diamond Princess,2020-11-16,2020-11-23,13,13,13
40,Cuba,2020-11-16,2020-11-23,130,131,132
41,Cyprus,2020-11-16,2020-11-23,28,40,52
42,Czechia,2020-11-16,2020-11-23,5028,6416,7804
43,Denmark,2020-11-16,2020-11-23,747,764,781
44,Djibouti,2020-11-16,2020-11-23,61,61,61
45,Dominican Republic,2020-11-16,2020-11-23,2267,2286,2305
46,Ecuador,2020-11-16,2020-11-23,12839,13016,13193
47,Egypt,2020-11-16,2020-11-23,6380,6465,6550
48,El Salvador,2020-11-16,2020-11-23,1014,1047,1080
49,Equatorial Guinea,2020-11-16,2020-11-23,85,85,85
50,Eritrea,2020-11-16,2020-11-23,0,0,0
51,Estonia,2020-11-16,2020-11-23,76,81,86
52,Eswatini,2020-11-16,2020-11-23,117,119,121
53,Ethiopia,2020-11-16,2020-11-23,1530,1581,1632
54,Fiji,2020-11-16,2020-11-23,2,2,2
55,Finland,2020-11-16,2020-11-23,363,371,379
56,France,2020-11-16,2020-11-23,41048,45122,49196
57,Gabon,2020-11-16,2020-11-23,57,58,59
58,Gambia,2020-11-16,2020-11-23,122,122,122
59,Georgia,2020-11-16,2020-11-23,499,733,967
60,Germany,2020-11-16,2020-11-23,11408,12833,14258
61,Ghana,2020-11-16,2020-11-23,320,323,326
62,Greece,2020-11-16,2020-11-23,825,1165,1505
63,Guatemala,2020-11-16,2020-11-23,3823,3938,4053
64,Guinea,2020-11-16,2020-11-23,74,75,76
65,Guyana,2020-11-16,2020-11-23,135,139,143
66,Haiti,2020-11-16,2020-11-23,232,232,232
67,Holy See,2020-11-16,2020-11-23,0,0,0
68,Honduras,2020-11-16,2020-11-23,2765,2839,2913
69,Hungary,2020-11-16,2020-11-23,2493,3190,3887
70,Iceland,2020-11-16,2020-11-23,23,25,27
71,India,2020-11-16,2020-11-23,127059,130503,133947
72,Indonesia,2020-11-16,2020-11-23,14689,15296,15903
73,Iran,2020-11-16,2020-11-23,38749,41979,45209
74,Iraq,2020-11-16,2020-11-23,11380,11712,12044
75,Ireland,2020-11-16,2020-11-23,1948,1984,2020
76,Israel,2020-11-16,2020-11-23,2678,2735,2792
77,Italy,2020-11-16,2020-11-23,41750,45733,49716
78,Jamaica,2020-11-16,2020-11-23,221,231,241
79,Japan,2020-11-16,2020-11-23,1834,1883,1932
80,Jordan,2020-11-16,2020-11-23,1295,1843,2391
81,Kazakhstan,2020-11-16,2020-11-23,1857,1899,1941
82,Kenya,2020-11-16,2020-11-23,1130,1287,1444
83,"Korea, South",2020-11-16,2020-11-23,485,494,503
84,Kuwait,2020-11-16,2020-11-23,816,842,868
85,Kyrgyzstan,2020-11-16,2020-11-23,1182,1203,1224
86,Latvia,2020-11-16,2020-11-23,101,126,151
87,Lebanon,2020-11-16,2020-11-23,732,827,922
88,Liberia,2020-11-16,2020-11-23,82,82,82
89,Liechtenstein,2020-11-16,2020-11-23,4,7,10
90,Lithuania,2020-11-16,2020-11-23,210,285,360
91,Luxembourg,2020-11-16,2020-11-23,193,236,279
92,Madagascar,2020-11-16,2020-11-23,249,250,251
93,Malaysia,2020-11-16,2020-11-23,294,313,332
94,Maldives,2020-11-16,2020-11-23,40,44,48
