,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-10-15,2020-10-22,1470,1481,1492
1,Albania,2020-10-15,2020-10-22,411,439,467
2,Algeria,2020-10-15,2020-10-22,1783,1827,1871
3,Andorra,2020-10-15,2020-10-22,54,59,64
4,Angola,2020-10-15,2020-10-22,208,228,248
5,Antigua and Barbuda,2020-10-15,2020-10-22,3,3,3
6,Argentina,2020-10-15,2020-10-22,22710,25342,27974
7,Armenia,2020-10-15,2020-10-22,1004,1046,1088
8,Australia,2020-10-15,2020-10-22,897,904,911
9,Austria,2020-10-15,2020-10-22,838,877,916
10,Azerbaijan,2020-10-15,2020-10-22,603,619,635
11,Bahamas,2020-10-15,2020-10-22,102,112,122
12,Bahrain,2020-10-15,2020-10-22,264,289,314
13,Bangladesh,2020-10-15,2020-10-22,5460,5608,5756
14,Barbados,2020-10-15,2020-10-22,7,7,7
15,Belarus,2020-10-15,2020-10-22,880,916,952
16,Belgium,2020-10-15,2020-10-22,10126,10327,10528
17,Benin,2020-10-15,2020-10-22,41,41,41
18,Bhutan,2020-10-15,2020-10-22,0,0,0
19,Bolivia,2020-10-15,2020-10-22,8228,8407,8586
20,Bosnia and Herzegovina,2020-10-15,2020-10-22,913,972,1031
21,Brazil,2020-10-15,2020-10-22,148957,152460,155963
22,Brunei,2020-10-15,2020-10-22,3,3,3
23,Bulgaria,2020-10-15,2020-10-22,880,944,1008
24,Burkina Faso,2020-10-15,2020-10-22,60,65,70
25,Cabo Verde,2020-10-15,2020-10-22,71,79,87
26,Cambodia,2020-10-15,2020-10-22,0,0,0
27,Cameroon,2020-10-15,2020-10-22,423,423,423
28,Canada,2020-10-15,2020-10-22,9609,9756,9903
29,Central African Republic,2020-10-15,2020-10-22,62,62,62
30,Chad,2020-10-15,2020-10-22,89,92,95
31,Chile,2020-10-15,2020-10-22,13167,13434,13701
32,China,2020-10-15,2020-10-22,4739,4739,4739
33,Colombia,2020-10-15,2020-10-22,27180,28457,29734
34,Congo (Brazzaville),2020-10-15,2020-10-22,89,92,95
35,Congo (Kinshasa),2020-10-15,2020-10-22,276,281,286
36,Costa Rica,2020-10-15,2020-10-22,1040,1159,1278
37,Cote d'Ivoire,2020-10-15,2020-10-22,120,120,120
38,Croatia,2020-10-15,2020-10-22,310,344,378
39,Diamond Princess,2020-10-15,2020-10-22,13,13,13
40,Cuba,2020-10-15,2020-10-22,123,123,123
41,Cyprus,2020-10-15,2020-10-22,24,25,26
42,Czechia,2020-10-15,2020-10-22,869,1230,1591
43,Denmark,2020-10-15,2020-10-22,665,677,689
44,Djibouti,2020-10-15,2020-10-22,61,61,61
45,Dominican Republic,2020-10-15,2020-10-22,2163,2189,2215
46,Ecuador,2020-10-15,2020-10-22,12141,12306,12471
47,Egypt,2020-10-15,2020-10-22,6017,6088,6159
48,El Salvador,2020-10-15,2020-10-22,877,908,939
49,Equatorial Guinea,2020-10-15,2020-10-22,83,83,83
50,Eritrea,2020-10-15,2020-10-22,0,0,0
51,Estonia,2020-10-15,2020-10-22,67,68,69
52,Eswatini,2020-10-15,2020-10-22,113,115,117
53,Ethiopia,2020-10-15,2020-10-22,1262,1325,1388
54,Fiji,2020-10-15,2020-10-22,2,2,2
55,Finland,2020-10-15,2020-10-22,346,350,354
56,France,2020-10-15,2020-10-22,32539,33146,33753
57,Gabon,2020-10-15,2020-10-22,54,54,54
58,Gambia,2020-10-15,2020-10-22,117,118,119
59,Georgia,2020-10-15,2020-10-22,66,113,160
60,Germany,2020-10-15,2020-10-22,9594,9739,9884
61,Ghana,2020-10-15,2020-10-22,306,310,314
62,Greece,2020-10-15,2020-10-22,430,482,534
63,Guatemala,2020-10-15,2020-10-22,3347,3453,3559
64,Guinea,2020-10-15,2020-10-22,68,70,72
65,Guyana,2020-10-15,2020-10-22,98,107,116
66,Haiti,2020-10-15,2020-10-22,230,231,232
67,Holy See,2020-10-15,2020-10-22,0,0,0
68,Honduras,2020-10-15,2020-10-22,2477,2552,2627
69,Hungary,2020-10-15,2020-10-22,898,1052,1206
70,Iceland,2020-10-15,2020-10-22,10,10,10
71,India,2020-10-15,2020-10-22,106490,112161,117832
72,Indonesia,2020-10-15,2020-10-22,11580,12268,12956
73,Iran,2020-10-15,2020-10-22,27888,29605,31322
74,Iraq,2020-10-15,2020-10-22,9683,10086,10489
75,Ireland,2020-10-15,2020-10-22,1817,1838,1859
76,Israel,2020-10-15,2020-10-22,1864,2127,2390
77,Italy,2020-10-15,2020-10-22,36083,36372,36661
78,Jamaica,2020-10-15,2020-10-22,128,160,192
79,Japan,2020-10-15,2020-10-22,1617,1650,1683
80,Jordan,2020-10-15,2020-10-22,144,282,420
81,Kazakhstan,2020-10-15,2020-10-22,1746,1768,1790
82,Kenya,2020-10-15,2020-10-22,751,805,859
83,"Korea, South",2020-10-15,2020-10-22,428,441,454
84,Kuwait,2020-10-15,2020-10-22,642,684,726
85,Kyrgyzstan,2020-10-15,2020-10-22,1073,1099,1125
86,Latvia,2020-10-15,2020-10-22,40,41,42
87,Lebanon,2020-10-15,2020-10-22,439,501,563
88,Liberia,2020-10-15,2020-10-22,82,82,82
89,Liechtenstein,2020-10-15,2020-10-22,1,1,1
90,Lithuania,2020-10-15,2020-10-22,102,110,118
91,Luxembourg,2020-10-15,2020-10-22,129,133,137
92,Madagascar,2020-10-15,2020-10-22,235,237,239
93,Malaysia,2020-10-15,2020-10-22,146,170,194
94,Maldives,2020-10-15,2020-10-22,34,35,36
95,Malta,2020-10-15,2020-10-22,41,45,49
96,Mauritania,2020-10-15,2020-10-22,162,163,164
97,Mauritius,2020-10-15,2020-10-22,10,10,10
98,Mexico,2020-10-15,2020-10-22,83096,85285,87474
99,Moldova,2020-10-15,2020-10-22,1424,1530,1636
100,Monaco,2020-10-15,2020-10-22,2,2,2
101,Mongolia,2020-10-15,2020-10-22,0,0,0
102,Montenegro,2020-10-15,2020-10-22,191,221,251
103,Morocco,2020-10-15,2020-10-22,2486,2772,3058
104,Namibia,2020-10-15,2020-10-22,127,130,133
105,Nepal,2020-10-15,2020-10-22,590,694,798
106,Netherlands,2020-10-15,2020-10-22,6587,6749,6911
107,New Zealand,2020-10-15,2020-10-22,25,25,25
108,Nicaragua,2020-10-15,2020-10-22,153,154,155
109,Niger,2020-10-15,2020-10-22,69,69,69
110,Nigeria,2020-10-15,2020-10-22,1113,1116,1119
111,North Macedonia,2020-10-15,2020-10-22,775,815,855
112,Norway,2020-10-15,2020-10-22,275,278,281
113,Oman,2020-10-15,2020-10-22,1009,1071,1133
114,Pakistan,2020-10-15,2020-10-22,6552,6621,6690
115,Panama,2020-10-15,2020-10-22,2463,2529,2595
116,Papua New Guinea,2020-10-15,2020-10-22,7,7,7
117,Paraguay,2020-10-15,2020-10-22,1012,1150,1288
118,Peru,2020-10-15,2020-10-22,33009,33577,34145
119,Philippines,2020-10-15,2020-10-22,6069,6497,6925
120,Poland,2020-10-15,2020-10-22,2867,3308,3749
121,Portugal,2020-10-15,2020-10-22,2050,2128,2206
122,Qatar,2020-10-15,2020-10-22,218,222,226
123,Romania,2020-10-15,2020-10-22,5247,5674,6101
124,Russia,2020-10-15,2020-10-22,21939,23350,24761
125,Rwanda,2020-10-15,2020-10-22,29,33,37
126,Saint Lucia,2020-10-15,2020-10-22,0,0,0
127,Saint Vincent and the Grenadines,2020-10-15,2020-10-22,0,0,0
128,San Marino,2020-10-15,2020-10-22,42,42,42
129,Saudi Arabia,2020-10-15,2020-10-22,4972,5127,5282
130,Senegal,2020-10-15,2020-10-22,313,316,319
131,Serbia,2020-10-15,2020-10-22,760,770,780
132,Seychelles,2020-10-15,2020-10-22,0,0,0
133,Singapore,2020-10-15,2020-10-22,27,28,29
134,Slovakia,2020-10-15,2020-10-22,57,71,85
135,Slovenia,2020-10-15,2020-10-22,160,176,192
136,Somalia,2020-10-15,2020-10-22,99,99,99
137,South Africa,2020-10-15,2020-10-22,17408,18309,19210
138,Spain,2020-10-15,2020-10-22,32688,33553,34418
139,Sri Lanka,2020-10-15,2020-10-22,13,13,13
140,Sudan,2020-10-15,2020-10-22,836,836,836
141,Suriname,2020-10-15,2020-10-22,106,109,112
142,Sweden,2020-10-15,2020-10-22,5892,5910,5928
143,Switzerland,2020-10-15,2020-10-22,2087,2115,2143
144,Tanzania,2020-10-15,2020-10-22,21,21,21
145,Thailand,2020-10-15,2020-10-22,59,59,59
146,Togo,2020-10-15,2020-10-22,49,51,53
147,Trinidad and Tobago,2020-10-15,2020-10-22,86,93,100
