,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-12-31,2021-01-07,2126,2191,2256
1,Albania,2020-12-31,2021-01-07,1125,1181,1237
2,Algeria,2020-12-31,2021-01-07,2705,2756,2807
3,Andorra,2020-12-31,2021-01-07,83,84,85
4,Angola,2020-12-31,2021-01-07,393,405,417
5,Antigua and Barbuda,2020-12-31,2021-01-07,5,5,5
6,Argentina,2020-12-31,2021-01-07,42314,43245,44176
7,Armenia,2020-12-31,2021-01-07,2714,2823,2932
8,Australia,2020-12-31,2021-01-07,908,909,910
9,Austria,2020-12-31,2021-01-07,5745,6222,6699
10,Azerbaijan,2020-12-31,2021-01-07,2380,2641,2902
11,Bahamas,2020-12-31,2021-01-07,169,170,171
12,Bahrain,2020-12-31,2021-01-07,350,352,354
13,Bangladesh,2020-12-31,2021-01-07,7378,7559,7740
14,Barbados,2020-12-31,2021-01-07,7,7,7
15,Belarus,2020-12-31,2021-01-07,1358,1424,1490
16,Belgium,2020-12-31,2021-01-07,19038,19528,20018
17,Benin,2020-12-31,2021-01-07,44,44,44
18,Bhutan,2020-12-31,2021-01-07,0,0,0
19,Bolivia,2020-12-31,2021-01-07,9076,9165,9254
20,Bosnia and Herzegovina,2020-12-31,2021-01-07,3878,4050,4222
21,Brazil,2020-12-31,2021-01-07,189982,194949,199916
22,Brunei,2020-12-31,2021-01-07,3,3,3
23,Bulgaria,2020-12-31,2021-01-07,7023,7576,8129
24,Burkina Faso,2020-12-31,2021-01-07,77,85,93
25,Cabo Verde,2020-12-31,2021-01-07,112,113,114
26,Cambodia,2020-12-31,2021-01-07,0,0,0
27,Cameroon,2020-12-31,2021-01-07,448,448,448
28,Canada,2020-12-31,2021-01-07,14775,15632,16489
29,Central African Republic,2020-12-31,2021-01-07,63,63,63
30,Chad,2020-12-31,2021-01-07,102,104,106
31,Chile,2020-12-31,2021-01-07,16303,16608,16913
32,China,2020-12-31,2021-01-07,4769,4782,4795
33,Colombia,2020-12-31,2021-01-07,41454,43213,44972
34,Congo (Brazzaville),2020-12-31,2021-01-07,100,108,116
35,Congo (Kinshasa),2020-12-31,2021-01-07,573,591,609
36,Costa Rica,2020-12-31,2021-01-07,2086,2185,2284
37,Cote d'Ivoire,2020-12-31,2021-01-07,133,137,141
38,Croatia,2020-12-31,2021-01-07,3464,3920,4376
39,Diamond Princess,2020-12-31,2021-01-07,13,13,13
40,Cuba,2020-12-31,2021-01-07,139,146,153
41,Cyprus,2020-12-31,2021-01-07,107,119,131
42,Czechia,2020-12-31,2021-01-07,10776,11580,12384
43,Denmark,2020-12-31,2021-01-07,1114,1298,1482
44,Djibouti,2020-12-31,2021-01-07,61,61,61
45,Dominican Republic,2020-12-31,2021-01-07,2404,2414,2424
46,Ecuador,2020-12-31,2021-01-07,13977,14034,14091
47,Egypt,2020-12-31,2021-01-07,7260,7631,8002
48,El Salvador,2020-12-31,2021-01-07,1283,1327,1371
49,Equatorial Guinea,2020-12-31,2021-01-07,85,86,87
50,Eritrea,2020-12-31,2021-01-07,1,1,1
51,Estonia,2020-12-31,2021-01-07,195,229,263
52,Eswatini,2020-12-31,2021-01-07,154,205,256
53,Ethiopia,2020-12-31,2021-01-07,1882,1923,1964
54,Fiji,2020-12-31,2021-01-07,2,2,2
