,Country,start_date,pre_date,b7_truth,start_truth,pre_deaths
0,Afghanistan,2020-06-23,2020-06-30,491,618,745
1,Albania,2020-06-23,2020-06-30,37,45,53
2,Algeria,2020-06-23,2020-06-30,788,861,934
3,Andorra,2020-06-23,2020-06-30,52,52,52
4,Angola,2020-06-23,2020-06-30,6,10,14
5,Antigua and Barbuda,2020-06-23,2020-06-30,3,3,3
6,Argentina,2020-06-23,2020-06-30,878,1078,1278
7,Armenia,2020-06-23,2020-06-30,293,372,451
8,Australia,2020-06-23,2020-06-30,102,103,104
9,Austria,2020-06-23,2020-06-30,681,693,705
10,Azerbaijan,2020-06-23,2020-06-30,126,167,208
11,Bahamas,2020-06-23,2020-06-30,11,11,11
12,Bahrain,2020-06-23,2020-06-30,47,67,87
13,Bangladesh,2020-06-23,2020-06-30,1262,1545,1828
14,Barbados,2020-06-23,2020-06-30,7,7,7
15,Belarus,2020-06-23,2020-06-30,318,357,396
16,Belgium,2020-06-23,2020-06-30,9663,9713,9763
17,Benin,2020-06-23,2020-06-30,9,13,17
18,Bhutan,2020-06-23,2020-06-30,0,0,0
19,Bolivia,2020-06-23,2020-06-30,659,846,1033
20,Bosnia and Herzegovina,2020-06-23,2020-06-30,168,172,176
21,Brazil,2020-06-23,2020-06-30,45241,52645,60049
22,Brunei,2020-06-23,2020-06-30,3,3,3
23,Bulgaria,2020-06-23,2020-06-30,181,208,235
24,Burkina Faso,2020-06-23,2020-06-30,53,53,53
25,Cabo Verde,2020-06-23,2020-06-30,7,8,9
26,Cambodia,2020-06-23,2020-06-30,0,0,0
27,Cameroon,2020-06-23,2020-06-30,276,313,350
28,Canada,2020-06-23,2020-06-30,8271,8512,8753
29,Central African Republic,2020-06-23,2020-06-30,14,37,60
30,Chad,2020-06-23,2020-06-30,74,74,74
31,Chile,2020-06-23,2020-06-30,3383,4505,5627
32,China,2020-06-23,2020-06-30,4638,4640,4642
33,Colombia,2020-06-23,2020-06-30,1808,2524,3240
34,Congo (Brazzaville),2020-06-23,2020-06-30,27,37,47
35,Congo (Kinshasa),2020-06-23,2020-06-30,112,135,158
36,Costa Rica,2020-06-23,2020-06-30,12,12,12
37,Cote d'Ivoire,2020-06-23,2020-06-30,46,58,70
38,Croatia,2020-06-23,2020-06-30,107,107,107
39,Diamond Princess,2020-06-23,2020-06-30,13,13,13
40,Cuba,2020-06-23,2020-06-30,84,85,86
41,Cyprus,2020-06-23,2020-06-30,18,19,20
42,Czechia,2020-06-23,2020-06-30,331,339,347
43,Denmark,2020-06-23,2020-06-30,598,603,608
44,Djibouti,2020-06-23,2020-06-30,43,49,55
45,Dominican Republic,2020-06-23,2020-06-30,615,675,735
