,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2021-02-11,2021-02-18,55231,55420,55609
1,Albania,2021-02-11,2021-02-18,81993,89776,97559
2,Algeria,2021-02-11,2021-02-18,108381,110049,111717
3,Andorra,2021-02-11,2021-02-18,10137,10391,10645
4,Angola,2021-02-11,2021-02-18,19996,20261,20526
5,Antigua and Barbuda,2021-02-11,2021-02-18,268,381,494
6,Argentina,2021-02-11,2021-02-18,1961635,2008345,2055055
7,Armenia,2021-02-11,2021-02-18,167568,168676,169784
8,Australia,2021-02-11,2021-02-18,28842,28887,28932
9,Austria,2021-02-11,2021-02-18,419801,429139,438477
10,Azerbaijan,2021-02-11,2021-02-18,230769,231649,232529
11,Bahamas,2021-02-11,2021-02-18,8247,8311,8375
12,Bahrain,2021-02-11,2021-02-18,105496,110416,115336
13,Bangladesh,2021-02-11,2021-02-18,537030,539531,542032
14,Barbados,2021-02-11,2021-02-18,1641,1904,2167
15,Belarus,2021-02-11,2021-02-18,253413,263551,273689
16,Belgium,2021-02-11,2021-02-18,718847,733100,747353
17,Benin,2021-02-11,2021-02-18,4119,4560,5001
18,Bhutan,2021-02-11,2021-02-18,859,861,863
19,Bolivia,2021-02-11,2021-02-18,224234,233854,243474
20,Bosnia and Herzegovina,2021-02-11,2021-02-18,122828,125123,127418
21,Brazil,2021-02-11,2021-02-18,9396293,9713909,10031525
22,Brunei,2021-02-11,2021-02-18,180,183,186
23,Bulgaria,2021-02-11,2021-02-18,222149,228044,233939
24,Burkina Faso,2021-02-11,2021-02-18,11053,11426,11799
25,Cabo Verde,2021-02-11,2021-02-18,14290,14601,14912
26,Cambodia,2021-02-11,2021-02-18,470,479,488
27,Cameroon,2021-02-11,2021-02-18,30313,31394,32475
28,Canada,2021-02-11,2021-02-18,798394,821932,845470
29,Central African Republic,2021-02-11,2021-02-18,4989,4996,5003
30,Chad,2021-02-11,2021-02-18,3433,3581,3729
31,Chile,2021-02-11,2021-02-18,740237,764307,788377
32,China,2021-02-11,2021-02-18,100268,100527,100786
33,Colombia,2021-02-11,2021-02-18,2135412,2179641,2223870
34,Congo (Brazzaville),2021-02-11,2021-02-18,8060,8354,8648
35,Congo (Kinshasa),2021-02-11,2021-02-18,23222,24026,24830
36,Costa Rica,2021-02-11,2021-02-18,195992,198756,201520
37,Cote d'Ivoire,2021-02-11,2021-02-18,29102,30526,31950
38,Croatia,2021-02-11,2021-02-18,234153,236709,239265
39,Diamond Princess,2021-02-11,2021-02-18,712,712,712
40,Cuba,2021-02-11,2021-02-18,30345,35772,41199
41,Cyprus,2021-02-11,2021-02-18,31379,32175,32971
42,Czechia,2021-02-11,2021-02-18,1013352,1064952,1116552
43,Denmark,2021-02-11,2021-02-18,201020,204052,207084
44,Djibouti,2021-02-11,2021-02-18,5936,5966,5996
45,Dominican Republic,2021-02-11,2021-02-18,218948,226714,234480
46,Ecuador,2021-02-11,2021-02-18,253339,262213,271087
47,Egypt,2021-02-11,2021-02-18,168057,171993,175929
48,El Salvador,2021-02-11,2021-02-18,55821,56653,57485
49,Equatorial Guinea,2021-02-11,2021-02-18,5534,5663,5792
50,Eritrea,2021-02-11,2021-02-18,2309,2429,2549
51,Estonia,2021-02-11,2021-02-18,46334,50280,54226
52,Eswatini,2021-02-11,2021-02-18,16045,16396,16747
53,Ethiopia,2021-02-11,2021-02-18,140157,144862,149567
54,Fiji,2021-02-11,2021-02-18,56,56,56
55,Finland,2021-02-11,2021-02-18,46493,49165,51837
56,France,2021-02-11,2021-02-18,3310071,3465964,3621857
57,Gabon,2021-02-11,2021-02-18,11129,12171,13213
58,Gambia,2021-02-11,2021-02-18,4184,4302,4420
59,Georgia,2021-02-11,2021-02-18,260480,264158,267836
60,Germany,2021-02-11,2021-02-18,2265536,2321225,2376914
61,Ghana,2021-02-11,2021-02-18,69255,73557,77859
62,Greece,2021-02-11,2021-02-18,160935,168872,176809
63,Guatemala,2021-02-11,2021-02-18,161665,165532,169399
64,Guinea,2021-02-11,2021-02-18,14629,14860,15091
65,Guyana,2021-02-11,2021-02-18,7780,8135,8490
66,Haiti,2021-02-11,2021-02-18,11692,11991,12290
67,Holy See,2021-02-11,2021-02-18,27,27,27
68,Honduras,2021-02-11,2021-02-18,152225,158355,164485
69,Hungary,2021-02-11,2021-02-18,371988,381875,391762
70,Iceland,2021-02-11,2021-02-18,6016,6026,6036
71,India,2021-02-11,2021-02-18,10802591,10880603,10958615
72,Indonesia,2021-02-11,2021-02-18,1123105,1191990,1260875
73,Iran,2021-02-11,2021-02-18,1445326,1496455,1547584
74,Iraq,2021-02-11,2021-02-18,624222,636908,649594
75,Ireland,2021-02-11,2021-02-18,200744,206801,212858
76,Israel,2021-02-11,2021-02-18,675618,714812,754006
77,Italy,2021-02-11,2021-02-18,2597446,2683403,2769360
78,Jamaica,2021-02-11,2021-02-18,16250,18237,20224
79,Japan,2021-02-11,2021-02-18,399492,412125,424758
80,Jordan,2021-02-11,2021-02-18,331768,341984,352200
81,Kazakhstan,2021-02-11,2021-02-18,240983,248566,256149
82,Kenya,2021-02-11,2021-02-18,101339,102353,103367
83,"Korea, South",2021-02-11,2021-02-18,80131,82837,85543
84,Kuwait,2021-02-11,2021-02-18,168250,175031,181812
85,Kyrgyzstan,2021-02-11,2021-02-18,84920,85328,85736
86,Latvia,2021-02-11,2021-02-18,69400,74701,80002
87,Lebanon,2021-02-11,2021-02-18,312269,331159,350049
88,Liberia,2021-02-11,2021-02-18,1945,1956,1967
89,Liechtenstein,2021-02-11,2021-02-18,2513,2534,2555
90,Lithuania,2021-02-11,2021-02-18,184948,187991,191034
91,Luxembourg,2021-02-11,2021-02-18,51330,52392,53454
92,Madagascar,2021-02-11,2021-02-18,19065,19360,19655
93,Malaysia,2021-02-11,2021-02-18,231483,254988,278493
94,Maldives,2021-02-11,2021-02-18,16410,17387,18364
95,Malta,2021-02-11,2021-02-18,18385,19333,20281
96,Mauritania,2021-02-11,2021-02-18,16740,16925,17110
97,Mauritius,2021-02-11,2021-02-18,584,595,606
98,Mexico,2021-02-11,2021-02-18,1886245,1968566,2050887
99,Moldova,2021-02-11,2021-02-18,162624,167546,172468
100,Monaco,2021-02-11,2021-02-18,1596,1735,1874
101,Mongolia,2021-02-11,2021-02-18,1928,2247,2566
102,Montenegro,2021-02-11,2021-02-18,63633,67441,71249
103,Morocco,2021-02-11,2021-02-18,473667,477160,480653
104,Namibia,2021-02-11,2021-02-18,34519,35353,36187
105,Nepal,2021-02-11,2021-02-18,271602,272430,273258
106,Netherlands,2021-02-11,2021-02-18,1007268,1031454,1055640
107,New Zealand,2021-02-11,2021-02-18,2315,2326,2337
108,Nicaragua,2021-02-11,2021-02-18,6299,6347,6395
109,Niger,2021-02-11,2021-02-18,4575,4665,4755
110,Nigeria,2021-02-11,2021-02-18,136030,143516,151002
111,North Macedonia,2021-02-11,2021-02-18,93882,96152,98422
112,Norway,2021-02-11,2021-02-18,64212,65811,67410
113,Oman,2021-02-11,2021-02-18,135041,136622,138203
114,Pakistan,2021-02-11,2021-02-18,551842,560363,568884
115,Panama,2021-02-11,2021-02-18,324489,330075,335661
116,Papua New Guinea,2021-02-11,2021-02-18,867,914,961
117,Paraguay,2021-02-11,2021-02-18,136023,141775,147527
118,Peru,2021-02-11,2021-02-18,1158337,1203502,1248667
119,Philippines,2021-02-11,2021-02-18,531699,543282,554865
120,Poland,2021-02-11,2021-02-18,1533511,1570658,1607805
121,Portugal,2021-02-11,2021-02-18,748858,778369,807880
122,Qatar,2021-02-11,2021-02-18,152898,155901,158904
123,Romania,2021-02-11,2021-02-18,738152,755126,772100
124,Russia,2021-02-11,2021-02-18,3874830,3983031,4091232
125,Rwanda,2021-02-11,2021-02-18,15988,17068,18148
126,Saint Lucia,2021-02-11,2021-02-18,1556,2415,3274
127,Saint Vincent and the Grenadines,2021-02-11,2021-02-18,1067,1370,1673
128,San Marino,2021-02-11,2021-02-18,3111,3247,3383
129,Saudi Arabia,2021-02-11,2021-02-18,369248,371720,374192
130,Senegal,2021-02-11,2021-02-18,27733,29914,32095
131,Serbia,2021-02-11,2021-02-18,402700,415943,429186
132,Seychelles,2021-02-11,2021-02-18,1289,1768,2247
133,Singapore,2021-02-11,2021-02-18,59624,59759,59894
134,Slovakia,2021-02-11,2021-02-18,256903,271473,286043
135,Slovenia,2021-02-11,2021-02-18,171340,177140,182940
136,Somalia,2021-02-11,2021-02-18,4814,5013,5212
137,South Africa,2021-02-11,2021-02-18,1466767,1484900,1503033
138,Spain,2021-02-11,2021-02-18,2913425,3041454,3169483
139,Sri Lanka,2021-02-11,2021-02-18,67115,73116,79117
140,Sudan,2021-02-11,2021-02-18,29577,29933,30289
141,Suriname,2021-02-11,2021-02-18,8595,8765,8935
142,Sweden,2021-02-11,2021-02-18,584674,604577,624480
143,Switzerland,2021-02-11,2021-02-18,530289,539474,548659
144,Tanzania,2021-02-11,2021-02-18,509,509,509
145,Thailand,2021-02-11,2021-02-18,22058,24279,26500
146,Togo,2021-02-11,2021-02-18,5290,5687,6084
147,Trinidad and Tobago,2021-02-11,2021-02-18,7607,7632,7657
148,Tunisia,2021-02-11,2021-02-18,213949,220478,227007
149,Turkey,2021-02-11,2021-02-18,2508988,2564427,2619866
150,Uganda,2021-02-11,2021-02-18,39735,39942,40149
151,Ukraine,2021-02-11,2021-02-18,1275334,1302811,1330288
152,United Arab Emirates,2021-02-11,2021-02-18,316875,339667,362459
153,United Kingdom,2021-02-11,2021-02-18,3903706,4010376,4117046
154,Uruguay,2021-02-11,2021-02-18,43804,47254,50704
155,US,2021-02-11,2021-02-18,26602398,27392512,28182626
156,Uzbekistan,2021-02-11,2021-02-18,78916,79303,79690
157,Venezuela,2021-02-11,2021-02-18,128775,131828,134881
158,Vietnam,2021-02-11,2021-02-18,1957,2140,2323
159,Zambia,2021-02-11,2021-02-18,59003,66598,74193
160,Zimbabwe,2021-02-11,2021-02-18,34171,34864,35557
161,Dominica,2021-02-11,2021-02-18,121,121,121
162,Grenada,2021-02-11,2021-02-18,148,148,148
163,Mozambique,2021-02-11,2021-02-18,42488,47790,53092
164,Syria,2021-02-11,2021-02-18,14267,14724,15181
165,Timor-Leste,2021-02-11,2021-02-18,80,100,120
166,Belize,2021-02-11,2021-02-18,12008,12114,12220
167,Laos,2021-02-11,2021-02-18,45,45,45
168,Libya,2021-02-11,2021-02-18,122013,126361,130709
169,West Bank and Gaza,2021-02-11,2021-02-18,161087,165535,169983
170,Guinea-Bissau,2021-02-11,2021-02-18,2662,2848,3034
171,Mali,2021-02-11,2021-02-18,8130,8218,8306
172,Saint Kitts and Nevis,2021-02-11,2021-02-18,39,40,41
173,Kosovo,2021-02-11,2021-02-18,61404,63089,64774
174,Burma,2021-02-11,2021-02-18,141104,141522,141940
175,MS Zaandam,2021-02-11,2021-02-18,9,9,9
176,Botswana,2021-02-11,2021-02-18,23503,24926,26349
177,Burundi,2021-02-11,2021-02-18,1686,1771,1856
178,Sierra Leone,2021-02-11,2021-02-18,3728,3813,3898
179,Malawi,2021-02-11,2021-02-18,25884,28270,30656
180,South Sudan,2021-02-11,2021-02-18,4267,4960,5653
181,Western Sahara,2021-02-11,2021-02-18,0,0,0
182,Sao Tome and Principe,2021-02-11,2021-02-18,1298,1431,1564
183,Yemen,2021-02-11,2021-02-18,2122,2134,2146
