,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-12-07,2020-12-14,46274,47516,48758
1,Albania,2020-12-07,2020-12-14,38182,43683,49184
2,Algeria,2020-12-07,2020-12-14,83199,88825,94451
3,Andorra,2020-12-07,2020-12-14,6745,7084,7423
4,Angola,2020-12-07,2020-12-14,15139,15648,16157
5,Antigua and Barbuda,2020-12-07,2020-12-14,141,146,151
6,Argentina,2020-12-07,2020-12-14,1424533,1466309,1508085
7,Armenia,2020-12-07,2020-12-14,135124,142344,149564
8,Australia,2020-12-07,2020-12-14,27912,27987,28062
9,Austria,2020-12-07,2020-12-14,282456,305693,328930
10,Azerbaijan,2020-12-07,2020-12-14,121176,149765,178354
11,Bahamas,2020-12-07,2020-12-14,7541,7579,7617
12,Bahrain,2020-12-07,2020-12-14,86956,88111,89266
13,Bangladesh,2020-12-07,2020-12-14,464932,479743,494554
14,Barbados,2020-12-07,2020-12-14,276,287,298
15,Belarus,2020-12-07,2020-12-14,136647,148953,161259
16,Belgium,2020-12-07,2020-12-14,577345,592615,607885
17,Benin,2020-12-07,2020-12-14,3015,3073,3131
18,Bhutan,2020-12-07,2020-12-14,410,432,454
19,Bolivia,2020-12-07,2020-12-14,144708,145657,146606
20,Bosnia and Herzegovina,2020-12-07,2020-12-14,87901,94944,101987
21,Brazil,2020-12-07,2020-12-14,6335878,6623911,6911944
22,Brunei,2020-12-07,2020-12-14,150,151,152
23,Bulgaria,2020-12-07,2020-12-14,145300,164185,183070
24,Burkina Faso,2020-12-07,2020-12-14,2886,3315,3744
25,Cabo Verde,2020-12-07,2020-12-14,10761,11098,11435
26,Cambodia,2020-12-07,2020-12-14,326,350,374
27,Cameroon,2020-12-07,2020-12-14,24445,24752,25059
28,Canada,2020-12-07,2020-12-14,381557,426572,471587
29,Central African Republic,2020-12-07,2020-12-14,4913,4922,4931
30,Chad,2020-12-07,2020-12-14,1688,1728,1768
31,Chile,2020-12-07,2020-12-14,551743,562142,572541
32,China,2020-12-07,2020-12-14,92902,93670,94438
33,Colombia,2020-12-07,2020-12-14,1316806,1377100,1437394
34,Congo (Brazzaville),2020-12-07,2020-12-14,5774,5774,5774
35,Congo (Kinshasa),2020-12-07,2020-12-14,12772,13595,14418
36,Costa Rica,2020-12-07,2020-12-14,139638,146421,153204
37,Cote d'Ivoire,2020-12-07,2020-12-14,21331,21507,21683
38,Croatia,2020-12-07,2020-12-14,128442,152239,176036
39,Diamond Princess,2020-12-07,2020-12-14,712,712,712
40,Cuba,2020-12-07,2020-12-14,8284,8906,9528
41,Cyprus,2020-12-07,2020-12-14,10565,12867,15169
42,Czechia,2020-12-07,2020-12-14,523298,546833,570368
43,Denmark,2020-12-07,2020-12-14,81002,93177,105352
44,Djibouti,2020-12-07,2020-12-14,5679,5708,5737
45,Dominican Republic,2020-12-07,2020-12-14,143988,149138,154288
46,Ecuador,2020-12-07,2020-12-14,192685,198244,203803
47,Egypt,2020-12-07,2020-12-14,115911,118847,121783
48,El Salvador,2020-12-07,2020-12-14,38405,40345,42285
49,Equatorial Guinea,2020-12-07,2020-12-14,5153,5166,5179
50,Eritrea,2020-12-07,2020-12-14,577,649,721
51,Estonia,2020-12-07,2020-12-14,12308,15226,18144
52,Eswatini,2020-12-07,2020-12-14,6419,6529,6639
53,Ethiopia,2020-12-07,2020-12-14,110074,113735,117396
54,Fiji,2020-12-07,2020-12-14,42,44,46
55,Finland,2020-12-07,2020-12-14,24912,27881,30850
56,France,2020-12-07,2020-12-14,2274902,2349059,2423216
57,Gabon,2020-12-07,2020-12-14,9214,9278,9342
58,Gambia,2020-12-07,2020-12-14,3742,3770,3798
59,Georgia,2020-12-07,2020-12-14,135584,164976,194368
60,Germany,2020-12-07,2020-12-14,1069912,1200006,1330100
61,Ghana,2020-12-07,2020-12-14,51667,52274,52881
62,Greece,2020-12-07,2020-12-14,105271,116721,128171
63,Guatemala,2020-12-07,2020-12-14,122062,125674,129286
64,Guinea,2020-12-07,2020-12-14,13119,13264,13409
65,Guyana,2020-12-07,2020-12-14,5406,5697,5988
66,Haiti,2020-12-07,2020-12-14,9294,9399,9504
67,Holy See,2020-12-07,2020-12-14,27,27,27
68,Honduras,2020-12-07,2020-12-14,108253,111023,113793
69,Hungary,2020-12-07,2020-12-14,217122,254148,291174
70,Iceland,2020-12-07,2020-12-14,5392,5496,5600
71,India,2020-12-07,2020-12-14,9462809,9703770,9944731
72,Indonesia,2020-12-07,2020-12-14,538883,581550,624217
73,Iran,2020-12-07,2020-12-14,962070,1051374,1140678
74,Iraq,2020-12-07,2020-12-14,552549,566015,579481
75,Ireland,2020-12-07,2020-12-14,72544,74468,76392
76,Israel,2020-12-07,2020-12-14,337191,346797,356403
77,Italy,2020-12-07,2020-12-14,1601554,1742557,1883560
78,Jamaica,2020-12-07,2020-12-14,10763,11184,11605
79,Japan,2020-12-07,2020-12-14,148962,164434,179906
80,Jordan,2020-12-07,2020-12-14,219430,244069,268708
81,Kazakhstan,2020-12-07,2020-12-14,174563,180777,186991
82,Kenya,2020-12-07,2020-12-14,83618,88579,93540
83,"Korea, South",2020-12-07,2020-12-14,34652,38755,42858
84,Kuwait,2020-12-07,2020-12-14,142635,144599,146563
85,Kyrgyzstan,2020-12-07,2020-12-14,73178,75395,77612
86,Latvia,2020-12-07,2020-12-14,17075,21520,25965
87,Lebanon,2020-12-07,2020-12-14,127944,138096,148248
88,Liberia,2020-12-07,2020-12-14,1595,1676,1757
89,Liechtenstein,2020-12-07,2020-12-14,1270,1397,1524
90,Lithuania,2020-12-07,2020-12-14,61325,76036,90747
91,Luxembourg,2020-12-07,2020-12-14,34678,38476,42274
92,Madagascar,2020-12-07,2020-12-14,17341,17513,17685
93,Malaysia,2020-12-07,2020-12-14,65697,74294,82891
94,Maldives,2020-12-07,2020-12-14,13011,13213,13415
95,Malta,2020-12-07,2020-12-14,9873,10659,11445
96,Mauritania,2020-12-07,2020-12-14,8601,9679,10757
97,Mauritius,2020-12-07,2020-12-14,504,511,518
