,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-08-17,2020-08-24,37162,37599,38036
1,Albania,2020-08-17,2020-08-24,6536,7499,8462
2,Algeria,2020-08-17,2020-08-24,35712,39025,42338
3,Andorra,2020-08-17,2020-08-24,963,1005,1047
4,Angola,2020-08-17,2020-08-24,1679,1935,2191
5,Antigua and Barbuda,2020-08-17,2020-08-24,92,93,94
6,Argentina,2020-08-17,2020-08-24,253868,299126,344384
7,Armenia,2020-08-17,2020-08-24,40433,41701,42969
8,Australia,2020-08-17,2020-08-24,21713,23773,25833
9,Austria,2020-08-17,2020-08-24,22106,23534,24962
10,Azerbaijan,2020-08-17,2020-08-24,33647,34343,35039
11,Bahamas,2020-08-17,2020-08-24,945,1329,1713
12,Bahrain,2020-08-17,2020-08-24,44397,47185,49973
13,Bangladesh,2020-08-17,2020-08-24,260507,279144,297781
14,Barbados,2020-08-17,2020-08-24,142,152,162
15,Belarus,2020-08-17,2020-08-24,68947,69589,70231
16,Belgium,2020-08-17,2020-08-24,74620,78534,82448
17,Benin,2020-08-17,2020-08-24,1936,2063,2190
18,Bhutan,2020-08-17,2020-08-24,110,141,172
19,Bolivia,2020-08-17,2020-08-24,91635,101223,110811
20,Bosnia and Herzegovina,2020-08-17,2020-08-24,14498,16111,17724
21,Brazil,2020-08-17,2020-08-24,3057470,3359570,3661670
22,Brunei,2020-08-17,2020-08-24,142,142,142
23,Bulgaria,2020-08-17,2020-08-24,13512,14500,15488
24,Burkina Faso,2020-08-17,2020-08-24,1204,1280,1356
25,Cabo Verde,2020-08-17,2020-08-24,2883,3203,3523
26,Cambodia,2020-08-17,2020-08-24,251,273,295
27,Cameroon,2020-08-17,2020-08-24,18042,18582,19122
28,Canada,2020-08-17,2020-08-24,122053,124218,126383
29,Central African Republic,2020-08-17,2020-08-24,4641,4667,4693
30,Chad,2020-08-17,2020-08-24,945,959,973
31,Chile,2020-08-17,2020-08-24,375044,387502,399960
32,China,2020-08-17,2020-08-24,88906,89441,89976
33,Colombia,2020-08-17,2020-08-24,397623,476660,555697
34,Congo (Brazzaville),2020-08-17,2020-08-24,3664,3831,3998
35,Congo (Kinshasa),2020-08-17,2020-08-24,9489,9706,9923
36,Costa Rica,2020-08-17,2020-08-24,23872,29084,34296
37,Cote d'Ivoire,2020-08-17,2020-08-24,16798,17107,17416
