,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-09-19,2020-09-26,38641,38919,39197
1,Albania,2020-09-19,2020-09-26,11185,12226,13267
2,Algeria,2020-09-19,2020-09-26,48007,49623,51239
3,Andorra,2020-09-19,2020-09-26,1344,1564,1784
4,Angola,2020-09-19,2020-09-26,3335,3901,4467
5,Antigua and Barbuda,2020-09-19,2020-09-26,95,96,97
6,Argentina,2020-09-19,2020-09-26,546481,622934,699387
7,Armenia,2020-09-19,2020-09-26,45675,47154,48633
8,Australia,2020-09-19,2020-09-26,26651,26898,27145
9,Austria,2020-09-19,2020-09-26,32696,37474,42252
10,Azerbaijan,2020-09-19,2020-09-26,38172,39042,39912
11,Bahamas,2020-09-19,2020-09-26,2928,3214,3500
12,Bahrain,2020-09-19,2020-09-26,59586,64499,69412
13,Bangladesh,2020-09-19,2020-09-26,336044,347372,358700
14,Barbados,2020-09-19,2020-09-26,180,185,190
15,Belarus,2020-09-19,2020-09-26,73975,75461,76947
16,Belgium,2020-09-19,2020-09-26,92478,100748,109018
17,Benin,2020-09-19,2020-09-26,2242,2280,2318
18,Bhutan,2020-09-19,2020-09-26,244,259,274
19,Bolivia,2020-09-19,2020-09-26,125982,130470,134958
20,Bosnia and Herzegovina,2020-09-19,2020-09-26,23138,25217,27296
21,Brazil,2020-09-19,2020-09-26,4315687,4528240,4740793
22,Brunei,2020-09-19,2020-09-26,145,145,145
23,Bulgaria,2020-09-19,2020-09-26,17891,18819,19747
24,Burkina Faso,2020-09-19,2020-09-26,1514,1816,2118
25,Cabo Verde,2020-09-19,2020-09-26,4711,5186,5661
26,Cambodia,2020-09-19,2020-09-26,275,275,275
27,Cameroon,2020-09-19,2020-09-26,20009,20431,20853
28,Canada,2020-09-19,2020-09-26,138164,144607,151050
29,Central African Republic,2020-09-19,2020-09-26,4749,4786,4823
30,Chad,2020-09-19,2020-09-26,1083,1149,1215
31,Chile,2020-09-19,2020-09-26,432666,444674,456682
32,China,2020-09-19,2020-09-26,90168,90334,90500
