,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-05-31,2020-06-07,10582,15205,19828
1,Albania,2020-05-31,2020-06-07,998,1137,1276
2,Algeria,2020-05-31,2020-06-07,8306,9394,10482
3,Andorra,2020-05-31,2020-06-07,762,764,766
4,Angola,2020-05-31,2020-06-07,69,86,103
5,Antigua and Barbuda,2020-05-31,2020-06-07,25,26,27
6,Argentina,2020-05-31,2020-06-07,12076,16851,21626
7,Armenia,2020-05-31,2020-06-07,6661,9282,11903
8,Australia,2020-05-31,2020-06-07,7114,7202,7290
9,Austria,2020-05-31,2020-06-07,16503,16731,16959
10,Azerbaijan,2020-05-31,2020-06-07,4122,5494,6866
11,Bahamas,2020-05-31,2020-06-07,100,102,104
12,Bahrain,2020-05-31,2020-06-07,9138,11398,13658
13,Bangladesh,2020-05-31,2020-06-07,33610,47153,60696
14,Barbados,2020-05-31,2020-06-07,92,92,92
15,Belarus,2020-05-31,2020-06-07,36198,42556,48914
16,Belgium,2020-05-31,2020-06-07,57092,58381,59670
17,Benin,2020-05-31,2020-06-07,191,232,273
18,Bhutan,2020-05-31,2020-06-07,24,43,62
19,Bolivia,2020-05-31,2020-06-07,6263,9982,13701
20,Bosnia and Herzegovina,2020-05-31,2020-06-07,2401,2510,2619
21,Brazil,2020-05-31,2020-06-07,363211,514849,666487
22,Brunei,2020-05-31,2020-06-07,141,141,141
23,Bulgaria,2020-05-31,2020-06-07,2427,2513,2599
24,Burkina Faso,2020-05-31,2020-06-07,814,847,880
25,Cabo Verde,2020-05-31,2020-06-07,380,435,490
26,Cambodia,2020-05-31,2020-06-07,124,125,126
27,Cameroon,2020-05-31,2020-06-07,4890,5904,6918
28,Canada,2020-05-31,2020-06-07,86106,92479,98852
29,Central African Republic,2020-05-31,2020-06-07,604,1011,1418
30,Chad,2020-05-31,2020-06-07,675,778,881
31,Chile,2020-05-31,2020-06-07,69102,99688,130274
32,China,2020-05-31,2020-06-07,84095,84146,84197
33,Colombia,2020-05-31,2020-06-07,21175,27219,33263
34,Congo (Brazzaville),2020-05-31,2020-06-07,487,611,735
35,Congo (Kinshasa),2020-05-31,2020-06-07,2141,3070,3999
36,Costa Rica,2020-05-31,2020-06-07,930,1056,1182
37,Cote d'Ivoire,2020-05-31,2020-06-07,2376,2833,3290
38,Croatia,2020-05-31,2020-06-07,2244,2246,2248
39,Diamond Princess,2020-05-31,2020-06-07,712,712,712
40,Cuba,2020-05-31,2020-06-07,1941,2045,2149
41,Cyprus,2020-05-31,2020-06-07,935,944,953
42,Czechia,2020-05-31,2020-06-07,8955,9268,9581
43,Denmark,2020-05-31,2020-06-07,11559,11869,12179
44,Djibouti,2020-05-31,2020-06-07,2270,3354,4438
45,Dominican Republic,2020-05-31,2020-06-07,14801,17285,19769
46,Ecuador,2020-05-31,2020-06-07,36756,39098,41440
47,Egypt,2020-05-31,2020-06-07,17265,24985,32705
48,El Salvador,2020-05-31,2020-06-07,1915,2517,3119
49,Equatorial Guinea,2020-05-31,2020-06-07,960,1306,1652
50,Eritrea,2020-05-31,2020-06-07,39,39,39
51,Estonia,2020-05-31,2020-06-07,1823,1869,1915
52,Eswatini,2020-05-31,2020-06-07,250,285,320
53,Ethiopia,2020-05-31,2020-06-07,582,1172,1762
54,Fiji,2020-05-31,2020-06-07,18,18,18
55,Finland,2020-05-31,2020-06-07,6579,6859,7139
56,France,2020-05-31,2020-06-07,182709,189009,195309
57,Gabon,2020-05-31,2020-06-07,1934,2655,3376
58,Gambia,2020-05-31,2020-06-07,25,25,25
59,Georgia,2020-05-31,2020-06-07,730,783,836
60,Germany,2020-05-31,2020-06-07,180328,183410,186492
61,Ghana,2020-05-31,2020-06-07,6683,8070,9457
62,Greece,2020-05-31,2020-06-07,2878,2917,2956
63,Guatemala,2020-05-31,2020-06-07,3424,5087,6750
64,Guinea,2020-05-31,2020-06-07,3275,3706,4137
65,Guyana,2020-05-31,2020-06-07,135,153,171
66,Haiti,2020-05-31,2020-06-07,865,2124,3383
67,Holy See,2020-05-31,2020-06-07,12,12,12
68,Honduras,2020-05-31,2020-06-07,3950,5202,6454
69,Hungary,2020-05-31,2020-06-07,3741,3876,4011
70,Iceland,2020-05-31,2020-06-07,1804,1806,1808
71,India,2020-05-31,2020-06-07,138536,190609,242682
72,Indonesia,2020-05-31,2020-06-07,22271,26473,30675
73,Iran,2020-05-31,2020-06-07,135701,151466,167231
74,Iraq,2020-05-31,2020-06-07,4469,6439,8409
75,Ireland,2020-05-31,2020-06-07,24639,24990,25341
76,Israel,2020-05-31,2020-06-07,16717,17071,17425
77,Italy,2020-05-31,2020-06-07,229858,232997,236136
78,Jamaica,2020-05-31,2020-06-07,552,586,620
79,Japan,2020-05-31,2020-06-07,16550,16751,16952
80,Jordan,2020-05-31,2020-06-07,708,739,770
81,Kazakhstan,2020-05-31,2020-06-07,8531,10858,13185
82,Kenya,2020-05-31,2020-06-07,1214,1962,2710
83,"Korea, South",2020-05-31,2020-06-07,11206,11503,11800
84,Kuwait,2020-05-31,2020-06-07,21302,27043,32784
85,Kyrgyzstan,2020-05-31,2020-06-07,1403,1748,2093
86,Latvia,2020-05-31,2020-06-07,1047,1066,1085
87,Lebanon,2020-05-31,2020-06-07,1114,1220,1326
88,Liberia,2020-05-31,2020-06-07,265,288,311
89,Liechtenstein,2020-05-31,2020-06-07,82,82,82
90,Lithuania,2020-05-31,2020-06-07,1623,1675,1727
91,Luxembourg,2020-05-31,2020-06-07,3992,4018,4044
92,Madagascar,2020-05-31,2020-06-07,527,771,1015
93,Malaysia,2020-05-31,2020-06-07,7245,7819,8393
94,Maldives,2020-05-31,2020-06-07,1371,1773,2175
95,Malta,2020-05-31,2020-06-07,610,618,626
96,Mauritania,2020-05-31,2020-06-07,237,530,823
97,Mauritius,2020-05-31,2020-06-07,334,335,336
98,Mexico,2020-05-31,2020-06-07,68620,90664,112708
99,Moldova,2020-05-31,2020-06-07,7093,8251,9409
100,Monaco,2020-05-31,2020-06-07,98,99,100
101,Mongolia,2020-05-31,2020-06-07,141,179,217
102,Montenegro,2020-05-31,2020-06-07,324,324,324
103,Morocco,2020-05-31,2020-06-07,7433,7807,8181
104,Namibia,2020-05-31,2020-06-07,21,24,27
105,Nepal,2020-05-31,2020-06-07,603,1572,2541
106,Netherlands,2020-05-31,2020-06-07,45437,46645,47853
107,New Zealand,2020-05-31,2020-06-07,1504,1504,1504
108,Nicaragua,2020-05-31,2020-06-07,279,759,1239
109,Niger,2020-05-31,2020-06-07,945,958,971
