,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2021-01-06,2021-01-13,51405,53105,54805
1,Albania,2021-01-06,2021-01-13,57727,61008,64289
2,Algeria,2021-01-06,2021-01-13,99311,101120,102929
3,Andorra,2021-01-06,2021-01-13,7983,8348,8713
4,Angola,2021-01-06,2021-01-13,17433,17864,18295
5,Antigua and Barbuda,2021-01-06,2021-01-13,158,163,168
6,Argentina,2021-01-06,2021-01-13,1613928,1676171,1738414
7,Armenia,2021-01-06,2021-01-13,158878,160853,162828
8,Australia,2021-01-06,2021-01-13,28405,28546,28687
9,Austria,2021-01-06,2021-01-13,357902,372190,386478
10,Azerbaijan,2021-01-06,2021-01-13,217636,222200,226764
11,Bahamas,2021-01-06,2021-01-13,7857,7945,8033
12,Bahrain,2021-01-06,2021-01-13,92425,94284,96143
13,Bangladesh,2021-01-06,2021-01-13,512496,518898,525300
14,Barbados,2021-01-06,2021-01-13,372,743,1114
15,Belarus,2021-01-06,2021-01-13,192361,204958,217555
16,Belgium,2021-01-06,2021-01-13,644242,655732,667222
17,Benin,2021-01-06,2021-01-13,3251,3304,3357
18,Bhutan,2021-01-06,2021-01-13,655,755,855
19,Bolivia,2021-01-06,2021-01-13,158372,166981,175590
20,Bosnia and Herzegovina,2021-01-06,2021-01-13,110985,113392,115799
21,Brazil,2021-01-06,2021-01-13,7619200,7873830,8128460
22,Brunei,2021-01-06,2021-01-13,157,172,187
23,Bulgaria,2021-01-06,2021-01-13,201220,206392,211564
24,Burkina Faso,2021-01-06,2021-01-13,6631,7563,8495
25,Cabo Verde,2021-01-06,2021-01-13,11793,12052,12311
26,Cambodia,2021-01-06,2021-01-13,366,385,404
27,Cameroon,2021-01-06,2021-01-13,26277,26848,27419
28,Canada,2021-01-06,2021-01-13,577266,631466,685666
29,Central African Republic,2021-01-06,2021-01-13,4963,4963,4963
30,Chad,2021-01-06,2021-01-13,2077,2328,2579
31,Chile,2021-01-06,2021-01-13,606950,625483,644016
32,China,2021-01-06,2021-01-13,95876,96398,96920
33,Colombia,2021-01-06,2021-01-13,1626461,1719771,1813081
34,Congo (Brazzaville),2021-01-06,2021-01-13,6908,7127,7346
35,Congo (Kinshasa),2021-01-06,2021-01-13,17376,18487,19598
36,Costa Rica,2021-01-06,2021-01-13,168114,175038,181962
