,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-05-22,2020-05-29,6053,9216,12379
1,Albania,2020-05-22,2020-05-29,916,981,1046
2,Algeria,2020-05-22,2020-05-29,6629,7918,9207
3,Andorra,2020-05-22,2020-05-29,761,762,763
4,Angola,2020-05-22,2020-05-29,48,60,72
5,Antigua and Barbuda,2020-05-22,2020-05-29,25,25,25
6,Argentina,2020-05-22,2020-05-29,7479,10649,13819
7,Armenia,2020-05-22,2020-05-29,4044,5928,7812
8,Australia,2020-05-22,2020-05-29,7035,7099,7163
9,Austria,2020-05-22,2020-05-29,16109,16436,16763
10,Azerbaijan,2020-05-22,2020-05-29,2980,3855,4730
11,Bahamas,2020-05-22,2020-05-29,96,97,98
12,Bahrain,2020-05-22,2020-05-29,6583,8414,10245
13,Bangladesh,2020-05-22,2020-05-29,20065,30205,40345
14,Barbados,2020-05-22,2020-05-29,85,90,95
15,Belarus,2020-05-22,2020-05-29,27730,34303,40876
16,Belgium,2020-05-22,2020-05-29,54644,56511,58378
17,Benin,2020-05-22,2020-05-29,339,135,-69
18,Bhutan,2020-05-22,2020-05-29,21,21,21
19,Bolivia,2020-05-22,2020-05-29,3577,5579,7581
20,Bosnia and Herzegovina,2020-05-22,2020-05-29,2236,2372,2508
21,Brazil,2020-05-22,2020-05-29,220291,330890,441489
22,Brunei,2020-05-22,2020-05-29,141,141,141
23,Bulgaria,2020-05-22,2020-05-29,2138,2372,2606
24,Burkina Faso,2020-05-22,2020-05-29,780,814,848
25,Cabo Verde,2020-05-22,2020-05-29,326,362,398
26,Cambodia,2020-05-22,2020-05-29,122,123,124
27,Cameroon,2020-05-22,2020-05-29,3105,4400,5695
28,Canada,2020-05-22,2020-05-29,75959,83947,91935
29,Central African Republic,2020-05-22,2020-05-29,301,479,657
30,Chad,2020-05-22,2020-05-29,428,611,794
31,Chile,2020-05-22,2020-05-29,39542,61857,84172
32,China,2020-05-22,2020-05-29,84038,84081,84124
33,Colombia,2020-05-22,2020-05-29,14216,19131,24046
34,Congo (Brazzaville),2020-05-22,2020-05-29,391,469,547
35,Congo (Kinshasa),2020-05-22,2020-05-29,1298,1945,2592
36,Costa Rica,2020-05-22,2020-05-29,843,911,979
37,Cote d'Ivoire,2020-05-22,2020-05-29,2017,2341,2665
38,Croatia,2020-05-22,2020-05-29,2222,2243,2264
39,Diamond Princess,2020-05-22,2020-05-29,712,712,712
40,Cuba,2020-05-22,2020-05-29,1840,1916,1992
41,Cyprus,2020-05-22,2020-05-29,910,927,944
42,Czechia,2020-05-22,2020-05-29,8406,8813,9220
43,Denmark,2020-05-22,2020-05-29,10989,11428,11867
44,Djibouti,2020-05-22,2020-05-29,1309,2270,3231
45,Dominican Republic,2020-05-22,2020-05-29,11739,13989,16239
46,Ecuador,2020-05-22,2020-05-29,31467,35828,40189
47,Egypt,2020-05-22,2020-05-29,11228,15786,20344
48,El Salvador,2020-05-22,2020-05-29,1210,1725,2240
49,Equatorial Guinea,2020-05-22,2020-05-29,594,960,1326
50,Eritrea,2020-05-22,2020-05-29,39,39,39
51,Estonia,2020-05-22,2020-05-29,1766,1807,1848
52,Eswatini,2020-05-22,2020-05-29,190,225,260
53,Ethiopia,2020-05-22,2020-05-29,287,433,579
54,Fiji,2020-05-22,2020-05-29,18,18,18
55,Finland,2020-05-22,2020-05-29,6228,6537,6846
56,France,2020-05-22,2020-05-29,179630,182015,184400
57,Gabon,2020-05-22,2020-05-29,1209,1728,2247
58,Gambia,2020-05-22,2020-05-29,23,25,27
59,Georgia,2020-05-22,2020-05-29,671,723,775
60,Germany,2020-05-22,2020-05-29,175233,179710,184187
61,Ghana,2020-05-22,2020-05-29,5638,6486,7334
62,Greece,2020-05-22,2020-05-29,2810,2874,2938
63,Guatemala,2020-05-22,2020-05-29,1643,2743,3843
64,Guinea,2020-05-22,2020-05-29,2473,3067,3661
65,Guyana,2020-05-22,2020-05-29,116,127,138
