,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-12-05,2020-12-12,45844,47072,48300
1,Albania,2020-12-05,2020-12-12,36790,42148,47506
2,Algeria,2020-12-05,2020-12-12,81212,87502,93792
3,Andorra,2020-12-05,2020-12-12,6610,7005,7400
4,Angola,2020-12-05,2020-12-12,15087,15536,15985
5,Antigua and Barbuda,2020-12-05,2020-12-12,141,144,147
6,Argentina,2020-12-05,2020-12-12,1413375,1459832,1506289
7,Armenia,2020-12-05,2020-12-12,133594,140959,148324
8,Australia,2020-12-05,2020-12-12,27892,27965,28038
9,Austria,2020-12-05,2020-12-12,275661,300689,325717
10,Azerbaijan,2020-12-05,2020-12-12,114025,142323,170621
11,Bahamas,2020-12-05,2020-12-12,7496,7570,7644
12,Bahrain,2020-12-05,2020-12-12,86645,87732,88819
13,Bangladesh,2020-12-05,2020-12-12,460619,475789,490959
14,Barbados,2020-12-05,2020-12-12,270,285,300
15,Belarus,2020-12-05,2020-12-12,133324,145279,157234
16,Belgium,2020-12-05,2020-12-12,574448,589942,605436
17,Benin,2020-12-05,2020-12-12,2974,3055,3136
18,Bhutan,2020-12-05,2020-12-12,396,426,456
19,Bolivia,2020-12-05,2020-12-12,144592,145492,146392
20,Bosnia and Herzegovina,2020-12-05,2020-12-12,86710,93768,100826
21,Brazil,2020-12-05,2020-12-12,6290272,6577177,6864082
22,Brunei,2020-12-05,2020-12-12,150,151,152
23,Bulgaria,2020-12-05,2020-12-12,141747,160844,179941
24,Burkina Faso,2020-12-05,2020-12-12,2816,3156,3496
25,Cabo Verde,2020-12-05,2020-12-12,10700,11036,11372
26,Cambodia,2020-12-05,2020-12-12,315,346,377
27,Cameroon,2020-12-05,2020-12-12,24117,24752,25387
28,Canada,2020-12-05,2020-12-12,368279,412543,456807
29,Central African Republic,2020-12-05,2020-12-12,4913,4922,4931
30,Chad,2020-12-05,2020-12-12,1663,1722,1781
31,Chile,2020-12-05,2020-12-12,548941,558668,568395
32,China,2020-12-05,2020-12-12,92681,93467,94253
33,Colombia,2020-12-05,2020-12-12,1299613,1362249,1424885
34,Congo (Brazzaville),2020-12-05,2020-12-12,5774,5774,5774
35,Congo (Kinshasa),2020-12-05,2020-12-12,12608,13413,14218
36,Costa Rica,2020-12-05,2020-12-12,137093,143685,150277
37,Cote d'Ivoire,2020-12-05,2020-12-12,21261,21441,21621
38,Croatia,2020-12-05,2020-12-12,123693,147454,171215
39,Diamond Princess,2020-12-05,2020-12-12,712,712,712
40,Cuba,2020-12-05,2020-12-12,8173,8714,9255
41,Cyprus,2020-12-05,2020-12-12,10231,12181,14131
42,Czechia,2020-12-05,2020-12-12,518649,544179,569709
43,Denmark,2020-12-05,2020-12-12,78874,89382,99890
44,Djibouti,2020-12-05,2020-12-12,5676,5692,5708
45,Dominican Republic,2020-12-05,2020-12-12,142653,147655,152657
46,Ecuador,2020-12-05,2020-12-12,190909,197391,203873
47,Egypt,2020-12-05,2020-12-12,115183,118014,120845
48,El Salvador,2020-12-05,2020-12-12,38405,39718,41031
49,Equatorial Guinea,2020-12-05,2020-12-12,5153,5159,5165
50,Eritrea,2020-12-05,2020-12-12,577,632,687
51,Estonia,2020-12-05,2020-12-12,11698,14500,17302
52,Eswatini,2020-12-05,2020-12-12,6406,6495,6584
53,Ethiopia,2020-12-05,2020-12-12,108930,112740,116550
54,Fiji,2020-12-05,2020-12-12,38,44,50
55,Finland,2020-12-05,2020-12-12,24307,27218,30129
56,France,2020-12-05,2020-12-12,2260789,2334626,2408463
57,Gabon,2020-12-05,2020-12-12,9191,9254,9317
58,Gambia,2020-12-05,2020-12-12,3731,3770,3809
59,Georgia,2020-12-05,2020-12-12,127942,158154,188366
60,Germany,2020-12-05,2020-12-12,1052494,1183640,1314786
61,Ghana,2020-12-05,2020-12-12,51379,52096,52813
62,Greece,2020-12-05,2020-12-12,103034,114568,126102
63,Guatemala,2020-12-05,2020-12-12,121798,125352,128906
64,Guinea,2020-12-05,2020-12-12,13039,13233,13427
65,Guyana,2020-12-05,2020-12-12,5338,5637,5936
66,Haiti,2020-12-05,2020-12-12,9272,9370,9468
67,Holy See,2020-12-05,2020-12-12,27,27,27
68,Honduras,2020-12-05,2020-12-12,107513,109960,112407
69,Hungary,2020-12-05,2020-12-12,204708,243581,282454
70,Iceland,2020-12-05,2020-12-12,5371,5476,5581
71,India,2020-12-05,2020-12-12,9392919,9644222,9895525
72,Indonesia,2020-12-05,2020-12-12,527999,569707,611415
73,Iran,2020-12-05,2020-12-12,935799,1028986,1122173
74,Iraq,2020-12-05,2020-12-12,548821,562520,576219
75,Ireland,2020-12-05,2020-12-12,71942,73948,75954
76,Israel,2020-12-05,2020-12-12,334908,343826,352744
77,Italy,2020-12-05,2020-12-12,1564532,1709991,1855450
78,Jamaica,2020-12-05,2020-12-12,10669,11063,11457
79,Japan,2020-12-05,2020-12-12,145457,160870,176283
80,Jordan,2020-12-05,2020-12-12,210709,237513,264317
81,Kazakhstan,2020-12-05,2020-12-12,172805,179344,185883
82,Kenya,2020-12-05,2020-12-12,82605,87984,93363
83,"Korea, South",2020-12-05,2020-12-12,33824,37546,41268
84,Kuwait,2020-12-05,2020-12-12,142195,144164,146133
85,Kyrgyzstan,2020-12-05,2020-12-12,71971,74774,77577
86,Latvia,2020-12-05,2020-12-12,16561,20787,25013
87,Lebanon,2020-12-05,2020-12-12,125678,134295,142912
88,Liberia,2020-12-05,2020-12-12,1595,1676,1757
89,Liechtenstein,2020-12-05,2020-12-12,1253,1378,1503
90,Lithuania,2020-12-05,2020-12-12,58212,72430,86648
91,Luxembourg,2020-12-05,2020-12-12,33409,37017,40625
92,Madagascar,2020-12-05,2020-12-12,17341,17513,17685
93,Malaysia,2020-12-05,2020-12-12,63176,71359,79542
94,Maldives,2020-12-05,2020-12-12,12947,13159,13371
95,Malta,2020-12-05,2020-12-12,9609,10423,11237
96,Mauritania,2020-12-05,2020-12-12,8458,9359,10260
97,Mauritius,2020-12-05,2020-12-12,501,508,515
