,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-12-09,2020-12-16,46718,47851,48984
1,Albania,2020-12-09,2020-12-16,39719,45188,50657
2,Algeria,2020-12-09,2020-12-16,85084,90014,94944
3,Andorra,2020-12-09,2020-12-16,6842,7162,7482
4,Angola,2020-12-09,2020-12-16,15319,15804,16289
5,Antigua and Barbuda,2020-12-09,2020-12-16,144,146,148
6,Argentina,2020-12-09,2020-12-16,1440103,1475222,1510341
7,Armenia,2020-12-09,2020-12-16,137231,144066,150901
8,Australia,2020-12-09,2020-12-16,27939,28000,28061
9,Austria,2020-12-09,2020-12-16,289461,311002,332543
10,Azerbaijan,2020-12-09,2020-12-16,129544,158555,187566
11,Bahamas,2020-12-09,2020-12-16,7543,7585,7627
12,Bahrain,2020-12-09,2020-12-16,87270,88495,89720
13,Bangladesh,2020-12-09,2020-12-16,469423,484104,498785
14,Barbados,2020-12-09,2020-12-16,279,290,301
15,Belarus,2020-12-09,2020-12-16,139908,152453,164998
16,Belgium,2020-12-09,2020-12-16,582252,597643,613034
17,Benin,2020-12-09,2020-12-16,3055,3090,3125
18,Bhutan,2020-12-09,2020-12-16,415,433,451
19,Bolivia,2020-12-09,2020-12-16,144994,146060,147126
20,Bosnia and Herzegovina,2020-12-09,2020-12-16,90378,97317,104256
21,Brazil,2020-12-09,2020-12-16,6436650,6728452,7020254
22,Brunei,2020-12-09,2020-12-16,151,152,153
23,Bulgaria,2020-12-09,2020-12-16,151913,171493,191073
24,Burkina Faso,2020-12-09,2020-12-16,3010,3469,3928
25,Cabo Verde,2020-12-09,2020-12-16,10867,11192,11517
26,Cambodia,2020-12-09,2020-12-16,331,356,381
27,Cameroon,2020-12-09,2020-12-16,24487,24963,25439
28,Canada,2020-12-09,2020-12-16,393506,439142,484778
29,Central African Republic,2020-12-09,2020-12-16,4918,4927,4936
30,Chad,2020-12-09,2020-12-16,1705,1732,1759
31,Chile,2020-12-09,2020-12-16,553898,564778,575658
32,China,2020-12-09,2020-12-16,93113,93898,94683
33,Colombia,2020-12-09,2020-12-16,1334089,1392133,1450177
34,Congo (Brazzaville),2020-12-09,2020-12-16,5774,6049,6324
35,Congo (Kinshasa),2020-12-09,2020-12-16,12987,13843,14699
36,Costa Rica,2020-12-09,2020-12-16,141340,148688,156036
37,Cote d'Ivoire,2020-12-09,2020-12-16,21361,21547,21733
38,Croatia,2020-12-09,2020-12-16,134881,159372,183863
39,Diamond Princess,2020-12-09,2020-12-16,712,712,712
40,Cuba,2020-12-09,2020-12-16,8456,9106,9756
41,Cyprus,2020-12-09,2020-12-16,11175,13286,15397
42,Czechia,2020-12-09,2020-12-16,533042,556927,580812
43,Denmark,2020-12-09,2020-12-16,84056,97895,111734
44,Djibouti,2020-12-09,2020-12-16,5682,5717,5752
45,Dominican Republic,2020-12-09,2020-12-16,145197,150161,155125
46,Ecuador,2020-12-09,2020-12-16,194876,199228,203580
47,Egypt,2020-12-09,2020-12-16,116724,119702,122680
48,El Salvador,2020-12-09,2020-12-16,39130,40741,42352
49,Equatorial Guinea,2020-12-09,2020-12-16,5156,5183,5210
50,Eritrea,2020-12-09,2020-12-16,577,649,721
51,Estonia,2020-12-09,2020-12-16,13019,16054,19089
52,Eswatini,2020-12-09,2020-12-16,6455,6612,6769
53,Ethiopia,2020-12-09,2020-12-16,110984,114834,118684
54,Fiji,2020-12-09,2020-12-16,42,44,46
55,Finland,2020-12-09,2020-12-16,25882,28732,31582
56,France,2020-12-09,2020-12-16,2297393,2377913,2458433
57,Gabon,2020-12-09,2020-12-16,9239,9300,9361
