,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-12-19,2020-12-26,48229,49681,51133
1,Albania,2020-12-19,2020-12-26,47742,52542,57342
2,Algeria,2020-12-19,2020-12-26,91638,94781,97924
3,Andorra,2020-12-19,2020-12-26,7288,7560,7832
4,Angola,2020-12-19,2020-12-26,16161,16626,17091
5,Antigua and Barbuda,2020-12-19,2020-12-26,148,152,156
6,Argentina,2020-12-19,2020-12-26,1494602,1537169,1579736
7,Armenia,2020-12-19,2020-12-26,147312,153173,159034
8,Australia,2020-12-19,2020-12-26,28030,28168,28306
9,Austria,2020-12-19,2020-12-26,319822,337209,354596
10,Azerbaijan,2020-12-19,2020-12-26,171423,199127,226831
11,Bahamas,2020-12-19,2020-12-26,7648,7733,7818
12,Bahrain,2020-12-19,2020-12-26,88965,90062,91159
13,Bangladesh,2020-12-19,2020-12-26,489178,499560,509942
14,Barbados,2020-12-19,2020-12-26,292,307,322
15,Belarus,2020-12-19,2020-12-26,158334,171579,184824
16,Belgium,2020-12-19,2020-12-26,603159,623760,644361
17,Benin,2020-12-19,2020-12-26,3090,3152,3214
18,Bhutan,2020-12-19,2020-12-26,437,443,449
19,Bolivia,2020-12-19,2020-12-26,147030,149770,152510
20,Bosnia and Herzegovina,2020-12-19,2020-12-26,100306,105524,110742
21,Brazil,2020-12-19,2020-12-26,6880127,7213155,7546183
22,Brunei,2020-12-19,2020-12-26,152,152,152
23,Bulgaria,2020-12-19,2020-12-26,178952,191029,203106
24,Burkina Faso,2020-12-19,2020-12-26,3894,4954,6014
25,Cabo Verde,2020-12-19,2020-12-26,11302,11567,11832
26,Cambodia,2020-12-19,2020-12-26,359,362,365
27,Cameroon,2020-12-19,2020-12-26,25143,25724,26305
28,Canada,2020-12-19,2020-12-26,458527,505741,552955
29,Central African Republic,2020-12-19,2020-12-26,4936,4936,4936
30,Chad,2020-12-19,2020-12-26,1751,1867,1983
31,Chile,2020-12-19,2020-12-26,569781,583355,596929
32,China,2020-12-19,2020-12-26,94217,94953,95689
33,Colombia,2020-12-19,2020-12-26,1417072,1496062,1575052
34,Congo (Brazzaville),2020-12-19,2020-12-26,6049,6200,6351
35,Congo (Kinshasa),2020-12-19,2020-12-26,14342,15397,16452
36,Costa Rica,2020-12-19,2020-12-26,150947,157472,163997
37,Cote d'Ivoire,2020-12-19,2020-12-26,21639,21890,22141
38,Croatia,2020-12-19,2020-12-26,172523,192987,213451
39,Diamond Princess,2020-12-19,2020-12-26,712,712,712
40,Cuba,2020-12-19,2020-12-26,9354,10024,10694
41,Cyprus,2020-12-19,2020-12-26,14476,17476,20476
42,Czechia,2020-12-19,2020-12-26,575422,618836,662250
43,Denmark,2020-12-19,2020-12-26,107660,132164,156668
44,Djibouti,2020-12-19,2020-12-26,5725,5781,5837
45,Dominican Republic,2020-12-19,2020-12-26,153585,159064,164543
46,Ecuador,2020-12-19,2020-12-26,201524,205920,210316
47,Egypt,2020-12-19,2020-12-26,121089,124891,128693
48,El Salvador,2020-12-19,2020-12-26,41394,43195,44996
