,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2021-01-15,2021-01-22,53332,53831,54330
1,Albania,2021-01-15,2021-01-22,62378,66635,70892
2,Algeria,2021-01-15,2021-01-22,101657,103381,105105
3,Andorra,2021-01-15,2021-01-22,8489,8946,9403
4,Angola,2021-01-15,2021-01-22,18066,18679,19292
5,Antigua and Barbuda,2021-01-15,2021-01-22,167,184,201
6,Argentina,2021-01-15,2021-01-22,1703352,1783047,1862742
7,Armenia,2021-01-15,2021-01-22,161415,163972,166529
8,Australia,2021-01-15,2021-01-22,28582,28689,28796
9,Austria,2021-01-15,2021-01-22,376793,390788,404783
10,Azerbaijan,2021-01-15,2021-01-22,223417,226549,229681
11,Bahamas,2021-01-15,2021-01-22,7969,8021,8073
12,Bahrain,2021-01-15,2021-01-22,95030,97020,99010
13,Bangladesh,2021-01-15,2021-01-22,520690,526485,532280
14,Barbados,2021-01-15,2021-01-22,780,1036,1292
15,Belarus,2021-01-15,2021-01-22,208601,221604,234607
16,Belgium,2021-01-15,2021-01-22,660703,675089,689475
17,Benin,2021-01-15,2021-01-22,3304,3413,3522
18,Bhutan,2021-01-15,2021-01-22,771,837,903
19,Bolivia,2021-01-15,2021-01-22,171154,183589,196024
20,Bosnia and Herzegovina,2021-01-15,2021-01-22,114920,117011,119102
21,Brazil,2021-01-15,2021-01-22,8013708,8393492,8773276
22,Brunei,2021-01-15,2021-01-22,173,174,175
23,Bulgaria,2021-01-15,2021-01-22,208012,211503,214994
24,Burkina Faso,2021-01-15,2021-01-22,7866,8882,9898
25,Cabo Verde,2021-01-15,2021-01-22,12237,12776,13315
26,Cambodia,2021-01-15,2021-01-22,387,436,485
27,Cameroon,2021-01-15,2021-01-22,26848,27336,27824
28,Canada,2021-01-15,2021-01-22,648930,700538,752146
29,Central African Republic,2021-01-15,2021-01-22,4969,4973,4977
30,Chad,2021-01-15,2021-01-22,2419,2807,3195
31,Chile,2021-01-15,2021-01-22,633381,661180,688979
32,China,2021-01-15,2021-01-22,96562,97616,98670
33,Colombia,2021-01-15,2021-01-22,1755568,1870179,1984790
34,Congo (Brazzaville),2021-01-15,2021-01-22,7127,7709,8291
35,Congo (Kinshasa),2021-01-15,2021-01-22,18969,20556,22143
36,Costa Rica,2021-01-15,2021-01-22,177614,184187,190760
37,Cote d'Ivoire,2021-01-15,2021-01-22,23254,24856,26458
38,Croatia,2021-01-15,2021-01-22,217946,223812,229678
39,Diamond Princess,2021-01-15,2021-01-22,712,712,712
40,Cuba,2021-01-15,2021-01-22,13823,17096,20369
41,Cyprus,2021-01-15,2021-01-22,26674,28609,30544
42,Czechia,2021-01-15,2021-01-22,809601,874605,939609
43,Denmark,2021-01-15,2021-01-22,179170,187998,196826
44,Djibouti,2021-01-15,2021-01-22,5865,5903,5941
45,Dominican Republic,2021-01-15,2021-01-22,178538,188969,199400
46,Ecuador,2021-01-15,2021-01-22,219148,226866,234584
47,Egypt,2021-01-15,2021-01-22,147810,154620,161430
48,El Salvador,2021-01-15,2021-01-22,48255,50157,52059
49,Equatorial Guinea,2021-01-15,2021-01-22,5289,5316,5343
50,Eritrea,2021-01-15,2021-01-22,1556,1877,2198
51,Estonia,2021-01-15,2021-01-22,32537,36096,39655
52,Eswatini,2021-01-15,2021-01-22,10975,12532,14089
53,Ethiopia,2021-01-15,2021-01-22,127572,130326,133080
54,Fiji,2021-01-15,2021-01-22,53,53,53
55,Finland,2021-01-15,2021-01-22,38068,39911,41754
56,France,2021-01-15,2021-01-22,2804743,2931396,3058049
57,Gabon,2021-01-15,2021-01-22,9694,9899,10104
58,Gambia,2021-01-15,2021-01-22,3838,3897,3956
59,Georgia,2021-01-15,2021-01-22,236028,245789,255550
60,Germany,2021-01-15,2021-01-22,1905638,2023828,2142018
61,Ghana,2021-01-15,2021-01-22,55461,56981,58501
62,Greece,2021-01-15,2021-01-22,143494,147860,152226
63,Guatemala,2021-01-15,2021-01-22,142064,147560,153056
64,Guinea,2021-01-15,2021-01-22,13904,14065,14226
65,Guyana,2021-01-15,2021-01-22,6469,6805,7141
66,Haiti,2021-01-15,2021-01-22,10241,10635,11029
67,Holy See,2021-01-15,2021-01-22,27,27,27
68,Honduras,2021-01-15,2021-01-22,125557,132412,139267
69,Hungary,2021-01-15,2021-01-22,337743,349149,360555
70,Iceland,2021-01-15,2021-01-22,5867,5956,6045
71,India,2021-01-15,2021-01-22,10413417,10542841,10672265
72,Indonesia,2021-01-15,2021-01-22,808340,882418,956496
73,Iran,2021-01-15,2021-01-22,1274514,1318295,1362076
74,Iraq,2021-01-15,2021-01-22,601424,606991,612558
75,Ireland,2021-01-15,2021-01-22,135884,166548,197212
76,Israel,2021-01-15,2021-01-22,477357,535049,592741
77,Italy,2021-01-15,2021-01-22,2237890,2352423,2466956
78,Jamaica,2021-01-15,2021-01-22,13411,13992,14573
79,Japan,2021-01-15,2021-01-22,274947,317871,360795
80,Jordan,2021-01-15,2021-01-22,305163,312851,320539
81,Kazakhstan,2021-01-15,2021-01-22,207683,213855,220027
82,Kenya,2021-01-15,2021-01-22,97954,98859,99764
83,"Korea, South",2021-01-15,2021-01-22,67999,71820,75641
84,Kuwait,2021-01-15,2021-01-22,153473,156964,160455
85,Kyrgyzstan,2021-01-15,2021-01-22,81991,82986,83981
86,Latvia,2021-01-15,2021-01-22,47782,54066,60350
87,Lebanon,2021-01-15,2021-01-22,210139,243286,276433
88,Liberia,2021-01-15,2021-01-22,1779,1882,1985
89,Liechtenstein,2021-01-15,2021-01-22,2311,2378,2445
90,Lithuania,2021-01-15,2021-01-22,156539,165560,174581
91,Luxembourg,2021-01-15,2021-01-22,47744,48630,49516
92,Madagascar,2021-01-15,2021-01-22,17767,18001,18235
93,Malaysia,2021-01-15,2021-01-22,131108,151066,171024
94,Maldives,2021-01-15,2021-01-22,14040,14375,14710
95,Malta,2021-01-15,2021-01-22,13967,15272,16577
96,Mauritania,2021-01-15,2021-01-22,15352,15963,16574
97,Mauritius,2021-01-15,2021-01-22,539,547,555
98,Mexico,2021-01-15,2021-01-22,1507931,1609735,1711539
99,Moldova,2021-01-15,2021-01-22,148669,152263,155857
100,Monaco,2021-01-15,2021-01-22,1041,1169,1297
101,Mongolia,2021-01-15,2021-01-22,1408,1512,1616
102,Montenegro,2021-01-15,2021-01-22,51596,54730,57864
103,Morocco,2021-01-15,2021-01-22,450221,457625,465029
104,Namibia,2021-01-15,2021-01-22,27255,29889,32523
105,Nepal,2021-01-15,2021-01-22,264159,266816,269473
106,Netherlands,2021-01-15,2021-01-22,871063,914388,957713
107,New Zealand,2021-01-15,2021-01-22,2188,2246,2304
108,Nicaragua,2021-01-15,2021-01-22,6097,6152,6207
109,Niger,2021-01-15,2021-01-22,3747,4105,4463
110,Nigeria,2021-01-15,2021-01-22,97478,107345,117212
111,North Macedonia,2021-01-15,2021-01-22,85594,88389,91184
112,Norway,2021-01-15,2021-01-22,54476,58202,61928
113,Oman,2021-01-15,2021-01-22,130070,131264,132458
114,Pakistan,2021-01-15,2021-01-22,499517,516770,534023
115,Panama,2021-01-15,2021-01-22,273037,293592,314147
116,Papua New Guinea,2021-01-15,2021-01-22,811,834,857
117,Paraguay,2021-01-15,2021-01-22,113994,120789,127584
118,Peru,2021-01-15,2021-01-22,1026180,1056023,1085866
119,Philippines,2021-01-15,2021-01-22,483852,496646,509440
120,Poland,2021-01-15,2021-01-22,1365645,1422320,1478995
121,Portugal,2021-01-15,2021-01-22,466709,528469,590229
122,Qatar,2021-01-15,2021-01-22,145466,146885,148304
123,Romania,2021-01-15,2021-01-22,663799,688270,712741
124,Russia,2021-01-15,2021-01-22,3321163,3483531,3645899
125,Rwanda,2021-01-15,2021-01-22,9368,10573,11778
126,Saint Lucia,2021-01-15,2021-01-22,395,576,757
