,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-09-29,2020-10-06,39096,39254,39412
1,Albania,2020-09-29,2020-10-06,12666,13518,14370
2,Algeria,2020-09-29,2020-10-06,50214,51368,52522
3,Andorra,2020-09-29,2020-10-06,1681,1966,2251
4,Angola,2020-09-29,2020-10-06,4236,4905,5574
5,Antigua and Barbuda,2020-09-29,2020-10-06,96,101,106
6,Argentina,2020-09-29,2020-10-06,652174,736609,821044
7,Armenia,2020-09-29,2020-10-06,47667,49901,52135
8,Australia,2020-09-29,2020-10-06,26972,27078,27184
9,Austria,2020-09-29,2020-10-06,39303,44041,48779
10,Azerbaijan,2020-09-29,2020-10-06,39378,40119,40860
11,Bahamas,2020-09-29,2020-10-06,3467,3903,4339
12,Bahrain,2020-09-29,2020-10-06,66402,70422,74442
13,Bangladesh,2020-09-29,2020-10-06,352178,362043,371908
14,Barbados,2020-09-29,2020-10-06,189,190,191
15,Belarus,2020-09-29,2020-10-06,76104,78260,80416
16,Belgium,2020-09-29,2020-10-06,105226,117115,129004
17,Benin,2020-09-29,2020-10-06,2294,2340,2386
18,Bhutan,2020-09-29,2020-10-06,261,281,301
19,Bolivia,2020-09-29,2020-10-06,131453,134641,137829
20,Bosnia and Herzegovina,2020-09-29,2020-10-06,25737,27226,28715
21,Brazil,2020-09-29,2020-10-06,4591364,4777522,4963680
22,Brunei,2020-09-29,2020-10-06,145,146,147
23,Bulgaria,2020-09-29,2020-10-06,19123,20547,21971
24,Burkina Faso,2020-09-29,2020-10-06,1907,2032,2157
25,Cabo Verde,2020-09-29,2020-10-06,5337,5900,6463
26,Cambodia,2020-09-29,2020-10-06,275,277,279
27,Cameroon,2020-09-29,2020-10-06,20598,20838,21078
28,Canada,2020-09-29,2020-10-06,148855,158991,169127
29,Central African Republic,2020-09-29,2020-10-06,4802,4806,4810
30,Chad,2020-09-29,2020-10-06,1155,1193,1231
31,Chile,2020-09-29,2020-10-06,448523,461300,474077
32,China,2020-09-29,2020-10-06,90399,90528,90657
33,Colombia,2020-09-29,2020-10-06,777537,824042,870547
34,Congo (Brazzaville),2020-09-29,2020-10-06,5002,5008,5014
35,Congo (Kinshasa),2020-09-29,2020-10-06,10523,10631,10739
36,Costa Rica,2020-09-29,2020-10-06,66689,74604,82519
37,Cote d'Ivoire,2020-09-29,2020-10-06,19343,19669,19995
38,Croatia,2020-09-29,2020-10-06,15136,16380,17624
39,Diamond Princess,2020-09-29,2020-10-06,712,712,712
40,Cuba,2020-09-29,2020-10-06,5222,5531,5840
41,Cyprus,2020-09-29,2020-10-06,1618,1743,1868
42,Czechia,2020-09-29,2020-10-06,53158,67843,82528
43,Denmark,2020-09-29,2020-10-06,24261,27941,31621
44,Djibouti,2020-09-29,2020-10-06,5407,5416,5425
45,Dominican Republic,2020-09-29,2020-10-06,109269,111900,114531
46,Ecuador,2020-09-29,2020-10-06,127643,135749,143855
47,Egypt,2020-09-29,2020-10-06,102254,103079,103904
48,El Salvador,2020-09-29,2020-10-06,27954,28981,30008
49,Equatorial Guinea,2020-09-29,2020-10-06,5018,5030,5042
50,Eritrea,2020-09-29,2020-10-06,364,375,386
51,Estonia,2020-09-29,2020-10-06,2976,3315,3654
52,Eswatini,2020-09-29,2020-10-06,5307,5462,5617
53,Ethiopia,2020-09-29,2020-10-06,70422,74584,78746
54,Fiji,2020-09-29,2020-10-06,32,32,32
55,Finland,2020-09-29,2020-10-06,9195,9892,10589
56,France,2020-09-29,2020-10-06,507150,590021,672892
57,Gabon,2020-09-29,2020-10-06,8704,8752,8800
58,Gambia,2020-09-29,2020-10-06,3540,3579,3618
59,Georgia,2020-09-29,2020-10-06,3913,5866,7819
60,Germany,2020-09-29,2020-10-06,277412,290471,303530
61,Ghana,2020-09-29,2020-10-06,46062,46482,46902
62,Greece,2020-09-29,2020-10-06,15928,18123,20318
63,Guatemala,2020-09-29,2020-10-06,86623,90968,95313
64,Guinea,2020-09-29,2020-10-06,10387,10634,10881
65,Guyana,2020-09-29,2020-10-06,2437,2846,3255
66,Haiti,2020-09-29,2020-10-06,8633,8740,8847
67,Holy See,2020-09-29,2020-10-06,12,12,12
68,Honduras,2020-09-29,2020-10-06,72306,76098,79890
69,Hungary,2020-09-29,2020-10-06,19499,25567,31635
70,Iceland,2020-09-29,2020-10-06,2419,2695,2971
71,India,2020-09-29,2020-10-06,5646010,6145291,6644572
72,Indonesia,2020-09-29,2020-10-06,252923,282724,312525
73,Iran,2020-09-29,2020-10-06,429193,453637,478081
74,Iraq,2020-09-29,2020-10-06,327580,358290,389000
75,Ireland,2020-09-29,2020-10-06,33444,35740,38036
76,Israel,2020-09-29,2020-10-06,193374,236926,280478
77,Italy,2020-09-29,2020-10-06,300897,313011,325125
78,Jamaica,2020-09-29,2020-10-06,5270,6408,7546
79,Japan,2020-09-29,2020-10-06,79773,83022,86271
80,Jordan,2020-09-29,2020-10-06,5679,10049,14419
81,Kazakhstan,2020-09-29,2020-10-06,107450,107908,108366
82,Kenya,2020-09-29,2020-10-06,37218,38378,39538
83,"Korea, South",2020-09-29,2020-10-06,23216,23812,24408
84,Kuwait,2020-09-29,2020-10-06,100683,104568,108453
85,Kyrgyzstan,2020-09-29,2020-10-06,45542,46522,47502
86,Latvia,2020-09-29,2020-10-06,1560,1729,1898
87,Lebanon,2020-09-29,2020-10-06,30852,38377,45902
88,Liberia,2020-09-29,2020-10-06,1336,1343,1350
89,Liechtenstein,2020-09-29,2020-10-06,115,118,121
90,Lithuania,2020-09-29,2020-10-06,3859,4587,5315
91,Luxembourg,2020-09-29,2020-10-06,8016,8431,8846
92,Madagascar,2020-09-29,2020-10-06,16136,16377,16618
93,Malaysia,2020-09-29,2020-10-06,10358,11135,11912
94,Maldives,2020-09-29,2020-10-06,9818,10194,10570
95,Malta,2020-09-29,2020-10-06,2814,3035,3256
96,Mauritania,2020-09-29,2020-10-06,7403,7488,7573
97,Mauritius,2020-09-29,2020-10-06,367,367,367
98,Mexico,2020-09-29,2020-10-06,705263,738163,771063
99,Moldova,2020-09-29,2020-10-06,47446,52029,56612
100,Monaco,2020-09-29,2020-10-06,197,214,231
101,Mongolia,2020-09-29,2020-10-06,313,313,313
102,Montenegro,2020-09-29,2020-10-06,9138,10575,12012
103,Morocco,2020-09-29,2020-10-06,105346,121183,137020
104,Namibia,2020-09-29,2020-10-06,10607,11140,11673
105,Nepal,2020-09-29,2020-10-06,66632,76258,85884
106,Netherlands,2020-09-29,2020-10-06,102844,122620,142396
107,New Zealand,2020-09-29,2020-10-06,1824,1836,1848
108,Nicaragua,2020-09-29,2020-10-06,5073,5170,5267
109,Niger,2020-09-29,2020-10-06,1193,1196,1199
110,Nigeria,2020-09-29,2020-10-06,57613,58647,59681
111,North Macedonia,2020-09-29,2020-10-06,16867,17786,18705
112,Norway,2020-09-29,2020-10-06,13153,13915,14677
113,Oman,2020-09-29,2020-10-06,94711,98585,102459
114,Pakistan,2020-09-29,2020-10-06,307418,312263,317108
115,Panama,2020-09-29,2020-10-06,107284,111853,116422
116,Papua New Guinea,2020-09-29,2020-10-06,527,534,541
117,Paraguay,2020-09-29,2020-10-06,34828,40101,45374
118,Peru,2020-09-29,2020-10-06,768895,808714,848533
119,Philippines,2020-09-29,2020-10-06,291789,309303,326817
120,Poland,2020-09-29,2020-10-06,80699,89962,99225
121,Portugal,2020-09-29,2020-10-06,69663,74717,79771
122,Qatar,2020-09-29,2020-10-06,123917,125533,127149
123,Romania,2020-09-29,2020-10-06,114648,125414,136180
124,Russia,2020-09-29,2020-10-06,1111157,1162428,1213699
125,Rwanda,2020-09-29,2020-10-06,4738,4836,4934
126,Saint Lucia,2020-09-29,2020-10-06,27,27,27
127,Saint Vincent and the Grenadines,2020-09-29,2020-10-06,64,64,64
128,San Marino,2020-09-29,2020-10-06,723,727,731
129,Saudi Arabia,2020-09-29,2020-10-06,330798,334187,337576
130,Senegal,2020-09-29,2020-10-06,14759,14945,15131
131,Serbia,2020-09-29,2020-10-06,32999,33479,33959
132,Seychelles,2020-09-29,2020-10-06,143,143,143
133,Singapore,2020-09-29,2020-10-06,57627,57742,57857
134,Slovakia,2020-09-29,2020-10-06,6931,9574,12217
135,Slovenia,2020-09-29,2020-10-06,4558,5487,6416
136,Somalia,2020-09-29,2020-10-06,3465,3588,3711
137,South Africa,2020-09-29,2020-10-06,663282,672572,681862
138,Spain,2020-09-29,2020-10-06,682267,748266,814265
139,Sri Lanka,2020-09-29,2020-10-06,3313,3374,3435
140,Sudan,2020-09-29,2020-10-06,13578,13640,13702
141,Suriname,2020-09-29,2020-10-06,4759,4863,4967
142,Sweden,2020-09-29,2020-10-06,89436,92466,95496
143,Switzerland,2020-09-29,2020-10-06,50664,52871,55078
144,Tanzania,2020-09-29,2020-10-06,509,509,509
145,Thailand,2020-09-29,2020-10-06,3514,3564,3614
146,Togo,2020-09-29,2020-10-06,1683,1759,1835
147,Trinidad and Tobago,2020-09-29,2020-10-06,4026,4463,4900
148,Tunisia,2020-09-29,2020-10-06,11260,17405,23550
149,Turkey,2020-09-29,2020-10-06,306302,317272,328242
150,Uganda,2020-09-29,2020-10-06,6712,8017,9322
151,Ukraine,2020-09-29,2020-10-06,185890,210309,234728
152,United Arab Emirates,2020-09-29,2020-10-06,86447,93090,99733
153,United Kingdom,2020-09-29,2020-10-06,406058,448729,491400
154,Uruguay,2020-09-29,2020-10-06,1934,2033,2132
155,US,2020-09-29,2020-10-06,6895918,7190230,7484542
156,Uzbekistan,2020-09-29,2020-10-06,52685,56354,60023
157,Venezuela,2020-09-29,2020-10-06,68453,74363,80273
158,Vietnam,2020-09-29,2020-10-06,1068,1094,1120
159,Zambia,2020-09-29,2020-10-06,14389,14715,15041
160,Zimbabwe,2020-09-29,2020-10-06,7711,7837,7963
161,Dominica,2020-09-29,2020-10-06,24,30,36
162,Grenada,2020-09-29,2020-10-06,24,24,24
163,Mozambique,2020-09-29,2020-10-06,7114,8556,9998
164,Syria,2020-09-29,2020-10-06,3877,4148,4419
