,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-07-26,2020-08-02,35475,36157,36839
1,Albania,2020-07-26,2020-08-02,4090,4763,5436
2,Algeria,2020-07-26,2020-08-02,23084,27357,31630
3,Andorra,2020-07-26,2020-08-02,880,897,914
4,Angola,2020-07-26,2020-08-02,705,932,1159
5,Antigua and Barbuda,2020-07-26,2020-08-02,76,82,88
6,Argentina,2020-07-26,2020-08-02,126755,162526,198297
7,Armenia,2020-07-26,2020-08-02,34877,37317,39757
8,Australia,2020-07-26,2020-08-02,12069,14935,17801
9,Austria,2020-07-26,2020-08-02,19655,20472,21289
10,Azerbaijan,2020-07-26,2020-08-02,27521,30050,32579
11,Bahamas,2020-07-26,2020-08-02,153,342,531
12,Bahrain,2020-07-26,2020-08-02,36422,39131,41840
13,Bangladesh,2020-07-26,2020-08-02,204525,223453,242381
14,Barbados,2020-07-26,2020-08-02,105,110,115
15,Belarus,2020-07-26,2020-08-02,66095,67132,68169
16,Belgium,2020-07-26,2020-08-02,63706,66026,68346
17,Benin,2020-07-26,2020-08-02,1602,1770,1938
18,Bhutan,2020-07-26,2020-08-02,89,95,101
19,Bolivia,2020-07-26,2020-08-02,59582,69429,79276
20,Bosnia and Herzegovina,2020-07-26,2020-08-02,8340,9767,11194
21,Brazil,2020-07-26,2020-08-02,2098389,2419091,2739793
22,Brunei,2020-07-26,2020-08-02,141,141,141
23,Bulgaria,2020-07-26,2020-08-02,8733,10427,12121
24,Burkina Faso,2020-07-26,2020-08-02,1052,1086,1120
25,Cabo Verde,2020-07-26,2020-08-02,2045,2307,2569
26,Cambodia,2020-07-26,2020-08-02,171,225,279
27,Cameroon,2020-07-26,2020-08-02,16157,16708,17259
28,Canada,2020-07-26,2020-08-02,112168,115789,119410
29,Central African Republic,2020-07-26,2020-08-02,4485,4599,4713
30,Chad,2020-07-26,2020-08-02,889,915,941
31,Chile,2020-07-26,2020-08-02,330930,345790,360650
32,China,2020-07-26,2020-08-02,85503,86570,87637
33,Colombia,2020-07-26,2020-08-02,197278,240795,284312
34,Congo (Brazzaville),2020-07-26,2020-08-02,2633,3038,3443
35,Congo (Kinshasa),2020-07-26,2020-08-02,8403,8831,9259
36,Costa Rica,2020-07-26,2020-08-02,11114,15229,19344
37,Cote d'Ivoire,2020-07-26,2020-08-02,14119,15596,17073
38,Croatia,2020-07-26,2020-08-02,4345,4857,5369
39,Diamond Princess,2020-07-26,2020-08-02,712,712,712
40,Cuba,2020-07-26,2020-08-02,2446,2495,2544
41,Cyprus,2020-07-26,2020-08-02,1038,1057,1076
42,Czechia,2020-07-26,2020-08-02,13945,15324,16703
43,Denmark,2020-07-26,2020-08-02,13377,13665,13953
44,Djibouti,2020-07-26,2020-08-02,5011,5050,5089
45,Dominican Republic,2020-07-26,2020-08-02,52855,62908,72961
46,Ecuador,2020-07-26,2020-08-02,74013,80694,87375
47,Egypt,2020-07-26,2020-08-02,87775,92062,96349
48,El Salvador,2020-07-26,2020-08-02,11846,14630,17414
49,Equatorial Guinea,2020-07-26,2020-08-02,3071,3071,3071
50,Eritrea,2020-07-26,2020-08-02,251,263,275
51,Estonia,2020-07-26,2020-08-02,2021,2034,2047
52,Eswatini,2020-07-26,2020-08-02,1793,2207,2621
53,Ethiopia,2020-07-26,2020-08-02,9503,13968,18433
54,Fiji,2020-07-26,2020-08-02,27,27,27
55,Finland,2020-07-26,2020-08-02,7335,7393,7451
56,France,2020-07-26,2020-08-02,211943,217801,223659
57,Gabon,2020-07-26,2020-08-02,6315,6984,7653
58,Gambia,2020-07-26,2020-08-02,93,277,461
59,Georgia,2020-07-26,2020-08-02,1028,1131,1234
60,Germany,2020-07-26,2020-08-02,202735,206667,210599
61,Ghana,2020-07-26,2020-08-02,27667,32969,38271
62,Greece,2020-07-26,2020-08-02,4007,4193,4379
63,Guatemala,2020-07-26,2020-08-02,38677,45053,51429
64,Guinea,2020-07-26,2020-08-02,6544,7008,7472
65,Guyana,2020-07-26,2020-08-02,336,370,404
66,Haiti,2020-07-26,2020-08-02,7053,7315,7577
67,Holy See,2020-07-26,2020-08-02,12,12,12
68,Honduras,2020-07-26,2020-08-02,33835,39276,44717
69,Hungary,2020-07-26,2020-08-02,4333,4435,4537
70,Iceland,2020-07-26,2020-08-02,1839,1847,1855
71,India,2020-07-26,2020-08-02,1118206,1435616,1753026
72,Indonesia,2020-07-26,2020-08-02,86521,98778,111035
73,Iran,2020-07-26,2020-08-02,273788,291172,308556
74,Iraq,2020-07-26,2020-08-02,92530,110032,127534
75,Ireland,2020-07-26,2020-08-02,25760,25881,26002
76,Israel,2020-07-26,2020-08-02,50289,61956,73623
77,Italy,2020-07-26,2020-08-02,244434,246118,247802
78,Jamaica,2020-07-26,2020-08-02,790,842,894
79,Japan,2020-07-26,2020-08-02,25446,30548,35650
80,Jordan,2020-07-26,2020-08-02,1218,1168,1118
81,Kazakhstan,2020-07-26,2020-08-02,71838,83122,94406
82,Kenya,2020-07-26,2020-08-02,13353,17603,21853
83,"Korea, South",2020-07-26,2020-08-02,13771,14175,14579
84,Kuwait,2020-07-26,2020-08-02,59204,63773,68342
85,Kyrgyzstan,2020-07-26,2020-08-02,27143,32813,38483
86,Latvia,2020-07-26,2020-08-02,1192,1219,1246
87,Lebanon,2020-07-26,2020-08-02,2859,3750,4641
88,Liberia,2020-07-26,2020-08-02,1091,1162,1233
89,Liechtenstein,2020-07-26,2020-08-02,86,86,86
90,Lithuania,2020-07-26,2020-08-02,1932,2008,2084
91,Luxembourg,2020-07-26,2020-08-02,5605,6272,6939
92,Madagascar,2020-07-26,2020-08-02,7049,9295,11541
93,Malaysia,2020-07-26,2020-08-02,8779,8897,9015
94,Maldives,2020-07-26,2020-08-02,2966,3302,3638
95,Malta,2020-07-26,2020-08-02,677,700,723
96,Mauritania,2020-07-26,2020-08-02,5873,6171,6469
97,Mauritius,2020-07-26,2020-08-02,343,344,345
98,Mexico,2020-07-26,2020-08-02,344224,390516,436808
99,Moldova,2020-07-26,2020-08-02,20980,23034,25088
100,Monaco,2020-07-26,2020-08-02,109,116,123
101,Mongolia,2020-07-26,2020-08-02,287,288,289
102,Montenegro,2020-07-26,2020-08-02,2188,2799,3410
103,Morocco,2020-07-26,2020-08-02,17236,20278,23320
104,Namibia,2020-07-26,2020-08-02,1247,1775,2303
105,Nepal,2020-07-26,2020-08-02,17658,18613,19568
106,Netherlands,2020-07-26,2020-08-02,51955,53005,54055
107,New Zealand,2020-07-26,2020-08-02,1554,1556,1558
108,Nicaragua,2020-07-26,2020-08-02,3147,3439,3731
109,Niger,2020-07-26,2020-08-02,1104,1136,1168
110,Nigeria,2020-07-26,2020-08-02,36663,40532,44401
111,North Macedonia,2020-07-26,2020-08-02,9153,10086,11019
112,Norway,2020-07-26,2020-08-02,9028,9117,9206
113,Oman,2020-07-26,2020-08-02,66661,76005,85349
114,Pakistan,2020-07-26,2020-08-02,265083,273113,281143
115,Panama,2020-07-26,2020-08-02,53468,60296,67124
