,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-06-26,2020-07-03,27878,30451,33024
1,Albania,2020-06-26,2020-07-03,1838,2269,2700
2,Algeria,2020-06-26,2020-07-03,11504,12685,13866
3,Andorra,2020-06-26,2020-07-03,855,855,855
4,Angola,2020-06-26,2020-07-03,172,212,252
5,Antigua and Barbuda,2020-06-26,2020-07-03,26,65,104
6,Argentina,2020-06-26,2020-07-03,39570,55343,71116
7,Armenia,2020-06-26,2020-07-03,19157,23247,27337
8,Australia,2020-06-26,2020-07-03,7411,7601,7791
9,Austria,2020-06-26,2020-07-03,17271,17522,17773
10,Azerbaijan,2020-06-26,2020-07-03,11767,15369,18971
11,Bahamas,2020-06-26,2020-07-03,104,104,104
12,Bahrain,2020-06-26,2020-07-03,20916,24805,28694
13,Bangladesh,2020-06-26,2020-07-03,105535,130474,155413
14,Barbados,2020-06-26,2020-07-03,97,97,97
15,Belarus,2020-06-26,2020-07-03,57333,60713,64093
16,Belgium,2020-06-26,2020-07-03,60476,61106,61736
17,Benin,2020-06-26,2020-07-03,650,1053,1456
18,Bhutan,2020-06-26,2020-07-03,68,70,72
19,Bolivia,2020-06-26,2020-07-03,22476,29423,36370
20,Bosnia and Herzegovina,2020-06-26,2020-07-03,3273,3935,4597
21,Brazil,2020-06-26,2020-07-03,1032913,1274974,1517035
22,Brunei,2020-06-26,2020-07-03,141,141,141
23,Bulgaria,2020-06-26,2020-07-03,3755,4513,5271
24,Burkina Faso,2020-06-26,2020-07-03,900,941,982
25,Cabo Verde,2020-06-26,2020-07-03,848,1027,1206
26,Cambodia,2020-06-26,2020-07-03,129,139,149
27,Cameroon,2020-06-26,2020-07-03,10638,12592,14546
28,Canada,2020-06-26,2020-07-03,102314,104629,106944
29,Central African Republic,2020-06-26,2020-07-03,2605,3340,4075
30,Chad,2020-06-26,2020-07-03,858,865,872
31,Chile,2020-06-26,2020-07-03,231393,263360,295327
32,China,2020-06-26,2020-07-03,84494,84725,84956
33,Colombia,2020-06-26,2020-07-03,60387,80811,101235
34,Congo (Brazzaville),2020-06-26,2020-07-03,883,1087,1291
35,Congo (Kinshasa),2020-06-26,2020-07-03,5477,6552,7627
36,Costa Rica,2020-06-26,2020-07-03,2058,2836,3614
37,Cote d'Ivoire,2020-06-26,2020-07-03,6874,8739,10604
38,Croatia,2020-06-26,2020-07-03,2280,2539,2798
39,Diamond Princess,2020-06-26,2020-07-03,712,712,712
40,Cuba,2020-06-26,2020-07-03,2305,2325,2345
41,Cyprus,2020-06-26,2020-07-03,985,992,999
42,Czechia,2020-06-26,2020-07-03,10406,11038,11670
43,Denmark,2020-06-26,2020-07-03,12591,12875,13159
44,Djibouti,2020-06-26,2020-07-03,4565,4643,4721
45,Dominican Republic,2020-06-26,2020-07-03,25068,29764,34460
46,Ecuador,2020-06-26,2020-07-03,49731,53856,57981
47,Egypt,2020-06-26,2020-07-03,52211,62755,73299
48,El Salvador,2020-06-26,2020-07-03,4329,5517,6705
49,Equatorial Guinea,2020-06-26,2020-07-03,1664,2001,2338
50,Eritrea,2020-06-26,2020-07-03,142,167,192
51,Estonia,2020-06-26,2020-07-03,1979,1986,1993
52,Eswatini,2020-06-26,2020-07-03,623,728,833
53,Ethiopia,2020-06-26,2020-07-03,4070,5425,6780
54,Fiji,2020-06-26,2020-07-03,18,18,18
55,Finland,2020-06-26,2020-07-03,7133,7191,7249
56,France,2020-06-26,2020-07-03,196083,199473,202863
57,Gabon,2020-06-26,2020-07-03,4428,5209,5990
58,Gambia,2020-06-26,2020-07-03,36,43,50
59,Georgia,2020-06-26,2020-07-03,896,919,942
60,Germany,2020-06-26,2020-07-03,190299,194036,197773
61,Ghana,2020-06-26,2020-07-03,13203,15834,18465
62,Greece,2020-06-26,2020-07-03,3237,3343,3449
63,Guatemala,2020-06-26,2020-07-03,12509,15828,19147
64,Guinea,2020-06-26,2020-07-03,4904,5260,5616
65,Guyana,2020-06-26,2020-07-03,183,215,247
66,Haiti,2020-06-26,2020-07-03,4980,5722,6464
67,Holy See,2020-06-26,2020-07-03,12,12,12
68,Honduras,2020-06-26,2020-07-03,11258,15994,20730
69,Hungary,2020-06-26,2020-07-03,4081,4127,4173
70,Iceland,2020-06-26,2020-07-03,1819,1832,1845
71,India,2020-06-26,2020-07-03,395048,508953,622858
72,Indonesia,2020-06-26,2020-07-03,43803,51427,59051
73,Iran,2020-06-26,2020-07-03,200262,217724,235186
74,Iraq,2020-06-26,2020-07-03,27352,41193,55034
75,Ireland,2020-06-26,2020-07-03,25368,25414,25460
76,Israel,2020-06-26,2020-07-03,20339,22800,25261
77,Italy,2020-06-26,2020-07-03,238011,239961,241911
78,Jamaica,2020-06-26,2020-07-03,652,686,720
79,Japan,2020-06-26,2020-07-03,17658,18162,18666
80,Jordan,2020-06-26,2020-07-03,1008,1104,1200
81,Kazakhstan,2020-06-26,2020-07-03,16779,20319,23859
82,Kenya,2020-06-26,2020-07-03,4374,5533,6692
83,"Korea, South",2020-06-26,2020-07-03,12373,12653,12933
84,Kuwait,2020-06-26,2020-07-03,38678,43703,48728
85,Kyrgyzstan,2020-06-26,2020-07-03,2789,4446,6103
86,Latvia,2020-06-26,2020-07-03,1110,1112,1114
87,Lebanon,2020-06-26,2020-07-03,1510,1697,1884
88,Liberia,2020-06-26,2020-07-03,581,684,787
89,Liechtenstein,2020-06-26,2020-07-03,82,82,82
90,Lithuania,2020-06-26,2020-07-03,1792,1808,1824
91,Luxembourg,2020-06-26,2020-07-03,4099,4173,4247
92,Madagascar,2020-06-26,2020-07-03,1443,1922,2401
93,Malaysia,2020-06-26,2020-07-03,8535,8606,8677
94,Maldives,2020-06-26,2020-07-03,2150,2283,2416
95,Malta,2020-06-26,2020-07-03,663,670,677
96,Mauritania,2020-06-26,2020-07-03,2621,3907,5193
97,Mauritius,2020-06-26,2020-07-03,337,341,345
98,Mexico,2020-06-26,2020-07-03,170485,208392,246299
99,Moldova,2020-06-26,2020-07-03,13556,15776,17996
100,Monaco,2020-06-26,2020-07-03,99,102,105
101,Mongolia,2020-06-26,2020-07-03,204,219,234
102,Montenegro,2020-06-26,2020-07-03,355,439,523
103,Morocco,2020-06-26,2020-07-03,9613,11633,13653
104,Namibia,2020-06-26,2020-07-03,45,121,197
105,Nepal,2020-06-26,2020-07-03,8274,11755,15236
106,Netherlands,2020-06-26,2020-07-03,49634,50213,50792
107,New Zealand,2020-06-26,2020-07-03,1509,1522,1535
108,Nicaragua,2020-06-26,2020-07-03,1823,2170,2517
109,Niger,2020-06-26,2020-07-03,1020,1059,1098
110,Nigeria,2020-06-26,2020-07-03,19147,23298,27449
111,North Macedonia,2020-06-26,2020-07-03,4820,5758,6696
112,Norway,2020-06-26,2020-07-03,8726,8832,8938
113,Oman,2020-06-26,2020-07-03,27670,36034,44398
114,Pakistan,2020-06-26,2020-07-03,171666,198883,226100
115,Panama,2020-06-26,2020-07-03,24274,29905,35536
116,Papua New Guinea,2020-06-26,2020-07-03,8,11,14
117,Paraguay,2020-06-26,2020-07-03,1336,1711,2086
118,Peru,2020-06-26,2020-07-03,247925,272364,296803
119,Philippines,2020-06-26,2020-07-03,28459,34073,39687
120,Poland,2020-06-26,2020-07-03,31316,33395,35474
121,Portugal,2020-06-26,2020-07-03,38464,40866,43268
122,Qatar,2020-06-26,2020-07-03,85462,92784,100106
123,Romania,2020-06-26,2020-07-03,23400,25697,27994
124,Russia,2020-06-26,2020-07-03,568292,619936,671580
125,Rwanda,2020-06-26,2020-07-03,661,858,1055
126,Saint Lucia,2020-06-26,2020-07-03,19,19,19
127,Saint Vincent and the Grenadines,2020-06-26,2020-07-03,29,29,29
128,San Marino,2020-06-26,2020-07-03,696,698,700
129,Saudi Arabia,2020-06-26,2020-07-03,150292,174577,198862
130,Senegal,2020-06-26,2020-07-03,5639,6354,7069
131,Serbia,2020-06-26,2020-07-03,12709,13565,14421
132,Seychelles,2020-06-26,2020-07-03,11,11,11
133,Singapore,2020-06-26,2020-07-03,41615,42955,44295
134,Slovakia,2020-06-26,2020-07-03,1576,1643,1710
135,Slovenia,2020-06-26,2020-07-03,1513,1558,1603
136,Somalia,2020-06-26,2020-07-03,2719,2878,3037
137,South Africa,2020-06-26,2020-07-03,87715,124590,161465
138,Spain,2020-06-26,2020-07-03,245575,247905,250235
139,Sri Lanka,2020-06-26,2020-07-03,1950,2014,2078
140,Sudan,2020-06-26,2020-07-03,8316,9257,10198
141,Suriname,2020-06-26,2020-07-03,293,389,485
142,Sweden,2020-06-26,2020-07-03,58076,65137,72198
143,Switzerland,2020-06-26,2020-07-03,31235,31486,31737
144,Tanzania,2020-06-26,2020-07-03,509,509,509
145,Thailand,2020-06-26,2020-07-03,3146,3162,3178
146,Togo,2020-06-26,2020-07-03,555,591,627
147,Trinidad and Tobago,2020-06-26,2020-07-03,123,124,125
148,Tunisia,2020-06-26,2020-07-03,1146,1164,1182
149,Turkey,2020-06-26,2020-07-03,185245,194511,203777
150,Uganda,2020-06-26,2020-07-03,755,833,911
151,Ukraine,2020-06-26,2020-07-03,35755,41975,48195
152,United Arab Emirates,2020-06-26,2020-07-03,44145,46973,49801
153,United Kingdom,2020-06-26,2020-07-03,303285,310836,318387
154,Uruguay,2020-06-26,2020-07-03,853,919,985
155,US,2020-06-26,2020-07-03,2222579,2467554,2712529
156,Uzbekistan,2020-06-26,2020-07-03,5946,7427,8908
157,Venezuela,2020-06-26,2020-07-03,3591,4779,5967
158,Vietnam,2020-06-26,2020-07-03,349,353,357
159,Zambia,2020-06-26,2020-07-03,1430,1531,1632
160,Zimbabwe,2020-06-26,2020-07-03,479,561,643
161,Dominica,2020-06-26,2020-07-03,18,18,18
162,Grenada,2020-06-26,2020-07-03,23,23,23
163,Mozambique,2020-06-26,2020-07-03,668,816,964
164,Syria,2020-06-26,2020-07-03,187,255,323
165,Timor-Leste,2020-06-26,2020-07-03,24,24,24
166,Belize,2020-06-26,2020-07-03,22,24,26
167,Laos,2020-06-26,2020-07-03,19,19,19
168,Libya,2020-06-26,2020-07-03,520,713,906
169,West Bank and Gaza,2020-06-26,2020-07-03,675,1557,2439
170,Guinea-Bissau,2020-06-26,2020-07-03,1541,1614,1687
171,Mali,2020-06-26,2020-07-03,1923,2060,2197
172,Saint Kitts and Nevis,2020-06-26,2020-07-03,15,15,15
