,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-09-16,2020-09-23,38544,38855,39166
1,Albania,2020-09-16,2020-09-23,10704,11816,12928
2,Algeria,2020-09-16,2020-09-23,47216,48966,50716
3,Andorra,2020-09-16,2020-09-23,1301,1483,1665
4,Angola,2020-09-16,2020-09-23,3092,3675,4258
5,Antigua and Barbuda,2020-09-16,2020-09-23,95,95,95
6,Argentina,2020-09-16,2020-09-23,512293,589012,665731
7,Armenia,2020-09-16,2020-09-23,45152,46376,47600
8,Australia,2020-09-16,2020-09-23,26524,26813,27102
9,Austria,2020-09-16,2020-09-23,30583,35073,39563
10,Azerbaijan,2020-09-16,2020-09-23,37732,38658,39584
11,Bahamas,2020-09-16,2020-09-23,2721,3087,3453
12,Bahrain,2020-09-16,2020-09-23,57450,62484,67518
13,Bangladesh,2020-09-16,2020-09-23,331078,342671,354264
14,Barbados,2020-09-16,2020-09-23,180,185,190
15,Belarus,2020-09-16,2020-09-23,73402,74763,76124
16,Belgium,2020-09-16,2020-09-23,89691,95948,102205
17,Benin,2020-09-16,2020-09-23,2242,2280,2318
18,Bhutan,2020-09-16,2020-09-23,234,246,258
19,Bolivia,2020-09-16,2020-09-23,123345,128872,134399
20,Bosnia and Herzegovina,2020-09-16,2020-09-23,22258,24211,26164
21,Brazil,2020-09-16,2020-09-23,4197889,4419083,4640277
22,Brunei,2020-09-16,2020-09-23,145,145,145
23,Bulgaria,2020-09-16,2020-09-23,17435,18390,19345
24,Burkina Faso,2020-09-16,2020-09-23,1476,1748,2020
25,Cabo Verde,2020-09-16,2020-09-23,4473,4978,5483
26,Cambodia,2020-09-16,2020-09-23,274,275,276
27,Cameroon,2020-09-16,2020-09-23,19848,20303,20758
28,Canada,2020-09-16,2020-09-23,136135,141852,147569
29,Central African Republic,2020-09-16,2020-09-23,4736,4782,4828
30,Chad,2020-09-16,2020-09-23,1048,1090,1132
31,Chile,2020-09-16,2020-09-23,427027,439287,451547
32,China,2020-09-16,2020-09-23,90100,90253,90406
33,Colombia,2020-09-16,2020-09-23,686851,736377,785903
34,Congo (Brazzaville),2020-09-16,2020-09-23,4891,4934,4977
35,Congo (Kinshasa),2020-09-16,2020-09-23,10324,10414,10504
36,Costa Rica,2020-09-16,2020-09-23,51224,59516,67808
37,Cote d'Ivoire,2020-09-16,2020-09-23,18815,19132,19449
38,Croatia,2020-09-16,2020-09-23,12626,14029,15432
39,Diamond Princess,2020-09-16,2020-09-23,712,712,712
40,Cuba,2020-09-16,2020-09-23,4459,4876,5293
41,Cyprus,2020-09-16,2020-09-23,1514,1548,1582
42,Czechia,2020-09-16,2020-09-23,31036,41032,51028
43,Denmark,2020-09-16,2020-09-23,19036,21013,22990
44,Djibouti,2020-09-16,2020-09-23,5391,5399,5407
45,Dominican Republic,2020-09-16,2020-09-23,100937,105521,110105
46,Ecuador,2020-09-16,2020-09-23,112166,121525,130884
47,Egypt,2020-09-16,2020-09-23,100403,101500,102597
48,El Salvador,2020-09-16,2020-09-23,26602,27163,27724
49,Equatorial Guinea,2020-09-16,2020-09-23,4990,5000,5010
