,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-12-08,2020-12-15,46516,47716,48916
1,Albania,2020-12-08,2020-12-15,39014,44436,49858
2,Algeria,2020-12-08,2020-12-15,84152,89416,94680
3,Andorra,2020-12-08,2020-12-15,6790,7127,7464
4,Angola,2020-12-08,2020-12-15,15251,15729,16207
5,Antigua and Barbuda,2020-12-08,2020-12-15,142,146,150
6,Argentina,2020-12-08,2020-12-15,1432570,1469919,1507268
7,Armenia,2020-12-08,2020-12-15,135967,142928,149889
8,Australia,2020-12-08,2020-12-15,27923,27993,28063
9,Austria,2020-12-08,2020-12-15,285489,308070,330651
10,Azerbaijan,2020-12-08,2020-12-15,125602,154152,182702
11,Bahamas,2020-12-08,2020-12-15,7543,7579,7615
12,Bahrain,2020-12-08,2020-12-15,87137,88294,89451
13,Bangladesh,2020-12-08,2020-12-15,467225,481945,496665
14,Barbados,2020-12-08,2020-12-15,278,289,300
15,Belarus,2020-12-08,2020-12-15,138219,150602,162985
16,Belgium,2020-12-08,2020-12-15,579212,594572,609932
17,Benin,2020-12-08,2020-12-15,3015,3073,3131
18,Bhutan,2020-12-08,2020-12-15,414,433,452
19,Bolivia,2020-12-08,2020-12-15,144810,145846,146882
20,Bosnia and Herzegovina,2020-12-08,2020-12-15,89085,96021,102957
21,Brazil,2020-12-08,2020-12-15,6386787,6674999,6963211
22,Brunei,2020-12-08,2020-12-15,151,152,153
23,Bulgaria,2020-12-08,2020-12-15,148775,168165,187555
24,Burkina Faso,2020-12-08,2020-12-15,2931,3469,4007
25,Cabo Verde,2020-12-08,2020-12-15,10816,11118,11420
26,Cambodia,2020-12-08,2020-12-15,329,354,379
27,Cameroon,2020-12-08,2020-12-15,24487,24752,25017
28,Canada,2020-12-08,2020-12-15,387052,432743,478434
29,Central African Republic,2020-12-08,2020-12-15,4918,4927,4936
30,Chad,2020-12-08,2020-12-15,1700,1729,1758
31,Chile,2020-12-08,2020-12-15,552864,563534,574204
32,China,2020-12-08,2020-12-15,92993,93782,94571
33,Colombia,2020-12-08,2020-12-15,1324792,1384610,1444428
34,Congo (Brazzaville),2020-12-08,2020-12-15,5774,5774,5774
35,Congo (Kinshasa),2020-12-08,2020-12-15,12859,13750,14641
36,Costa Rica,2020-12-08,2020-12-15,140172,147430,154688
37,Cote d'Ivoire,2020-12-08,2020-12-15,21334,21513,21692
38,Croatia,2020-12-08,2020-12-15,131342,154852,178362
39,Diamond Princess,2020-12-08,2020-12-15,712,712,712
40,Cuba,2020-12-08,2020-12-15,8381,8982,9583
41,Cyprus,2020-12-08,2020-12-15,10883,13286,15689
42,Czechia,2020-12-08,2020-12-15,528474,551070,573666
43,Denmark,2020-12-08,2020-12-15,82470,95332,108194
44,Djibouti,2020-12-08,2020-12-15,5680,5714,5748
45,Dominican Republic,2020-12-08,2020-12-15,144302,149630,154958
46,Ecuador,2020-12-08,2020-12-15,193673,198752,203831
47,Egypt,2020-12-08,2020-12-15,116303,119281,122259
48,El Salvador,2020-12-08,2020-12-15,39130,40551,41972
49,Equatorial Guinea,2020-12-08,2020-12-15,5156,5166,5176
50,Eritrea,2020-12-08,2020-12-15,577,649,721
51,Estonia,2020-12-08,2020-12-15,12497,15510,18523
52,Eswatini,2020-12-08,2020-12-15,6442,6563,6684
53,Ethiopia,2020-12-08,2020-12-15,110554,114266,117978
54,Fiji,2020-12-08,2020-12-15,42,44,46
55,Finland,2020-12-08,2020-12-15,25462,28242,31022
56,France,2020-12-08,2020-12-15,2283172,2363196,2443220
57,Gabon,2020-12-08,2020-12-15,9214,9278,9342
58,Gambia,2020-12-08,2020-12-15,3743,3776,3809
59,Georgia,2020-12-08,2020-12-15,139343,169649,199955
60,Germany,2020-12-08,2020-12-15,1094678,1229269,1363860
61,Ghana,2020-12-08,2020-12-15,51667,52500,53333
62,Greece,2020-12-08,2020-12-15,107470,118045,128620
63,Guatemala,2020-12-08,2020-12-15,122774,126473,130172
64,Guinea,2020-12-08,2020-12-15,13119,13264,13409
65,Guyana,2020-12-08,2020-12-15,5423,5700,5977
66,Haiti,2020-12-08,2020-12-15,9296,9399,9502
67,Holy See,2020-12-08,2020-12-15,27,27,27
68,Honduras,2020-12-08,2020-12-15,108253,111707,115161
69,Hungary,2020-12-08,2020-12-15,221073,256367,291661
70,Iceland,2020-12-08,2020-12-15,5413,5506,5599
71,India,2020-12-08,2020-12-15,9499413,9735850,9972287
72,Indonesia,2020-12-08,2020-12-15,543975,586842,629709
73,Iran,2020-12-08,2020-12-15,975951,1062397,1148843
74,Iraq,2020-12-08,2020-12-15,554767,568138,581509
75,Ireland,2020-12-08,2020-12-15,72798,74682,76566
76,Israel,2020-12-08,2020-12-15,338389,348285,358181
77,Italy,2020-12-08,2020-12-15,1620901,1757394,1893887
78,Jamaica,2020-12-08,2020-12-15,10810,11271,11732
79,Japan,2020-12-08,2020-12-15,150976,166592,182208
80,Jordan,2020-12-08,2020-12-15,223617,247131,270645
81,Kazakhstan,2020-12-08,2020-12-15,175565,181721,187877
82,Kenya,2020-12-08,2020-12-15,84169,89100,94031
83,"Korea, South",2020-12-08,2020-12-15,35163,39432,43701
84,Kuwait,2020-12-08,2020-12-15,142992,144900,146808
85,Kyrgyzstan,2020-12-08,2020-12-15,73178,75690,78202
86,Latvia,2020-12-08,2020-12-15,17687,22104,26521
87,Lebanon,2020-12-08,2020-12-15,129455,139135,148815
88,Liberia,2020-12-08,2020-12-15,1595,1676,1757
89,Liechtenstein,2020-12-08,2020-12-15,1286,1404,1522
90,Lithuania,2020-12-08,2020-12-15,62515,77426,92337
91,Luxembourg,2020-12-08,2020-12-15,35129,38476,41823
92,Madagascar,2020-12-08,2020-12-15,17341,17473,17605
93,Malaysia,2020-12-08,2020-12-15,67169,75306,83443
94,Maldives,2020-12-08,2020-12-15,13049,13248,13447
95,Malta,2020-12-08,2020-12-15,9975,10699,11423
96,Mauritania,2020-12-08,2020-12-15,8710,9876,11042
97,Mauritius,2020-12-08,2020-12-15,505,515,525
98,Mexico,2020-12-08,2020-12-15,1122362,1193255,1264148
99,Moldova,2020-12-08,2020-12-15,108863,119204,129545
100,Monaco,2020-12-08,2020-12-15,617,648,679
101,Mongolia,2020-12-08,2020-12-15,812,893,974
102,Montenegro,2020-12-08,2020-12-15,35849,39153,42457
103,Morocco,2020-12-08,2020-12-15,359844,384088,408332
104,Namibia,2020-12-08,2020-12-15,14416,15298,16180
105,Nepal,2020-12-08,2020-12-15,233452,243377,253302
106,Netherlands,2020-12-08,2020-12-15,536129,579997,623865
107,New Zealand,2020-12-08,2020-12-15,2060,2088,2116
108,Nicaragua,2020-12-08,2020-12-15,5838,5887,5936
109,Niger,2020-12-08,2020-12-15,1586,1987,2388
110,Nigeria,2020-12-08,2020-12-15,67838,70195,72552
111,North Macedonia,2020-12-08,2020-12-15,62945,69452,75959
112,Norway,2020-12-08,2020-12-15,36591,39163,41735
113,Oman,2020-12-08,2020-12-15,123908,125325,126742
114,Pakistan,2020-12-08,2020-12-15,403311,426142,448973
115,Panama,2020-12-08,2020-12-15,167311,181166,195021
116,Papua New Guinea,2020-12-08,2020-12-15,669,684,699
117,Paraguay,2020-12-08,2020-12-15,83479,89421,95363
118,Peru,2020-12-08,2020-12-15,963605,973912,984219
119,Philippines,2020-12-08,2020-12-15,432925,442785,452645
120,Poland,2020-12-08,2020-12-15,999924,1076180,1152436
121,Portugal,2020-12-08,2020-12-15,300462,327976,355490
122,Qatar,2020-12-08,2020-12-15,139001,140203,141405
123,Romania,2020-12-08,2020-12-15,479634,524675,569716
124,Russia,2020-12-08,2020-12-15,2302062,2492713,2683364
125,Rwanda,2020-12-08,2020-12-15,5948,6237,6526
126,Saint Lucia,2020-12-08,2020-12-15,259,270,281
127,Saint Vincent and the Grenadines,2020-12-08,2020-12-15,85,87,89
128,San Marino,2020-12-08,2020-12-15,1650,1800,1950
129,Saudi Arabia,2020-12-08,2020-12-15,357623,359115,360607
130,Senegal,2020-12-08,2020-12-15,16107,16596,17085
131,Serbia,2020-12-08,2020-12-15,183437,234027,284617
132,Seychelles,2020-12-08,2020-12-15,183,184,185
133,Singapore,2020-12-08,2020-12-15,58228,58285,58342
134,Slovakia,2020-12-08,2020-12-15,107183,119232,131281
135,Slovenia,2020-12-08,2020-12-15,77135,87936,98737
136,Somalia,2020-12-08,2020-12-15,4451,4579,4707
137,South Africa,2020-12-08,2020-12-15,792299,821889,851479
138,Spain,2020-12-08,2020-12-15,1656444,1702328,1748212
139,Sri Lanka,2020-12-08,2020-12-15,24532,29378,34224
140,Sudan,2020-12-08,2020-12-15,18045,19747,21449
141,Suriname,2020-12-08,2020-12-15,5319,5326,5333
142,Sweden,2020-12-08,2020-12-15,260758,297732,334706
143,Switzerland,2020-12-08,2020-12-15,330874,358568,386262
144,Tanzania,2020-12-08,2020-12-15,509,509,509
145,Thailand,2020-12-08,2020-12-15,4026,4151,4276
146,Togo,2020-12-08,2020-12-15,2997,3132,3267
147,Trinidad and Tobago,2020-12-08,2020-12-15,6685,6782,6879
148,Tunisia,2020-12-08,2020-12-15,96769,105445,114121
149,Turkey,2020-12-08,2020-12-15,668957,893630,1118303
150,Uganda,2020-12-08,2020-12-15,21035,23200,25365
151,Ukraine,2020-12-08,2020-12-15,765117,855054,944991
152,United Arab Emirates,2020-12-08,2020-12-15,170149,178837,187525
153,United Kingdom,2020-12-08,2020-12-15,1647230,1754911,1862592
154,Uruguay,2020-12-08,2020-12-15,6024,7806,9588
155,US,2020-12-08,2020-12-15,13721822,15165159,16608496
156,Uzbekistan,2020-12-08,2020-12-15,73276,74206,75136
157,Venezuela,2020-12-08,2020-12-15,102621,105384,108147
158,Vietnam,2020-12-08,2020-12-15,1351,1377,1403
159,Zambia,2020-12-08,2020-12-15,17665,17963,18261
160,Zimbabwe,2020-12-08,2020-12-15,10129,10912,11695
161,Dominica,2020-12-08,2020-12-15,85,85,85
162,Grenada,2020-12-08,2020-12-15,41,43,45
163,Mozambique,2020-12-08,2020-12-15,15770,16373,16976
164,Syria,2020-12-08,2020-12-15,7973,8580,9187
165,Timor-Leste,2020-12-08,2020-12-15,30,31,32
166,Belize,2020-12-08,2020-12-15,5854,8013,10172
167,Laos,2020-12-08,2020-12-15,39,41,43
168,Libya,2020-12-08,2020-12-15,83417,87986,92555
169,West Bank and Gaza,2020-12-08,2020-12-15,88004,101109,114214
170,Guinea-Bissau,2020-12-08,2020-12-15,2441,2444,2447
171,Mali,2020-12-08,2020-12-15,4762,5442,6122
172,Saint Kitts and Nevis,2020-12-08,2020-12-15,22,25,28
