,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2021-01-28,2021-02-04,54403,54891,55379
1,Albania,2021-01-28,2021-02-04,69916,75454,80992
2,Algeria,2021-01-28,2021-02-04,104852,106610,108368
3,Andorra,2021-01-28,2021-02-04,9379,9779,10179
4,Angola,2021-01-28,2021-02-04,19177,19672,20167
5,Antigua and Barbuda,2021-01-28,2021-02-04,192,215,238
6,Argentina,2021-01-28,2021-02-04,1843077,1905524,1967971
7,Armenia,2021-01-28,2021-02-04,165528,166669,167810
8,Australia,2021-01-28,2021-02-04,28755,28799,28843
9,Austria,2021-01-28,2021-02-04,399798,410230,420662
10,Azerbaijan,2021-01-28,2021-02-04,228246,229793,231340
11,Bahamas,2021-01-28,2021-02-04,8088,8161,8234
12,Bahrain,2021-01-28,2021-02-04,98878,101503,104128
13,Bangladesh,2021-01-28,2021-02-04,530271,533953,537635
14,Barbados,2021-01-28,2021-02-04,1156,1477,1798
15,Belarus,2021-01-28,2021-02-04,232298,242851,253404
16,Belgium,2021-01-28,2021-02-04,686827,702437,718047
17,Benin,2021-01-28,2021-02-04,3582,3786,3990
18,Bhutan,2021-01-28,2021-02-04,850,857,864
19,Bolivia,2021-01-28,2021-02-04,196393,210726,225059
20,Bosnia and Herzegovina,2021-01-28,2021-02-04,119206,121194,123182
21,Brazil,2021-01-28,2021-02-04,8697368,9058687,9420006
22,Brunei,2021-01-28,2021-02-04,174,180,186
23,Bulgaria,2021-01-28,2021-02-04,213864,217574,221284
24,Burkina Faso,2021-01-28,2021-02-04,9719,10377,11035
25,Cabo Verde,2021-01-28,2021-02-04,13307,13784,14261
26,Cambodia,2021-01-28,2021-02-04,456,463,470
27,Cameroon,2021-01-28,2021-02-04,28010,29617,31224
28,Canada,2021-01-28,2021-02-04,736441,770427,804413
29,Central African Republic,2021-01-28,2021-02-04,4974,4981,4988
30,Chad,2021-01-28,2021-02-04,3065,3296,3527
31,Chile,2021-01-28,2021-02-04,685107,714143,743179
32,China,2021-01-28,2021-02-04,98786,99746,100706
33,Colombia,2021-01-28,2021-02-04,1972345,2067575,2162805
34,Congo (Brazzaville),2021-01-28,2021-02-04,7794,7887,7980
35,Congo (Kinshasa),2021-01-28,2021-02-04,21398,22322,23246
36,Costa Rica,2021-01-28,2021-02-04,188477,192637,196797
37,Cote d'Ivoire,2021-01-28,2021-02-04,25751,27694,29637
38,Croatia,2021-01-28,2021-02-04,227326,230978,234630
39,Diamond Princess,2021-01-28,2021-02-04,712,712,712
40,Cuba,2021-01-28,2021-02-04,19530,24105,28680
41,Cyprus,2021-01-28,2021-02-04,29636,30538,31440
42,Czechia,2021-01-28,2021-02-04,917359,964660,1011961
43,Denmark,2021-01-28,2021-02-04,192947,197892,202837
44,Djibouti,2021-01-28,2021-02-04,5916,5929,5942
45,Dominican Republic,2021-01-28,2021-02-04,199672,208610,217548
46,Ecuador,2021-01-28,2021-02-04,236189,246000,255811
47,Egypt,2021-01-28,2021-02-04,159715,164282,168849
48,El Salvador,2021-01-28,2021-02-04,52388,53989,55590
49,Equatorial Guinea,2021-01-28,2021-02-04,5365,5492,5619
50,Eritrea,2021-01-28,2021-02-04,1913,2085,2257
51,Estonia,2021-01-28,2021-02-04,39212,42656,46100
52,Eswatini,2021-01-28,2021-02-04,14017,15283,16549
53,Ethiopia,2021-01-28,2021-02-04,132326,135594,138862
54,Fiji,2021-01-28,2021-02-04,55,55,55
55,Finland,2021-01-28,2021-02-04,41565,44039,46513
56,France,2021-01-28,2021-02-04,3046371,3166145,3285919
57,Gabon,2021-01-28,2021-02-04,10120,10536,10952
58,Gambia,2021-01-28,2021-02-04,3950,4019,4088
59,Georgia,2021-01-28,2021-02-04,251071,256287,261503
60,Germany,2021-01-28,2021-02-04,2108895,2194562,2280229
61,Ghana,2021-01-28,2021-02-04,59480,63883,68286
62,Greece,2021-01-28,2021-02-04,150479,154796,159113
63,Guatemala,2021-01-28,2021-02-04,152395,157595,162795
64,Guinea,2021-01-28,2021-02-04,14236,14435,14634
65,Guyana,2021-01-28,2021-02-04,7067,7470,7873
66,Haiti,2021-01-28,2021-02-04,10963,11286,11609
67,Holy See,2021-01-28,2021-02-04,27,27,27
68,Honduras,2021-01-28,2021-02-04,138044,144992,151940
69,Hungary,2021-01-28,2021-02-04,355662,363450,371238
70,Iceland,2021-01-28,2021-02-04,5981,6001,6021
71,India,2021-01-28,2021-02-04,10625428,10720048,10814668
72,Indonesia,2021-01-28,2021-02-04,951651,1037993,1124335
73,Iran,2021-01-28,2021-02-04,1354520,1398841,1443162
74,Iraq,2021-01-28,2021-02-04,611407,617202,622997
75,Ireland,2021-01-28,2021-02-04,181922,193645,205368
76,Israel,2021-01-28,2021-02-04,582869,628895,674921
77,Italy,2021-01-28,2021-02-04,2428221,2515507,2602793
78,Jamaica,2021-01-28,2021-02-04,14550,15435,16320
79,Japan,2021-01-28,2021-02-04,352129,380644,409159
80,Jordan,2021-01-28,2021-02-04,318181,324169,330157
81,Kazakhstan,2021-01-28,2021-02-04,221053,231716,242379
82,Kenya,2021-01-28,2021-02-04,99630,100422,101214
83,"Korea, South",2021-01-28,2021-02-04,74262,77395,80528
84,Kuwait,2021-01-28,2021-02-04,159834,163450,167066
85,Kyrgyzstan,2021-01-28,2021-02-04,83585,84303,85021
86,Latvia,2021-01-28,2021-02-04,58710,63992,69274
87,Lebanon,2021-01-28,2021-02-04,269241,293157,317073
88,Liberia,2021-01-28,2021-02-04,1901,1936,1971
89,Liechtenstein,2021-01-28,2021-02-04,2415,2475,2535
90,Lithuania,2021-01-28,2021-02-04,173819,180170,186521
91,Luxembourg,2021-01-28,2021-02-04,49319,50228,51137
92,Madagascar,2021-01-28,2021-02-04,18301,18743,19185
93,Malaysia,2021-01-28,2021-02-04,172549,198208,223867
94,Maldives,2021-01-28,2021-02-04,14765,15496,16227
95,Malta,2021-01-28,2021-02-04,16280,17400,18520
96,Mauritania,2021-01-28,2021-02-04,16266,16543,16820
97,Mauritius,2021-01-28,2021-02-04,556,569,582
98,Mexico,2021-01-28,2021-02-04,1711283,1825519,1939755
99,Moldova,2021-01-28,2021-02-04,154788,158309,161830
100,Monaco,2021-01-28,2021-02-04,1287,1430,1573
101,Mongolia,2021-01-28,2021-02-04,1592,1710,1828
102,Montenegro,2021-01-28,2021-02-04,56998,60288,63578
103,Morocco,2021-01-28,2021-02-04,463706,469139,474572
104,Namibia,2021-01-28,2021-02-04,31515,33459,35403
105,Nepal,2021-01-28,2021-02-04,268646,270588,272530
106,Netherlands,2021-01-28,2021-02-04,945948,979702,1013456
107,New Zealand,2021-01-28,2021-02-04,2276,2305,2334
108,Nicaragua,2021-01-28,2021-02-04,6204,6253,6302
109,Niger,2021-01-28,2021-02-04,4267,4474,4681
110,Nigeria,2021-01-28,2021-02-04,116655,127024,137393
111,North Macedonia,2021-01-28,2021-02-04,89817,91891,93965
112,Norway,2021-01-28,2021-02-04,60259,62276,64293
113,Oman,2021-01-28,2021-02-04,132486,133728,134970
114,Pakistan,2021-01-28,2021-02-04,528891,541031,553171
115,Panama,2021-01-28,2021-02-04,305752,316808,327864
116,Papua New Guinea,2021-01-28,2021-02-04,835,851,867
117,Paraguay,2021-01-28,2021-02-04,125518,130917,136316
118,Peru,2021-01-28,2021-02-04,1073214,1113970,1154726
119,Philippines,2021-01-28,2021-02-04,507717,519575,531433
120,Poland,2021-01-28,2021-02-04,1457755,1496665,1535575
121,Portugal,2021-01-28,2021-02-04,595149,685383,775617
122,Qatar,2021-01-28,2021-02-04,148258,150280,152302
123,Romania,2021-01-28,2021-02-04,703776,721513,739250
124,Russia,2021-01-28,2021-02-04,3616680,3752548,3888416
125,Rwanda,2021-01-28,2021-02-04,12170,14529,16888
126,Saint Lucia,2021-01-28,2021-02-04,718,1029,1340
127,Saint Vincent and the Grenadines,2021-01-28,2021-02-04,690,827,964
128,San Marino,2021-01-28,2021-02-04,2833,2969,3105
129,Saudi Arabia,2021-01-28,2021-02-04,365775,367276,368777
130,Senegal,2021-01-28,2021-02-04,23909,25711,27513
131,Serbia,2021-01-28,2021-02-04,379093,390637,402181
132,Seychelles,2021-01-28,2021-02-04,762,1149,1536
133,Singapore,2021-01-28,2021-02-04,59235,59425,59615
134,Slovakia,2021-01-28,2021-02-04,231242,243427,255612
135,Slovenia,2021-01-28,2021-02-04,154306,163235,172164
136,Somalia,2021-01-28,2021-02-04,4744,4784,4824
137,South Africa,2021-01-28,2021-02-04,1380807,1437798,1494789
138,Spain,2021-01-28,2021-02-04,2456675,2705001,2953327
139,Sri Lanka,2021-01-28,2021-02-04,56076,61586,67096
140,Sudan,2021-01-28,2021-02-04,28522,29066,29610
141,Suriname,2021-01-28,2021-02-04,7880,8293,8706
142,Sweden,2021-01-28,2021-02-04,542952,564557,586162
143,Switzerland,2021-01-28,2021-02-04,507123,519404,531685
144,Tanzania,2021-01-28,2021-02-04,509,509,509
145,Thailand,2021-01-28,2021-02-04,12795,16221,19647
146,Togo,2021-01-28,2021-02-04,4505,4922,5339
147,Trinidad and Tobago,2021-01-28,2021-02-04,7450,7520,7590
148,Tunisia,2021-01-28,2021-02-04,190884,204351,217818
149,Turkey,2021-01-28,2021-02-04,2412505,2457118,2501731
150,Uganda,2021-01-28,2021-02-04,38806,39424,40042
151,Ukraine,2021-01-28,2021-02-04,1216780,1247674,1278568
152,United Arab Emirates,2021-01-28,2021-02-04,267258,293052,318846
153,United Kingdom,2021-01-28,2021-02-04,3553773,3754448,3955123
154,Uruguay,2021-01-28,2021-02-04,34992,39887,44782
155,US,2021-01-28,2021-02-04,24656646,25766681,26876716
156,Uzbekistan,2021-01-28,2021-02-04,78219,78556,78893
157,Venezuela,2021-01-28,2021-02-04,122260,125364,128468
158,Vietnam,2021-01-28,2021-02-04,1546,1651,1756
159,Zambia,2021-01-28,2021-02-04,42213,50319,58425
160,Zimbabwe,2021-01-28,2021-02-04,30047,32646,35245
161,Dominica,2021-01-28,2021-02-04,113,117,121
162,Grenada,2021-01-28,2021-02-04,139,148,157
163,Mozambique,2021-01-28,2021-02-04,30225,35833,41441
164,Syria,2021-01-28,2021-02-04,13398,13885,14372
165,Timor-Leste,2021-01-28,2021-02-04,53,68,83
166,Belize,2021-01-28,2021-02-04,11676,11845,12014
167,Laos,2021-01-28,2021-02-04,41,44,47
168,Libya,2021-01-28,2021-02-04,111746,116779,121812
169,West Bank and Gaza,2021-01-28,2021-02-04,154063,157593,161123
170,Guinea-Bissau,2021-01-28,2021-02-04,2510,2532,2554
171,Mali,2021-01-28,2021-02-04,7911,8056,8201
172,Saint Kitts and Nevis,2021-01-28,2021-02-04,35,37,39
173,Kosovo,2021-01-28,2021-02-04,57028,58988,60948
174,Burma,2021-01-28,2021-02-04,136166,139152,142138
175,MS Zaandam,2021-01-28,2021-02-04,9,9,9
176,Botswana,2021-01-28,2021-02-04,19654,21293,22932
177,Burundi,2021-01-28,2021-02-04,1358,1584,1810
178,Sierra Leone,2021-01-28,2021-02-04,3081,3282,3483
179,Malawi,2021-01-28,2021-02-04,16049,22304,28559
180,South Sudan,2021-01-28,2021-02-04,3788,3929,4070
181,Western Sahara,2021-01-28,2021-02-04,0,0,0
182,Sao Tome and Principe,2021-01-28,2021-02-04,1171,1232,1293
183,Yemen,2021-01-28,2021-02-04,2115,2120,2125
