,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2021-01-02,2021-01-09,50886,51526,52166
1,Albania,2021-01-02,2021-01-09,55755,58991,62227
2,Algeria,2021-01-02,2021-01-09,97857,100159,102461
3,Andorra,2021-01-02,2021-01-09,7806,8166,8526
4,Angola,2021-01-02,2021-01-09,17149,17608,18067
5,Antigua and Barbuda,2021-01-02,2021-01-09,155,159,163
6,Argentina,2021-01-02,2021-01-09,1578267,1634834,1691401
7,Armenia,2021-01-02,2021-01-09,157349,159798,162247
8,Australia,2021-01-02,2021-01-09,28308,28484,28660
9,Austria,2021-01-02,2021-01-09,350484,364302,378120
10,Azerbaijan,2021-01-02,2021-01-09,213192,219462,225732
11,Bahamas,2021-01-02,2021-01-09,7788,7887,7986
12,Bahrain,2021-01-02,2021-01-09,91518,93184,94850
13,Bangladesh,2021-01-02,2021-01-09,508099,515184,522269
14,Barbados,2021-01-02,2021-01-09,352,395,438
15,Belarus,2021-01-02,2021-01-09,184922,198125,211328
16,Belgium,2021-01-02,2021-01-09,638030,649169,660308
17,Benin,2021-01-02,2021-01-09,3205,3251,3297
18,Bhutan,2021-01-02,2021-01-09,597,710,823
19,Bolivia,2021-01-02,2021-01-09,154349,162055,169761
20,Bosnia and Herzegovina,2021-01-02,2021-01-09,109330,112143,114956
21,Brazil,2021-01-02,2021-01-09,7465806,7716405,7967004
22,Brunei,2021-01-02,2021-01-09,152,157,162
23,Bulgaria,2021-01-02,2021-01-09,197384,202880,208376
24,Burkina Faso,2021-01-02,2021-01-09,6255,6940,7625
25,Cabo Verde,2021-01-02,2021-01-09,11698,11883,12068
26,Cambodia,2021-01-02,2021-01-09,364,381,398
27,Cameroon,2021-01-02,2021-01-09,26277,26848,27419
28,Canada,2021-01-02,2021-01-09,544053,589935,635817
29,Central African Republic,2021-01-02,2021-01-09,4948,4963,4978
30,Chad,2021-01-02,2021-01-09,1986,2169,2352
31,Chile,2021-01-02,2021-01-09,598394,615902,633410
32,China,2021-01-02,2021-01-09,95541,96086,96631
33,Colombia,2021-01-02,2021-01-09,1584903,1666408,1747913
34,Congo (Brazzaville),2021-01-02,2021-01-09,6908,7107,7306
35,Congo (Kinshasa),2021-01-02,2021-01-09,16763,17998,19233
36,Costa Rica,2021-01-02,2021-01-09,162990,169321,175652
