,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-11-10,2020-11-17,41728,42463,43198
1,Albania,2020-11-10,2020-11-17,21904,25294,28684
2,Algeria,2020-11-10,2020-11-17,58979,63446,67913
3,Andorra,2020-11-10,2020-11-17,4910,5477,6044
4,Angola,2020-11-10,2020-11-17,11577,12816,14055
5,Antigua and Barbuda,2020-11-10,2020-11-17,128,131,134
6,Argentina,2020-11-10,2020-11-17,1195276,1262476,1329676
7,Armenia,2020-11-10,2020-11-17,94776,108687,122598
8,Australia,2020-11-10,2020-11-17,27622,27671,27720
9,Austria,2020-11-10,2020-11-17,118198,164866,211534
10,Azerbaijan,2020-11-10,2020-11-17,58282,67392,76502
11,Bahamas,2020-11-10,2020-11-17,6790,7012,7234
12,Bahrain,2020-11-10,2020-11-17,82363,83811,85259
13,Bangladesh,2020-11-10,2020-11-17,412647,423620,434593
14,Barbados,2020-11-10,2020-11-17,238,243,248
15,Belarus,2020-11-10,2020-11-17,101329,108300,115271
16,Belgium,2020-11-10,2020-11-17,452541,507475,562409
17,Benin,2020-11-10,2020-11-17,2683,2781,2879
18,Bhutan,2020-11-10,2020-11-17,358,364,370
19,Bolivia,2020-11-10,2020-11-17,141936,142664,143392
20,Bosnia and Herzegovina,2020-11-10,2020-11-17,53822,65024,76226
21,Brazil,2020-11-10,2020-11-17,5566049,5699005,5831961
22,Brunei,2020-11-10,2020-11-17,148,148,148
23,Bulgaria,2020-11-10,2020-11-17,60537,83366,106195
24,Burkina Faso,2020-11-10,2020-11-17,2530,2582,2634
25,Cabo Verde,2020-11-10,2020-11-17,8944,9499,10054
26,Cambodia,2020-11-10,2020-11-17,292,300,308
27,Cameroon,2020-11-10,2020-11-17,22103,22421,22739
28,Canada,2020-11-10,2020-11-17,247916,276479,305042
29,Central African Republic,2020-11-10,2020-11-17,4866,4884,4902
30,Chad,2020-11-10,2020-11-17,1513,1561,1609
31,Chile,2020-11-10,2020-11-17,514202,523907,533612
32,China,2020-11-10,2020-11-17,91478,91719,91960
33,Colombia,2020-11-10,2020-11-17,1099392,1155356,1211320
34,Congo (Brazzaville),2020-11-10,2020-11-17,5348,5379,5410
35,Congo (Kinshasa),2020-11-10,2020-11-17,11427,11642,11857
36,Costa Rica,2020-11-10,2020-11-17,112120,118566,125012
37,Cote d'Ivoire,2020-11-10,2020-11-17,20765,20847,20929
38,Croatia,2020-11-10,2020-11-17,54087,70243,86399
39,Diamond Princess,2020-11-10,2020-11-17,712,712,712
40,Cuba,2020-11-10,2020-11-17,7035,7392,7749
41,Cyprus,2020-11-10,2020-11-17,4934,6296,7658
42,Czechia,2020-11-10,2020-11-17,362985,429880,496775
43,Denmark,2020-11-10,2020-11-17,50106,57472,64838
44,Djibouti,2020-11-10,2020-11-17,5575,5633,5691
45,Dominican Republic,2020-11-10,2020-11-17,127848,131131,134414
46,Ecuador,2020-11-10,2020-11-17,170110,175711,181312
47,Egypt,2020-11-10,2020-11-17,108122,109654,111186
48,El Salvador,2020-11-10,2020-11-17,34015,35145,36275
49,Equatorial Guinea,2020-11-10,2020-11-17,5089,5102,5115
50,Eritrea,2020-11-10,2020-11-17,480,491,502
51,Estonia,2020-11-10,2020-11-17,5125,6376,7627
52,Eswatini,2020-11-10,2020-11-17,5942,6024,6106
53,Ethiopia,2020-11-10,2020-11-17,97502,100327,103152
54,Fiji,2020-11-10,2020-11-17,34,34,34
55,Finland,2020-11-10,2020-11-17,16637,18107,19577
56,France,2020-11-10,2020-11-17,1549174,1857309,2165444
57,Gabon,2020-11-10,2020-11-17,8984,9029,9074
58,Gambia,2020-11-10,2020-11-17,3679,3696,3713
59,Georgia,2020-11-10,2020-11-17,44522,63650,82778
60,Germany,2020-11-10,2020-11-17,577131,715693,854255
61,Ghana,2020-11-10,2020-11-17,48200,49302,50404
62,Greece,2020-11-10,2020-11-17,44246,60570,76894
63,Guatemala,2020-11-10,2020-11-17,108483,112129,115775
64,Guinea,2020-11-10,2020-11-17,12213,12484,12755
65,Guyana,2020-11-10,2020-11-17,4245,4530,4815
66,Haiti,2020-11-10,2020-11-17,9057,9137,9217
67,Holy See,2020-11-10,2020-11-17,27,27,27
68,Honduras,2020-11-10,2020-11-17,98688,100804,102920
69,Hungary,2020-11-10,2020-11-17,86769,118918,151067
70,Iceland,2020-11-10,2020-11-17,4957,5114,5271
71,India,2020-11-10,2020-11-17,8313876,8636011,8958146
72,Indonesia,2020-11-10,2020-11-17,418375,444348,470321
73,Iran,2020-11-10,2020-11-17,637712,703288,768864
74,Iraq,2020-11-10,2020-11-17,482296,505310,528324
75,Ireland,2020-11-10,2020-11-17,63048,65889,68730
76,Israel,2020-11-10,2020-11-17,316528,320661,324794
77,Italy,2020-11-10,2020-11-17,759829,995463,1231097
78,Jamaica,2020-11-10,2020-11-17,9296,9573,9850
79,Japan,2020-11-10,2020-11-17,103309,110487,117665
80,Jordan,2020-11-10,2020-11-17,86576,120982,155388
81,Kazakhstan,2020-11-10,2020-11-17,113741,117904,122067
