,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-07-23,2020-07-30,35070,35928,36786
1,Albania,2020-07-23,2020-07-30,3851,4466,5081
2,Algeria,2020-07-23,2020-07-30,21355,25484,29613
3,Andorra,2020-07-23,2020-07-30,877,889,901
4,Angola,2020-07-23,2020-07-30,607,851,1095
5,Antigua and Barbuda,2020-07-23,2020-07-30,74,76,78
6,Argentina,2020-07-23,2020-07-30,114783,148027,181271
7,Armenia,2020-07-23,2020-07-30,33559,36162,38765
8,Australia,2020-07-23,2020-07-30,11233,13595,15957
9,Austria,2020-07-23,2020-07-30,19270,20099,20928
10,Azerbaijan,2020-07-23,2020-07-30,26165,28980,31795
11,Bahamas,2020-07-23,2020-07-30,124,274,424
12,Bahrain,2020-07-23,2020-07-30,35084,37996,40908
13,Bangladesh,2020-07-23,2020-07-30,196323,216110,235897
14,Barbados,2020-07-23,2020-07-30,104,106,108
15,Belarus,2020-07-23,2020-07-30,65623,66688,67753
16,Belgium,2020-07-23,2020-07-30,63238,64847,66456
17,Benin,2020-07-23,2020-07-30,1463,1694,1925
18,Bhutan,2020-07-23,2020-07-30,86,92,98
19,Bolivia,2020-07-23,2020-07-30,54156,65252,76348
20,Bosnia and Herzegovina,2020-07-23,2020-07-30,7681,9462,11243
21,Brazil,2020-07-23,2020-07-30,2012151,2287475,2562799
22,Brunei,2020-07-23,2020-07-30,141,141,141
23,Bulgaria,2020-07-23,2020-07-30,8144,9853,11562
24,Burkina Faso,2020-07-23,2020-07-30,1038,1070,1102
25,Cabo Verde,2020-07-23,2020-07-30,1894,2190,2486
26,Cambodia,2020-07-23,2020-07-30,171,202,233
27,Cameroon,2020-07-23,2020-07-30,16157,16522,16887
28,Canada,2020-07-23,2020-07-30,111144,114398,117652
29,Central African Republic,2020-07-23,2020-07-30,4373,4590,4807
30,Chad,2020-07-23,2020-07-30,886,915,944
31,Chile,2020-07-23,2020-07-30,323698,338759,353820
32,China,2020-07-23,2020-07-30,85327,86045,86763
33,Colombia,2020-07-23,2020-07-30,173206,226373,279540
34,Congo (Brazzaville),2020-07-23,2020-07-30,2358,2851,3344
35,Congo (Kinshasa),2020-07-23,2020-07-30,8199,8720,9241
36,Costa Rica,2020-07-23,2020-07-30,9546,13129,16712
37,Cote d'Ivoire,2020-07-23,2020-07-30,13554,15001,16448
38,Croatia,2020-07-23,2020-07-30,4039,4634,5229
39,Diamond Princess,2020-07-23,2020-07-30,712,712,712
40,Cuba,2020-07-23,2020-07-30,2440,2466,2492
41,Cyprus,2020-07-23,2020-07-30,1031,1045,1059
