,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2021-02-14,2021-02-21,55335,55492,55649
1,Albania,2021-02-14,2021-02-21,85336,93075,100814
2,Algeria,2021-02-14,2021-02-21,109088,110711,112334
3,Andorra,2021-02-14,2021-02-21,10251,10503,10755
4,Angola,2021-02-14,2021-02-21,20086,20366,20646
5,Antigua and Barbuda,2021-02-14,2021-02-21,299,427,555
6,Argentina,2021-02-14,2021-02-21,1980347,2025798,2071249
7,Armenia,2021-02-14,2021-02-21,168088,169167,170246
8,Australia,2021-02-14,2021-02-21,28857,28900,28943
9,Austria,2021-02-14,2021-02-21,423839,433487,443135
10,Azerbaijan,2021-02-14,2021-02-21,231154,232123,233092
11,Bahamas,2021-02-14,2021-02-21,8256,8311,8366
12,Bahrain,2021-02-14,2021-02-21,107329,112742,118155
13,Bangladesh,2021-02-14,2021-02-21,538062,540592,543122
14,Barbados,2021-02-14,2021-02-21,1709,2061,2413
15,Belarus,2021-02-14,2021-02-21,258691,268687,278683
16,Belgium,2021-02-14,2021-02-21,725610,738631,751652
17,Benin,2021-02-14,2021-02-21,4193,4560,4927
18,Bhutan,2021-02-14,2021-02-21,861,864,867
19,Bolivia,2021-02-14,2021-02-21,227967,236732,245497
20,Bosnia and Herzegovina,2021-02-14,2021-02-21,123434,125402,127370
21,Brazil,2021-02-14,2021-02-21,9524640,9834513,10144386
22,Brunei,2021-02-14,2021-02-21,181,184,187
23,Bulgaria,2021-02-14,2021-02-21,223734,229679,235624
24,Burkina Faso,2021-02-14,2021-02-21,11285,11588,11891
25,Cabo Verde,2021-02-14,2021-02-21,14423,14741,15059
26,Cambodia,2021-02-14,2021-02-21,474,479,484
27,Cameroon,2021-02-14,2021-02-21,31394,32098,32802
28,Canada,2021-02-14,2021-02-21,809001,830612,852223
29,Central African Republic,2021-02-14,2021-02-21,4989,4996,5003
30,Chad,2021-02-14,2021-02-21,3497,3645,3793
31,Chile,2021-02-14,2021-02-21,751886,776209,800532
32,China,2021-02-14,2021-02-21,100389,100599,100809
33,Colombia,2021-02-14,2021-02-21,2157216,2195039,2232862
34,Congo (Brazzaville),2021-02-14,2021-02-21,8060,8419,8778
