,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-09-12,2020-09-19,38324,38641,38958
1,Albania,2020-09-12,2020-09-19,10102,11185,12268
2,Algeria,2020-09-12,2020-09-19,46071,48007,49943
3,Andorra,2020-09-12,2020-09-19,1215,1344,1473
4,Angola,2020-09-12,2020-09-19,2935,3335,3735
5,Antigua and Barbuda,2020-09-12,2020-09-19,95,95,95
6,Argentina,2020-09-12,2020-09-19,471806,546481,621156
7,Armenia,2020-09-12,2020-09-19,44649,45675,46701
8,Australia,2020-09-12,2020-09-19,26278,26651,27024
9,Austria,2020-09-12,2020-09-19,29087,32696,36305
10,Azerbaijan,2020-09-12,2020-09-19,37192,38172,39152
11,Bahamas,2020-09-12,2020-09-19,2476,2928,3380
12,Bahrain,2020-09-12,2020-09-19,54771,59586,64401
13,Bangladesh,2020-09-12,2020-09-19,323565,336044,348523
14,Barbados,2020-09-12,2020-09-19,178,180,182
15,Belarus,2020-09-12,2020-09-19,72663,73975,75287
16,Belgium,2020-09-12,2020-09-19,87825,92478,97131
17,Benin,2020-09-12,2020-09-19,2213,2242,2271
18,Bhutan,2020-09-12,2020-09-19,228,244,260
19,Bolivia,2020-09-12,2020-09-19,120241,125982,131723
20,Bosnia and Herzegovina,2020-09-12,2020-09-19,21439,23138,24837
21,Brazil,2020-09-12,2020-09-19,4123000,4315687,4508374
22,Brunei,2020-09-12,2020-09-19,145,145,145
23,Bulgaria,2020-09-12,2020-09-19,17050,17891,18732
24,Burkina Faso,2020-09-12,2020-09-19,1408,1514,1620
25,Cabo Verde,2020-09-12,2020-09-19,4275,4711,5147
26,Cambodia,2020-09-12,2020-09-19,274,275,276
27,Cameroon,2020-09-12,2020-09-19,19604,20009,20414
28,Canada,2020-09-12,2020-09-19,133511,138164,142817
29,Central African Republic,2020-09-12,2020-09-19,4729,4749,4769
30,Chad,2020-09-12,2020-09-19,1034,1083,1132
31,Chile,2020-09-12,2020-09-19,420434,432666,444898
32,China,2020-09-12,2020-09-19,90025,90168,90311
