,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2021-01-11,2021-01-18,53011,53538,54065
1,Albania,2021-01-11,2021-01-18,59623,63971,68319
2,Algeria,2021-01-11,2021-01-18,100645,102369,104093
3,Andorra,2021-01-11,2021-01-18,8249,8586,8923
4,Angola,2021-01-11,2021-01-18,17684,18254,18824
5,Antigua and Barbuda,2021-01-11,2021-01-18,160,176,192
6,Argentina,2021-01-11,2021-01-18,1648940,1730921,1812902
7,Armenia,2021-01-11,2021-01-18,160220,162288,164356
8,Australia,2021-01-11,2021-01-18,28517,28634,28751
9,Austria,2021-01-11,2021-01-18,367410,382258,397106
10,Azerbaijan,2021-01-11,2021-01-18,220599,224827,229055
11,Bahamas,2021-01-11,2021-01-18,7924,8004,8084
12,Bahrain,2021-01-11,2021-01-18,93766,95879,97992
13,Bangladesh,2021-01-11,2021-01-18,516929,523302,529675
14,Barbados,2021-01-11,2021-01-18,606,884,1162
15,Belarus,2021-01-11,2021-01-18,201831,213993,226155
16,Belgium,2021-01-11,2021-01-18,650887,665223,679559
17,Benin,2021-01-11,2021-01-18,3251,3363,3475
18,Bhutan,2021-01-11,2021-01-18,734,825,916
19,Bolivia,2021-01-11,2021-01-18,163671,175288,186905
20,Bosnia and Herzegovina,2021-01-11,2021-01-18,112645,115633,118621
21,Brazil,2021-01-11,2021-01-18,7753752,8131612,8509472
22,Brunei,2021-01-11,2021-01-18,172,173,174
23,Bulgaria,2021-01-11,2021-01-18,204080,209131,214182
24,Burkina Faso,2021-01-11,2021-01-18,7126,8279,9432
25,Cabo Verde,2021-01-11,2021-01-18,11949,12433,12917
26,Cambodia,2021-01-11,2021-01-18,382,392,402
27,Cameroon,2021-01-11,2021-01-18,26848,26848,26848
28,Canada,2021-01-11,2021-01-18,616134,672931,729728
29,Central African Republic,2021-01-11,2021-01-18,4963,4973,4983
30,Chad,2021-01-11,2021-01-18,2229,2589,2949
31,Chile,2021-01-11,2021-01-18,620641,645892,671143
32,China,2021-01-11,2021-01-18,96246,96920,97594
33,Colombia,2021-01-11,2021-01-18,1686131,1801903,1917675
34,Congo (Brazzaville),2021-01-11,2021-01-18,7107,7127,7147
35,Congo (Kinshasa),2021-01-11,2021-01-18,18153,19496,20839
36,Costa Rica,2021-01-11,2021-01-18,172436,180061,187686
37,Cote d'Ivoire,2021-01-11,2021-01-18,22800,23894,24988
38,Croatia,2021-01-11,2021-01-18,213319,220223,227127
39,Diamond Princess,2021-01-11,2021-01-18,712,712,712
40,Cuba,2021-01-11,2021-01-18,12740,15007,17274
41,Cyprus,2021-01-11,2021-01-18,24639,27638,30637
42,Czechia,2021-01-11,2021-01-18,746714,835454,924194
43,Denmark,2021-01-11,2021-01-18,171436,183400,195364
44,Djibouti,2021-01-11,2021-01-18,5846,5877,5908
45,Dominican Republic,2021-01-11,2021-01-18,175374,183282,191190
46,Ecuador,2021-01-11,2021-01-18,215080,221506,227932
47,Egypt,2021-01-11,2021-01-18,143464,150753,158042
48,El Salvador,2021-01-11,2021-01-18,47087,48905,50723
49,Equatorial Guinea,2021-01-11,2021-01-18,5279,5296,5313
50,Eritrea,2021-01-11,2021-01-18,1363,1556,1749
51,Estonia,2021-01-11,2021-01-18,29521,33805,38089
52,Eswatini,2021-01-11,2021-01-18,10138,11711,13284
53,Ethiopia,2021-01-11,2021-01-18,125919,128616,131313
54,Fiji,2021-01-11,2021-01-18,49,53,57
55,Finland,2021-01-11,2021-01-18,36919,38790,40661
56,France,2021-01-11,2021-01-18,2717059,2844680,2972301
57,Gabon,2021-01-11,2021-01-18,9605,9740,9875
58,Gambia,2021-01-11,2021-01-18,3800,3857,3914
59,Georgia,2021-01-11,2021-01-18,229763,239780,249797
60,Germany,2021-01-11,2021-01-18,1796216,1941116,2086016
61,Ghana,2021-01-11,2021-01-18,55168,56230,57292
62,Greece,2021-01-11,2021-01-18,140526,145179,149832
