,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-11-03,2020-11-10,41032,41728,42424
1,Albania,2020-11-03,2020-11-10,19729,21904,24079
2,Algeria,2020-11-03,2020-11-10,56706,58979,61252
3,Andorra,2020-11-03,2020-11-10,4410,4910,5410
4,Angola,2020-11-03,2020-11-10,9871,11577,13283
5,Antigua and Barbuda,2020-11-03,2020-11-10,124,128,132
6,Argentina,2020-11-03,2020-11-10,1116609,1195276,1273943
7,Armenia,2020-11-03,2020-11-10,80410,94776,109142
8,Australia,2020-11-03,2020-11-10,27553,27622,27691
9,Austria,2020-11-03,2020-11-10,86102,118198,150294
10,Azerbaijan,2020-11-03,2020-11-10,51149,58282,65415
11,Bahamas,2020-11-03,2020-11-10,6502,6790,7078
12,Bahrain,2020-11-03,2020-11-10,80765,82363,83961
13,Bangladesh,2020-11-03,2020-11-10,401586,412647,423708
14,Barbados,2020-11-03,2020-11-10,233,238,243
15,Belarus,2020-11-03,2020-11-10,94609,101329,108049
16,Belgium,2020-11-03,2020-11-10,347289,452541,557793
17,Benin,2020-11-03,2020-11-10,2557,2683,2809
18,Bhutan,2020-11-03,2020-11-10,345,358,371
19,Bolivia,2020-11-03,2020-11-10,141124,141936,142748
20,Bosnia and Herzegovina,2020-11-03,2020-11-10,43151,53822,64493
21,Brazil,2020-11-03,2020-11-10,5439641,5566049,5692457
22,Brunei,2020-11-03,2020-11-10,148,148,148
23,Bulgaria,2020-11-03,2020-11-10,42701,60537,78373
24,Burkina Faso,2020-11-03,2020-11-10,2466,2530,2594
25,Cabo Verde,2020-11-03,2020-11-10,8472,8944,9416
26,Cambodia,2020-11-03,2020-11-10,290,292,294
27,Cameroon,2020-11-03,2020-11-10,21793,22103,22413
28,Canada,2020-11-03,2020-11-10,225703,247916,270129
29,Central African Republic,2020-11-03,2020-11-10,4863,4866,4869
30,Chad,2020-11-03,2020-11-10,1460,1513,1566
