,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2021-01-01,2021-01-08,50810,51526,52242
1,Albania,2021-01-01,2021-01-08,55380,58316,61252
2,Algeria,2021-01-01,2021-01-08,97441,99897,102353
3,Andorra,2021-01-01,2021-01-08,7756,8117,8478
4,Angola,2021-01-01,2021-01-08,17099,17568,18037
5,Antigua and Barbuda,2021-01-01,2021-01-08,155,159,163
6,Argentina,2021-01-01,2021-01-08,1574554,1629594,1684634
7,Armenia,2021-01-01,2021-01-08,156763,159738,162713
8,Australia,2021-01-01,2021-01-08,28297,28460,28623
9,Austria,2021-01-01,2021-01-08,349055,362911,376767
10,Azerbaijan,2021-01-01,2021-01-08,211764,219041,226318
11,Bahamas,2021-01-01,2021-01-08,7788,7887,7986
12,Bahrain,2021-01-01,2021-01-08,91304,92913,94522
13,Bangladesh,2021-01-01,2021-01-08,507265,514500,521735
14,Barbados,2021-01-01,2021-01-08,347,395,443
15,Belarus,2021-01-01,2021-01-08,183006,196223,209440
16,Belgium,2021-01-01,2021-01-08,637246,648289,659332
17,Benin,2021-01-01,2021-01-08,3205,3251,3297
18,Bhutan,2021-01-01,2021-01-08,576,689,802
19,Bolivia,2021-01-01,2021-01-08,153590,160985,168380
20,Bosnia and Herzegovina,2021-01-01,2021-01-08,108891,112143,115395
21,Brazil,2021-01-01,2021-01-08,7448560,7700578,7952596
22,Brunei,2021-01-01,2021-01-08,152,157,162
23,Bulgaria,2021-01-01,2021-01-08,196915,202540,208165
24,Burkina Faso,2021-01-01,2021-01-08,6134,6828,7522
25,Cabo Verde,2021-01-01,2021-01-08,11696,11872,12048
26,Cambodia,2021-01-01,2021-01-08,363,379,395
27,Cameroon,2021-01-01,2021-01-08,26277,26848,27419
28,Canada,2021-01-01,2021-01-08,540939,585400,629861
29,Central African Republic,2021-01-01,2021-01-08,4948,4963,4978
30,Chad,2021-01-01,2021-01-08,1971,2141,2311
31,Chile,2021-01-01,2021-01-08,595831,612564,629297
32,China,2021-01-01,2021-01-08,95460,96023,96586
33,Colombia,2021-01-01,2021-01-08,1574707,1654880,1735053
34,Congo (Brazzaville),2021-01-01,2021-01-08,6571,7107,7643
35,Congo (Kinshasa),2021-01-01,2021-01-08,16472,17849,19226
36,Costa Rica,2021-01-01,2021-01-08,162990,169321,175652
37,Cote d'Ivoire,2021-01-01,2021-01-08,22081,22563,23045
38,Croatia,2021-01-01,2021-01-08,203962,212007,220052
39,Diamond Princess,2021-01-01,2021-01-08,712,712,712
40,Cuba,2021-01-01,2021-01-08,10900,12056,13212
41,Cyprus,2021-01-01,2021-01-08,19366,22818,26270
42,Czechia,2021-01-01,2021-01-08,664863,732022,799181
43,Denmark,2021-01-01,2021-01-08,149926,166567,183208
44,Djibouti,2021-01-01,2021-01-08,5804,5840,5876
45,Dominican Republic,2021-01-01,2021-01-08,165035,172218,179401
46,Ecuador,2021-01-01,2021-01-08,208828,213378,217928
47,Egypt,2021-01-01,2021-01-08,130126,139471,148816
48,El Salvador,2021-01-01,2021-01-08,44619,45960,47301
49,Equatorial Guinea,2021-01-01,2021-01-08,5236,5277,5318
50,Eritrea,2021-01-01,2021-01-08,992,1252,1512
51,Estonia,2021-01-01,2021-01-08,24582,28406,32230
52,Eswatini,2021-01-01,2021-01-08,8170,9482,10794
53,Ethiopia,2021-01-01,2021-01-08,121880,124652,127424
54,Fiji,2021-01-01,2021-01-08,46,49,52
55,Finland,2021-01-01,2021-01-08,34648,36403,38158
56,France,2021-01-01,2021-01-08,2604595,2697014,2789433
57,Gabon,2021-01-01,2021-01-08,9497,9571,9645
58,Gambia,2021-01-01,2021-01-08,3791,3800,3809
59,Georgia,2021-01-01,2021-01-08,218724,228410,238096
60,Germany,2021-01-01,2021-01-08,1632736,1762637,1892538
61,Ghana,2021-01-01,2021-01-08,54043,54930,55817
62,Greece,2021-01-01,2021-01-08,134852,139447,144042
63,Guatemala,2021-01-01,2021-01-08,135080,138236,141392
64,Guinea,2021-01-01,2021-01-08,13646,13738,13830
65,Guyana,2021-01-01,2021-01-08,6289,6348,6407
66,Haiti,2021-01-01,2021-01-08,9805,10015,10225
67,Holy See,2021-01-01,2021-01-08,27,27,27
68,Honduras,2021-01-01,2021-01-08,118659,122974,127289
69,Hungary,2021-01-01,2021-01-08,314164,325278,336392
70,Iceland,2021-01-01,2021-01-08,5683,5754,5825
71,India,2021-01-01,2021-01-08,10169118,10286709,10404300
72,Indonesia,2021-01-01,2021-01-08,700097,751270,802443
73,Iran,2021-01-01,2021-01-08,1189203,1231429,1273655
74,Iraq,2021-01-01,2021-01-08,589943,596193,602443
75,Ireland,2021-01-01,2021-01-08,84098,93532,102966
76,Israel,2021-01-01,2021-01-08,394391,428510,462629
77,Italy,2021-01-01,2021-01-08,2028354,2129376,2230398
78,Jamaica,2021-01-01,2021-01-08,12597,12915,13233
79,Japan,2021-01-01,2021-01-08,214575,239068,263561
80,Jordan,2021-01-01,2021-01-08,285306,295765,306224
81,Kazakhstan,2021-01-01,2021-01-08,196216,202060,207904
82,Kenya,2021-01-01,2021-01-08,95713,96614,97515
83,"Korea, South",2021-01-01,2021-01-08,55902,62593,69284
84,Kuwait,2021-01-01,2021-01-08,149277,150869,152461
85,Kyrgyzstan,2021-01-01,2021-01-08,80025,81156,82287
86,Latvia,2021-01-01,2021-01-08,35420,41615,47810
87,Lebanon,2021-01-01,2021-01-08,168069,183888,199707
88,Liberia,2021-01-01,2021-01-08,1779,1779,1779
89,Liechtenstein,2021-01-01,2021-01-08,1980,2175,2370
90,Lithuania,2021-01-01,2021-01-08,126581,143903,161225
91,Luxembourg,2021-01-01,2021-01-08,45209,46415,47621
92,Madagascar,2021-01-01,2021-01-08,17633,17714,17795
93,Malaysia,2021-01-01,2021-01-08,101565,115078,128591
94,Maldives,2021-01-01,2021-01-08,13583,13804,14025
95,Malta,2021-01-01,2021-01-08,12112,12909,13706
96,Mauritania,2021-01-01,2021-01-08,13264,14581,15898
97,Mauritius,2021-01-01,2021-01-08,527,527,527
98,Mexico,2021-01-01,2021-01-08,1372243,1437185,1502127
99,Moldova,2021-01-01,2021-01-08,140250,145258,150266
100,Monaco,2021-01-01,2021-01-08,789,885,981
101,Mongolia,2021-01-01,2021-01-08,1082,1242,1402
102,Montenegro,2021-01-01,2021-01-08,45945,48589,51233
103,Morocco,2021-01-01,2021-01-08,428193,440970,453747
104,Namibia,2021-01-01,2021-01-08,21262,24545,27828
105,Nepal,2021-01-01,2021-01-08,257200,261019,264838
106,Netherlands,2021-01-01,2021-01-08,755038,816616,878194
107,New Zealand,2021-01-01,2021-01-08,2128,2162,2196
108,Nicaragua,2021-01-01,2021-01-08,5991,6046,6101
109,Niger,2021-01-01,2021-01-08,3005,3403,3801
110,Nigeria,2021-01-01,2021-01-08,82747,88587,94427
111,North Macedonia,2021-01-01,2021-01-08,80896,83743,86590
112,Norway,2021-01-01,2021-01-08,46248,49803,53358
113,Oman,2021-01-01,2021-01-08,128290,128867,129444
114,Pakistan,2021-01-01,2021-01-08,469482,484362,499242
115,Panama,2021-01-01,2021-01-08,226660,249733,272806
116,Papua New Guinea,2021-01-01,2021-01-08,780,780,780
117,Paraguay,2021-01-01,2021-01-08,103888,108349,112810
118,Peru,2021-01-01,2021-01-08,1003982,1015137,1026292
119,Philippines,2021-01-01,2021-01-08,467601,475820,484039
120,Poland,2021-01-01,2021-01-08,1249079,1305774,1362469
121,Portugal,2021-01-01,2021-01-08,391782,420629,449476
122,Qatar,2021-01-01,2021-01-08,142734,144042,145350
123,Romania,2021-01-01,2021-01-08,612373,636201,660029
124,Russia,2021-01-01,2021-01-08,2963290,3153960,3344630
125,Rwanda,2021-01-01,2021-01-08,7743,8460,9177
126,Saint Lucia,2021-01-01,2021-01-08,305,353,401
127,Saint Vincent and the Grenadines,2021-01-01,2021-01-08,108,121,134
128,San Marino,2021-01-01,2021-01-08,2231,2428,2625
129,Saudi Arabia,2021-01-01,2021-01-08,361903,362878,363853
130,Senegal,2021-01-01,2021-01-08,18369,19364,20359
131,Serbia,2021-01-01,2021-01-08,320167,339997,359827
132,Seychelles,2021-01-01,2021-01-08,205,275,345
133,Singapore,2021-01-01,2021-01-08,58509,58629,58749
134,Slovakia,2021-01-01,2021-01-08,165608,184508,203408
135,Slovenia,2021-01-01,2021-01-08,113815,123950,134085
136,Somalia,2021-01-01,2021-01-08,4690,4714,4738
137,South Africa,2021-01-01,2021-01-08,983359,1073887,1164415
138,Spain,2021-01-01,2021-01-08,1854951,1928265,2001579
139,Sri Lanka,2021-01-01,2021-01-08,39782,43856,47930
140,Sudan,2021-01-01,2021-01-08,23316,23316,23316
141,Suriname,2021-01-01,2021-01-08,5880,6277,6674
142,Sweden,2021-01-01,2021-01-08,396048,437379,478710
143,Switzerland,2021-01-01,2021-01-08,428197,452296,476395
144,Tanzania,2021-01-01,2021-01-08,509,509,509
145,Thailand,2021-01-01,2021-01-08,6020,7379,8738
146,Togo,2021-01-01,2021-01-08,3546,3662,3778
147,Trinidad and Tobago,2021-01-01,2021-01-08,7097,7158,7219
148,Tunisia,2021-01-01,2021-01-08,128578,140557,152536
149,Turkey,2021-01-01,2021-01-08,2118255,2220855,2323455
150,Uganda,2021-01-01,2021-01-08,33360,35511,37662
151,Ukraine,2021-01-01,2021-01-08,1041583,1096855,1152127
152,United Arab Emirates,2021-01-01,2021-01-08,199665,209678,219691
153,United Kingdom,2021-01-01,2021-01-08,2227947,2549689,2871431
154,Uruguay,2021-01-01,2021-01-08,15848,19753,23658
155,US,2021-01-01,2021-01-08,18765529,20128693,21491857
156,Uzbekistan,2021-01-01,2021-01-08,76568,77182,77796
157,Venezuela,2021-01-01,2021-01-08,111603,113884,116165
158,Vietnam,2021-01-01,2021-01-08,1439,1474,1509
159,Zambia,2021-01-01,2021-01-08,19571,20997,22423
