,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-11-28,2020-12-05,44503,45966,47429
1,Albania,2020-11-28,2020-12-05,32196,36790,41384
2,Algeria,2020-11-28,2020-12-05,73774,81212,88650
3,Andorra,2020-11-28,2020-12-05,6207,6610,7013
4,Angola,2020-11-28,2020-12-05,14413,15087,15761
5,Antigua and Barbuda,2020-11-28,2020-12-05,139,141,143
6,Argentina,2020-11-28,2020-12-05,1366182,1413375,1460568
7,Armenia,2020-11-28,2020-12-05,124839,133594,142349
8,Australia,2020-11-28,2020-12-05,27821,27892,27963
9,Austria,2020-11-28,2020-12-05,241962,275661,309360
10,Azerbaijan,2020-11-28,2020-12-05,89898,114025,138152
11,Bahamas,2020-11-28,2020-12-05,7395,7496,7597
12,Bahrain,2020-11-28,2020-12-05,85591,86645,87699
13,Bangladesh,2020-11-28,2020-12-05,445281,460619,475957
14,Barbados,2020-11-28,2020-12-05,255,270,285
15,Belarus,2020-11-28,2020-12-05,122435,133324,144213
16,Belgium,2020-11-28,2020-12-05,556904,574448,591992
17,Benin,2020-11-28,2020-12-05,2916,2974,3032
18,Bhutan,2020-11-28,2020-12-05,379,396,413
19,Bolivia,2020-11-28,2020-12-05,143922,144592,145262
20,Bosnia and Herzegovina,2020-11-28,2020-12-05,79309,86710,94111
21,Brazil,2020-11-28,2020-12-05,6052786,6290272,6527758
22,Brunei,2020-11-28,2020-12-05,148,150,152
23,Bulgaria,2020-11-28,2020-12-05,120697,141747,162797
24,Burkina Faso,2020-11-28,2020-12-05,2703,2816,2929
25,Cabo Verde,2020-11-28,2020-12-05,10234,10700,11166
26,Cambodia,2020-11-28,2020-12-05,306,315,324
27,Cameroon,2020-11-28,2020-12-05,23528,24117,24706
28,Canada,2020-11-28,2020-12-05,329191,368279,407367
29,Central African Republic,2020-11-28,2020-12-05,4911,4913,4915
30,Chad,2020-11-28,2020-12-05,1633,1663,1693
31,Chile,2020-11-28,2020-12-05,539143,548941,558739
32,China,2020-11-28,2020-12-05,92037,92681,93325
33,Colombia,2020-11-28,2020-12-05,1240493,1299613,1358733
34,Congo (Brazzaville),2020-11-28,2020-12-05,5632,5774,5916
35,Congo (Kinshasa),2020-11-28,2020-12-05,12180,12608,13036
36,Costa Rica,2020-11-28,2020-12-05,129418,137093,144768
37,Cote d'Ivoire,2020-11-28,2020-12-05,21126,21261,21396
38,Croatia,2020-11-28,2020-12-05,100410,123693,146976
39,Diamond Princess,2020-11-28,2020-12-05,712,712,712
40,Cuba,2020-11-28,2020-12-05,7798,8173,8548
