,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-07-05,2020-07-12,30967,32951,34935
1,Albania,2020-07-05,2020-07-12,2402,2893,3384
2,Algeria,2020-07-05,2020-07-12,13273,15941,18609
3,Andorra,2020-07-05,2020-07-12,855,855,855
4,Angola,2020-07-05,2020-07-12,267,346,425
5,Antigua and Barbuda,2020-07-05,2020-07-12,69,68,67
6,Argentina,2020-07-05,2020-07-12,59933,77815,95697
7,Armenia,2020-07-05,2020-07-12,24645,28606,32567
8,Australia,2020-07-05,2020-07-12,7764,8583,9402
9,Austria,2020-07-05,2020-07-12,17654,18280,18906
10,Azerbaijan,2020-07-05,2020-07-12,16424,20324,24224
11,Bahamas,2020-07-05,2020-07-12,104,104,104
12,Bahrain,2020-07-05,2020-07-12,25705,29367,33029
13,Bangladesh,2020-07-05,2020-07-12,137787,162417,187047
14,Barbados,2020-07-05,2020-07-12,97,98,99
15,Belarus,2020-07-05,2020-07-12,61475,63554,65633
16,Belgium,2020-07-05,2020-07-12,61295,62016,62737
17,Benin,2020-07-05,2020-07-12,1149,1199,1249
18,Bhutan,2020-07-05,2020-07-12,76,80,84
19,Bolivia,2020-07-05,2020-07-12,31524,39297,47070
20,Bosnia and Herzegovina,2020-07-05,2020-07-12,3935,4962,5989
21,Brazil,2020-07-05,2020-07-12,1344143,1603055,1861967
22,Brunei,2020-07-05,2020-07-12,141,141,141
23,Bulgaria,2020-07-05,2020-07-12,4691,5740,6789
24,Burkina Faso,2020-07-05,2020-07-12,959,987,1015
25,Cabo Verde,2020-07-05,2020-07-12,1155,1451,1747
26,Cambodia,2020-07-05,2020-07-12,141,141,141
27,Cameroon,2020-07-05,2020-07-12,12592,12592,12592
28,Canada,2020-07-05,2020-07-12,105193,107394,109595
29,Central African Republic,2020-07-05,2020-07-12,3429,3969,4509
30,Chad,2020-07-05,2020-07-12,866,872,878
31,Chile,2020-07-05,2020-07-12,271982,295532,319082
32,China,2020-07-05,2020-07-12,84757,84871,84985
33,Colombia,2020-07-05,2020-07-12,91995,113685,135375
34,Congo (Brazzaville),2020-07-05,2020-07-12,1087,1557,2027
35,Congo (Kinshasa),2020-07-05,2020-07-12,6827,7411,7995
36,Costa Rica,2020-07-05,2020-07-12,3130,4996,6862
37,Cote d'Ivoire,2020-07-05,2020-07-12,9101,10772,12443
38,Croatia,2020-07-05,2020-07-12,2691,3151,3611
39,Diamond Princess,2020-07-05,2020-07-12,712,712,712
40,Cuba,2020-07-05,2020-07-12,2332,2372,2412
41,Cyprus,2020-07-05,2020-07-12,994,1003,1012
42,Czechia,2020-07-05,2020-07-12,11603,12515,13427
43,Denmark,2020-07-05,2020-07-12,12875,13033,13191
44,Djibouti,2020-07-05,2020-07-12,4643,4792,4941
45,Dominican Republic,2020-07-05,2020-07-12,31373,37425,43477
46,Ecuador,2020-07-05,2020-07-12,55255,61958,68661
47,Egypt,2020-07-05,2020-07-12,65188,75253,85318
48,El Salvador,2020-07-05,2020-07-12,5934,7777,9620
49,Equatorial Guinea,2020-07-05,2020-07-12,2001,3071,4141
50,Eritrea,2020-07-05,2020-07-12,191,215,239
51,Estonia,2020-07-05,2020-07-12,1987,1993,1999
52,Eswatini,2020-07-05,2020-07-12,781,988,1195
53,Ethiopia,2020-07-05,2020-07-12,5689,5846,6003
54,Fiji,2020-07-05,2020-07-12,18,19,20
55,Finland,2020-07-05,2020-07-12,7198,7253,7308
56,France,2020-07-05,2020-07-12,199476,204222,208968
57,Gabon,2020-07-05,2020-07-12,5209,5620,6031
58,Gambia,2020-07-05,2020-07-12,45,57,69
59,Georgia,2020-07-05,2020-07-12,924,951,978
60,Germany,2020-07-05,2020-07-12,194693,197523,200353
61,Ghana,2020-07-05,2020-07-12,16742,20085,23428
62,Greece,2020-07-05,2020-07-12,3376,3519,3662
63,Guatemala,2020-07-05,2020-07-12,16930,23248,29566
64,Guinea,2020-07-05,2020-07-12,5342,5610,5878
