,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2021-01-24,2021-01-31,53984,54595,55206
1,Albania,2021-01-24,2021-01-31,67690,72274,76858
2,Algeria,2021-01-24,2021-01-31,103833,105596,107359
3,Andorra,2021-01-24,2021-01-31,9083,9549,10015
4,Angola,2021-01-24,2021-01-31,18875,19399,19923
5,Antigua and Barbuda,2021-01-24,2021-01-31,189,198,207
6,Argentina,2021-01-24,2021-01-31,1799243,1867223,1935203
7,Armenia,2021-01-24,2021-01-31,164586,166036,167486
8,Australia,2021-01-24,2021-01-31,28721,28777,28833
9,Austria,2021-01-24,2021-01-31,393778,404714,415650
10,Azerbaijan,2021-01-24,2021-01-31,227273,228975,230677
11,Bahamas,2021-01-24,2021-01-31,8032,8101,8170
12,Bahrain,2021-01-24,2021-01-31,97607,99817,102027
13,Bangladesh,2021-01-24,2021-01-31,527632,531799,535966
14,Barbados,2021-01-24,2021-01-31,1095,1387,1679
15,Belarus,2021-01-24,2021-01-31,225461,237611,249761
16,Belgium,2021-01-24,2021-01-31,678839,693666,708493
17,Benin,2021-01-24,2021-01-31,3413,3643,3873
18,Bhutan,2021-01-24,2021-01-31,842,855,868
19,Bolivia,2021-01-24,2021-01-31,187183,201037,214891
20,Bosnia and Herzegovina,2021-01-24,2021-01-31,117011,119420,121829
21,Brazil,2021-01-24,2021-01-31,8488099,8844577,9201055
22,Brunei,2021-01-24,2021-01-31,174,175,176
23,Bulgaria,2021-01-24,2021-01-31,211813,214817,217821
24,Burkina Faso,2021-01-24,2021-01-31,9188,10038,10888
25,Cabo Verde,2021-01-24,2021-01-31,12993,13489,13985
26,Cambodia,2021-01-24,2021-01-31,439,458,477
27,Cameroon,2021-01-24,2021-01-31,28010,29617,31224
28,Canada,2021-01-24,2021-01-31,713181,752040,790899
29,Central African Republic,2021-01-24,2021-01-31,4973,4980,4987
30,Chad,2021-01-24,2021-01-31,2895,3161,3427
31,Chile,2021-01-24,2021-01-31,669832,699110,728388
32,China,2021-01-24,2021-01-31,97939,99247,100555
33,Colombia,2021-01-24,2021-01-31,1908413,2015485,2122557
34,Congo (Brazzaville),2021-01-24,2021-01-31,7709,7794,7879
35,Congo (Kinshasa),2021-01-24,2021-01-31,20908,21869,22830
36,Costa Rica,2021-01-24,2021-01-31,184187,189308,194429
37,Cote d'Ivoire,2021-01-24,2021-01-31,25241,26850,28459
38,Croatia,2021-01-24,2021-01-31,224954,228920,232886
39,Diamond Princess,2021-01-24,2021-01-31,712,712,712
40,Cuba,2021-01-24,2021-01-31,18151,21261,24371
41,Cyprus,2021-01-24,2021-01-31,28968,30017,31066
42,Czechia,2021-01-24,2021-01-31,889159,937617,986075
43,Denmark,2021-01-24,2021-01-31,189767,195353,200939
44,Djibouti,2021-01-24,2021-01-31,5905,5919,5933
45,Dominican Republic,2021-01-24,2021-01-31,193118,203946,214774
46,Ecuador,2021-01-24,2021-01-31,231482,241292,251102
47,Egypt,2021-01-24,2021-01-31,156397,161817,167237
48,El Salvador,2021-01-24,2021-01-31,50784,53218,55652
49,Equatorial Guinea,2021-01-24,2021-01-31,5356,5401,5446
50,Eritrea,2021-01-24,2021-01-31,1877,1940,2003
51,Estonia,2021-01-24,2021-01-31,37079,40716,44353
52,Eswatini,2021-01-24,2021-01-31,12944,14484,16024
53,Ethiopia,2021-01-24,2021-01-31,131195,133767,136339
54,Fiji,2021-01-24,2021-01-31,55,55,55
55,Finland,2021-01-24,2021-01-31,40337,42580,44823
56,France,2021-01-24,2021-01-31,2969091,3112055,3255019
57,Gabon,2021-01-24,2021-01-31,9899,10278,10657
58,Gambia,2021-01-24,2021-01-31,3910,3972,4034
59,Georgia,2021-01-24,2021-01-31,247805,253518,259231
60,Germany,2021-01-24,2021-01-31,2050129,2147769,2245409
61,Ghana,2021-01-24,2021-01-31,57714,60794,63874
62,Greece,2021-01-24,2021-01-31,148607,151980,155353
63,Guatemala,2021-01-24,2021-01-31,148888,154212,159536
64,Guinea,2021-01-24,2021-01-31,14114,14319,14524
65,Guyana,2021-01-24,2021-01-31,6908,7298,7688
66,Haiti,2021-01-24,2021-01-31,10781,11181,11581
67,Holy See,2021-01-24,2021-01-31,27,27,27
68,Honduras,2021-01-24,2021-01-31,134111,140929,147747
69,Hungary,2021-01-24,2021-01-31,351828,359574,367320
70,Iceland,2021-01-24,2021-01-31,5956,5981,6006
71,India,2021-01-24,2021-01-31,10571773,10667736,10763699
72,Indonesia,2021-01-24,2021-01-31,907929,989262,1070595
73,Iran,2021-01-24,2021-01-31,1330411,1372977,1415543
74,Iraq,2021-01-24,2021-01-31,608232,613763,619294
75,Ireland,2021-01-24,2021-01-31,172726,187554,202382
76,Israel,2021-01-24,2021-01-31,551689,597403,643117
77,Italy,2021-01-24,2021-01-31,2381277,2466813,2552349
78,Jamaica,2021-01-24,2021-01-31,14161,14879,15597
79,Japan,2021-01-24,2021-01-31,330715,365899,401083
80,Jordan,2021-01-24,2021-01-31,314514,320453,326392
81,Kazakhstan,2021-01-24,2021-01-31,215947,225891,235835
82,Kenya,2021-01-24,2021-01-31,99162,99983,100804
83,"Korea, South",2021-01-24,2021-01-31,72729,75521,78313
84,Kuwait,2021-01-24,2021-01-31,157777,161285,164793
85,Kyrgyzstan,2021-01-24,2021-01-31,83178,83900,84622
86,Latvia,2021-01-24,2021-01-31,55664,61008,66352
87,Lebanon,2021-01-24,2021-01-31,252812,279597,306382
88,Liberia,2021-01-24,2021-01-31,1887,1914,1941
89,Liechtenstein,2021-01-24,2021-01-31,2389,2441,2493
90,Lithuania,2021-01-24,2021-01-31,167516,176624,185732
91,Luxembourg,2021-01-24,2021-01-31,48630,49438,50246
92,Madagascar,2021-01-24,2021-01-31,18301,18743,19185
93,Malaysia,2021-01-24,2021-01-31,158434,183801,209168
94,Maldives,2021-01-24,2021-01-31,14513,14993,15473
95,Malta,2021-01-24,2021-01-31,15588,16658,17728
96,Mauritania,2021-01-24,2021-01-31,16039,16397,16755
97,Mauritius,2021-01-24,2021-01-31,547,556,565
98,Mexico,2021-01-24,2021-01-31,1641428,1763219,1885010
99,Moldova,2021-01-24,2021-01-31,152854,156202,159550
100,Monaco,2021-01-24,2021-01-31,1205,1357,1509
101,Mongolia,2021-01-24,2021-01-31,1526,1643,1760
102,Montenegro,2021-01-24,2021-01-31,55493,58316,61139
103,Morocco,2021-01-24,2021-01-31,459671,466289,472907
104,Namibia,2021-01-24,2021-01-31,30363,32425,34487
105,Nepal,2021-01-24,2021-01-31,267322,269450,271578
106,Netherlands,2021-01-24,2021-01-31,925355,962153,998951
107,New Zealand,2021-01-24,2021-01-31,2262,2288,2314
108,Nicaragua,2021-01-24,2021-01-31,6152,6204,6256
109,Niger,2021-01-24,2021-01-31,4156,4353,4550
110,Nigeria,2021-01-24,2021-01-31,110387,121566,132745
111,North Macedonia,2021-01-24,2021-01-31,88938,90654,92370
112,Norway,2021-01-24,2021-01-31,58651,61082,63513
113,Oman,2021-01-24,2021-01-31,131790,133044,134298
114,Pakistan,2021-01-24,2021-01-31,521211,534041,546871
115,Panama,2021-01-24,2021-01-31,298019,311244,324469
116,Papua New Guinea,2021-01-24,2021-01-31,834,835,836
117,Paraguay,2021-01-24,2021-01-31,122160,127652,133144
118,Peru,2021-01-24,2021-01-31,1060567,1093938,1127309
119,Philippines,2021-01-24,2021-01-31,500577,513619,526661
120,Poland,2021-01-24,2021-01-31,1435582,1475445,1515308
121,Portugal,2021-01-24,2021-01-31,549801,636190,722579
122,Qatar,2021-01-24,2021-01-31,147277,149019,150761
123,Romania,2021-01-24,2021-01-31,693644,711010,728376
124,Russia,2021-01-24,2021-01-31,3530379,3679247,3828115
125,Rwanda,2021-01-24,2021-01-31,11032,12975,14918
126,Saint Lucia,2021-01-24,2021-01-31,611,810,1009
127,Saint Vincent and the Grenadines,2021-01-24,2021-01-31,478,738,998
128,San Marino,2021-01-24,2021-01-31,2778,2874,2970
129,Saudi Arabia,2021-01-24,2021-01-31,364929,366371,367813
130,Senegal,2021-01-24,2021-01-31,23028,24727,26426
131,Serbia,2021-01-24,2021-01-31,372533,383603,394673
132,Seychelles,2021-01-24,2021-01-31,705,1033,1361
133,Singapore,2021-01-24,2021-01-31,59113,59308,59503
134,Slovakia,2021-01-24,2021-01-31,223325,236476,249627
135,Slovenia,2021-01-24,2021-01-31,149125,157830,166535
136,Somalia,2021-01-24,2021-01-31,4744,4754,4764
137,South Africa,2021-01-24,2021-01-31,1337926,1412986,1488046
138,Spain,2021-01-24,2021-01-31,2252164,2499560,2746956
139,Sri Lanka,2021-01-24,2021-01-31,53062,58430,63798
140,Sudan,2021-01-24,2021-01-31,26279,26279,26279
141,Suriname,2021-01-24,2021-01-31,7527,8057,8587
142,Sweden,2021-01-24,2021-01-31,523486,547166,570846
143,Switzerland,2021-01-24,2021-01-31,495228,509279,523330
144,Tanzania,2021-01-24,2021-01-31,509,509,509
145,Thailand,2021-01-24,2021-01-31,12423,13500,14577
146,Togo,2021-01-24,2021-01-31,4302,4662,5022
147,Trinidad and Tobago,2021-01-24,2021-01-31,7393,7473,7553
148,Tunisia,2021-01-24,2021-01-31,180090,197373,214656
149,Turkey,2021-01-24,2021-01-31,2387101,2429605,2472109
150,Uganda,2021-01-24,2021-01-31,38085,39149,40213
151,Ukraine,2021-01-24,2021-01-31,1198512,1231965,1265418
152,United Arab Emirates,2021-01-24,2021-01-31,253261,277955,302649
153,United Kingdom,2021-01-24,2021-01-31,3405740,3657857,3909974
154,Uruguay,2021-01-24,2021-01-31,32378,37633,42888
155,US,2021-01-24,2021-01-31,23936773,25127000,26317227
156,Uzbekistan,2021-01-24,2021-01-31,77968,78375,78782
157,Venezuela,2021-01-24,2021-01-31,119803,123709,127615
158,Vietnam,2021-01-24,2021-01-31,1537,1548,1559
159,Zambia,2021-01-24,2021-01-31,37605,45337,53069
160,Zimbabwe,2021-01-24,2021-01-31,27203,31320,35437
161,Dominica,2021-01-24,2021-01-31,110,113,116
162,Grenada,2021-01-24,2021-01-31,139,147,155
163,Mozambique,2021-01-24,2021-01-31,26551,32418,38285
164,Syria,2021-01-24,2021-01-31,13036,13628,14220
165,Timor-Leste,2021-01-24,2021-01-31,52,67,82
166,Belize,2021-01-24,2021-01-31,11580,11750,11920
167,Laos,2021-01-24,2021-01-31,41,41,41
168,Libya,2021-01-24,2021-01-31,109088,113688,118288
169,West Bank and Gaza,2021-01-24,2021-01-31,152031,155414,158797
170,Guinea-Bissau,2021-01-24,2021-01-31,2509,2532,2555
171,Mali,2021-01-24,2021-01-31,7839,7983,8127
172,Saint Kitts and Nevis,2021-01-24,2021-01-31,34,35,36
173,Kosovo,2021-01-24,2021-01-31,55851,57317,58783
174,Burma,2021-01-24,2021-01-31,134318,137574,140830
175,MS Zaandam,2021-01-24,2021-01-31,9,9,9
176,Botswana,2021-01-24,2021-01-31,17365,19654,21943
177,Burundi,2021-01-24,2021-01-31,1236,1472,1708
178,Sierra Leone,2021-01-24,2021-01-31,3006,3139,3272
179,Malawi,2021-01-24,2021-01-31,12470,19395,26320
180,South Sudan,2021-01-24,2021-01-31,3693,3788,3883
181,Western Sahara,2021-01-24,2021-01-31,0,0,0
182,Sao Tome and Principe,2021-01-24,2021-01-31,1142,1188,1234
183,Yemen,2021-01-24,2021-01-31,2112,2118,2124
