,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-07-06,2020-07-13,31238,33190,35142
1,Albania,2020-07-06,2020-07-13,2466,2964,3462
2,Algeria,2020-07-06,2020-07-13,13571,16404,19237
3,Andorra,2020-07-06,2020-07-13,855,855,855
4,Angola,2020-07-06,2020-07-13,276,346,416
5,Antigua and Barbuda,2020-07-06,2020-07-13,69,70,71
6,Argentina,2020-07-06,2020-07-13,62268,80447,98626
7,Armenia,2020-07-06,2020-07-13,25127,28936,32745
8,Australia,2020-07-06,2020-07-13,7834,8755,9676
9,Austria,2020-07-06,2020-07-13,17723,18365,19007
10,Azerbaijan,2020-07-06,2020-07-13,16968,20837,24706
11,Bahamas,2020-07-06,2020-07-13,104,104,104
12,Bahrain,2020-07-06,2020-07-13,26239,29821,33403
13,Bangladesh,2020-07-06,2020-07-13,141801,165618,189435
14,Barbados,2020-07-06,2020-07-13,97,98,99
15,Belarus,2020-07-06,2020-07-13,61790,63804,65818
16,Belgium,2020-07-06,2020-07-13,61361,62058,62755
17,Benin,2020-07-06,2020-07-13,1187,1199,1211
18,Bhutan,2020-07-06,2020-07-13,77,80,83
19,Bolivia,2020-07-06,2020-07-13,32125,40509,48893
20,Bosnia and Herzegovina,2020-07-06,2020-07-13,4325,5458,6591
21,Brazil,2020-07-06,2020-07-13,1368195,1623284,1878373
22,Brunei,2020-07-06,2020-07-13,141,141,141
23,Bulgaria,2020-07-06,2020-07-13,4831,5914,6997
24,Burkina Faso,2020-07-06,2020-07-13,959,1000,1041
25,Cabo Verde,2020-07-06,2020-07-13,1165,1463,1761
26,Cambodia,2020-07-06,2020-07-13,141,141,141
27,Cameroon,2020-07-06,2020-07-13,12592,12592,12592
28,Canada,2020-07-06,2020-07-13,105830,107815,109800
29,Central African Republic,2020-07-06,2020-07-13,3613,4033,4453
30,Chad,2020-07-06,2020-07-13,866,872,878
31,Chile,2020-07-06,2020-07-13,275999,298557,321115
32,China,2020-07-06,2020-07-13,84780,84889,84998
33,Colombia,2020-07-06,2020-07-13,91995,117412,142829
34,Congo (Brazzaville),2020-07-06,2020-07-13,1087,1557,2027
35,Congo (Kinshasa),2020-07-06,2020-07-13,6939,7432,7925
36,Costa Rica,2020-07-06,2020-07-13,3269,5241,7213
37,Cote d'Ivoire,2020-07-06,2020-07-13,9214,10966,12718
38,Croatia,2020-07-06,2020-07-13,2725,3220,3715
39,Diamond Princess,2020-07-06,2020-07-13,712,712,712
40,Cuba,2020-07-06,2020-07-13,2340,2380,2420
