,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-11-06,2020-11-13,41334,41975,42616
1,Albania,2020-11-06,2020-11-13,20634,23210,25786
2,Algeria,2020-11-06,2020-11-13,57651,60800,63949
3,Andorra,2020-11-06,2020-11-13,4665,5135,5605
4,Angola,2020-11-06,2020-11-13,10558,12223,13888
5,Antigua and Barbuda,2020-11-06,2020-11-13,127,130,133
6,Argentina,2020-11-06,2020-11-13,1157179,1228814,1300449
7,Armenia,2020-11-06,2020-11-13,87432,101773,116114
8,Australia,2020-11-06,2020-11-13,27585,27652,27719
9,Austria,2020-11-06,2020-11-13,99576,138979,178382
10,Azerbaijan,2020-11-06,2020-11-13,54174,62338,70502
11,Bahamas,2020-11-06,2020-11-13,6644,6882,7120
12,Bahrain,2020-11-06,2020-11-13,81466,83023,84580
13,Bangladesh,2020-11-06,2020-11-13,406364,417475,428586
14,Barbados,2020-11-06,2020-11-13,236,242,248
15,Belarus,2020-11-06,2020-11-13,97499,104286,111073
16,Belgium,2020-11-06,2020-11-13,412314,488044,563774
17,Benin,2020-11-06,2020-11-13,2643,2745,2847
18,Bhutan,2020-11-06,2020-11-13,348,358,368
19,Bolivia,2020-11-06,2020-11-13,141631,142343,143055
20,Bosnia and Herzegovina,2020-11-06,2020-11-13,48137,59427,70717
21,Brazil,2020-11-06,2020-11-13,5516658,5631181,5745704
22,Brunei,2020-11-06,2020-11-13,148,148,148
23,Bulgaria,2020-11-06,2020-11-13,51041,72184,93327
24,Burkina Faso,2020-11-06,2020-11-13,2477,2562,2647
25,Cabo Verde,2020-11-06,2020-11-13,8694,9224,9754
26,Cambodia,2020-11-06,2020-11-13,291,294,297
27,Cameroon,2020-11-06,2020-11-13,21793,22103,22413
28,Canada,2020-11-06,2020-11-13,234939,258874,282809
29,Central African Republic,2020-11-06,2020-11-13,4866,4866,4866
30,Chad,2020-11-06,2020-11-13,1483,1538,1593
31,Chile,2020-11-06,2020-11-13,508571,518390,528209
32,China,2020-11-06,2020-11-13,91339,91591,91843
33,Colombia,2020-11-06,2020-11-13,1063151,1127733,1192315
34,Congo (Brazzaville),2020-11-06,2020-11-13,5290,5379,5468
35,Congo (Kinshasa),2020-11-06,2020-11-13,11306,11517,11728
36,Costa Rica,2020-11-06,2020-11-13,108866,115417,121968
37,Cote d'Ivoire,2020-11-06,2020-11-13,20692,20801,20910
38,Croatia,2020-11-06,2020-11-13,46547,62305,78063
39,Diamond Princess,2020-11-06,2020-11-13,712,712,712
40,Cuba,2020-11-06,2020-11-13,6801,7228,7655
41,Cyprus,2020-11-06,2020-11-13,4217,5557,6897
42,Czechia,2020-11-06,2020-11-13,323673,403497,483321
43,Denmark,2020-11-06,2020-11-13,45736,53692,61648
44,Djibouti,2020-11-06,2020-11-13,5559,5604,5649
45,Dominican Republic,2020-11-06,2020-11-13,126332,129300,132268
46,Ecuador,2020-11-06,2020-11-13,167147,172508,177869
