,Country,start_date,pre_date,b7_truth,start_truth,pre_cases
0,Afghanistan,2020-11-27,2020-12-04,44443,45839,47235
1,Albania,2020-11-27,2020-12-04,31459,36245,41031
2,Algeria,2020-11-27,2020-12-04,72755,80168,87581
3,Andorra,2020-11-27,2020-12-04,6142,6610,7078
4,Angola,2020-11-27,2020-12-04,14267,15008,15749
5,Antigua and Barbuda,2020-11-27,2020-12-04,139,141,143
6,Argentina,2020-11-27,2020-12-04,1359042,1407277,1455512
7,Armenia,2020-11-27,2020-12-04,123646,132346,141046
8,Australia,2020-11-27,2020-12-04,27806,27886,27966
9,Austria,2020-11-27,2020-12-04,235351,270992,306633
10,Azerbaijan,2020-11-27,2020-12-04,87163,109813,132463
11,Bahamas,2020-11-27,2020-12-04,7367,7496,7625
12,Bahrain,2020-11-27,2020-12-04,85467,86515,87563
13,Bangladesh,2020-11-27,2020-12-04,443434,458711,473988
14,Barbados,2020-11-27,2020-12-04,253,270,287
15,Belarus,2020-11-27,2020-12-04,120847,131633,142419
16,Belgium,2020-11-27,2020-12-04,553680,570829,587978
17,Benin,2020-11-27,2020-12-04,2916,2974,3032
18,Bhutan,2020-11-27,2020-12-04,378,395,412
19,Bolivia,2020-11-27,2020-12-04,143854,144494,145134
20,Bosnia and Herzegovina,2020-11-27,2020-12-04,77994,85431,92868
21,Brazil,2020-11-27,2020-12-04,6020164,6238350,6456536
22,Brunei,2020-11-27,2020-12-04,148,150,152
23,Bulgaria,2020-11-27,2020-12-04,118418,139955,161492
24,Burkina Faso,2020-11-27,2020-12-04,2686,2816,2946
25,Cabo Verde,2020-11-27,2020-12-04,10152,10626,11100
26,Cambodia,2020-11-27,2020-12-04,305,308,311
27,Cameroon,2020-11-27,2020-12-04,23528,24117,24706
28,Canada,2020-11-27,2020-12-04,324234,362604,400974
29,Central African Republic,2020-11-27,2020-12-04,4911,4913,4915
30,Chad,2020-11-27,2020-12-04,1626,1663,1700
31,Chile,2020-11-27,2020-12-04,537585,547243,556901
32,China,2020-11-27,2020-12-04,91977,92586,93195
33,Colombia,2020-11-27,2020-12-04,1233444,1290510,1347576
34,Congo (Brazzaville),2020-11-27,2020-12-04,5632,5774,5916
35,Congo (Kinshasa),2020-11-27,2020-12-04,12129,12470,12811
36,Costa Rica,2020-11-27,2020-12-04,129418,137093,144768
37,Cote d'Ivoire,2020-11-27,2020-12-04,21099,21232,21365
38,Croatia,2020-11-27,2020-12-04,96837,119706,142575
39,Diamond Princess,2020-11-27,2020-12-04,712,712,712
40,Cuba,2020-11-27,2020-12-04,7763,8110,8457
41,Cyprus,2020-11-27,2020-12-04,8211,9983,11755
42,Czechia,2020-11-27,2020-12-04,487563,515984,544405
43,Denmark,2020-11-27,2020-12-04,68878,77236,85594
